	1313 s
1161.6	4.82044E-13
1162.8	3.35664E-13
1164	2.34339E-13
1165.2	2.15334E-13
1166.4	2.4227E-13
1167.6	2.22662E-13
1168.8	2.40606E-13
1169.8	2.44289E-13
1171	3.21981E-13
1172.2	5.28482E-13
1173.4	7.65935E-13
1174.6	8.53871E-13
1175.8	8.59757E-13
1177	6.41696E-13
1178.2	4.32414E-13
1179.4	3.1923E-13
1180.6	2.58994E-13
1181.6	2.25957E-13
1182.8	2.0542E-13
1184	2.23099E-13
1185.2	2.06884E-13
1186.4	1.92156E-13
1187.6	2.27702E-13
1188.8	2.19712E-13
1190	2.08491E-13
1191.2	2.19991E-13
1192.4	2.19991E-13
1193.4	2.19991E-13
1194.6	2.19991E-13
1195.8	2.19991E-13
1197	2.19991E-13
1198.2	2.19991E-13
1199.4	2.19991E-13
1200.91	2.19991E-13
1202.61	2.19991E-13
1204.41	2.19314E-13
1206.11	1.28588E-12
1207.91	2.19314E-13
1209.61	2.19314E-13
1211.41	2.19314E-13
1213.11	5.64231E-13
1214.91	7.08974E-12
1216.61	7.85456E-12
1218.41	9.15316E-13
1220.11	2.19991E-13
1221.91	2.19991E-13
1223.61	2.19991E-13
1225.41	2.19991E-13
1227.11	2.19991E-13
1228.91	2.19991E-13
1231.2	2.29316E-13
1232.4	2.34883E-13
1233.6	2.39698E-13
1234.8	2.32479E-13
1236	2.75056E-13
1237.2	3.03495E-13
1238.4	2.83269E-13
1239.4	2.92955E-13
1240.6	2.99406E-13
1241.8	2.9281E-13
1243	2.69025E-13
1244.2	2.83849E-13
1245.4	2.9067E-13
1246.6	2.94629E-13
1247.8	3.0465E-13
1249	2.69932E-13
1250.2	2.58407E-13
1251.2	2.49307E-13
1252.4	2.39012E-13
1253.6	2.37892E-13
1254.8	2.31626E-13
1256	2.65976E-13
1257.2	2.46963E-13
1258.4	2.252E-13
1259.6	2.27221E-13
1260.8	2.43154E-13
1262	2.78919E-13
1263	2.65531E-13
1264.2	2.64011E-13
1265.4	2.46368E-13
1266.6	2.5426E-13
1267.8	2.76889E-13
1269	2.65807E-13
1270.2	2.58035E-13
1271.4	2.4128E-13
1272.6	2.44297E-13
1273.8	2.76168E-13
1274.8	2.69811E-13
1276	2.44516E-13
1277.2	2.58214E-13
1278.4	2.46033E-13
1279.6	2.76451E-13
1280.8	2.45855E-13
1282	2.61541E-13
1283.2	2.57605E-13
1284.4	2.55879E-13
1285.6	2.73735E-13
1286.6	2.76949E-13
1287.8	2.97654E-13
1289	2.73158E-13
1290.2	3.20884E-13
1291.4	2.80848E-13
1292.6	2.92363E-13
1293.8	3.11013E-13
1295	3.40411E-13
1296.2	3.71966E-13
1297.4	4.00379E-13
1298.4	3.85599E-13
1299.6	3.41841E-13
1300.8	3.64224E-13
1302	3.61614E-13
1303.2	3.81155E-13
1304.4	3.2569E-13
1305.6	2.89546E-13
1306.8	2.96022E-13
1308	2.7671E-13
1309.2	2.45428E-13
1310.2	2.80726E-13
1311.4	3.12762E-13
1312.6	2.76548E-13
1313.8	2.73321E-13
1315	2.6786E-13
1316.2	2.71809E-13
1317.4	2.69771E-13
1318.6	2.44995E-13
1319.8	2.77981E-13
1320.8	2.49581E-13
1322	2.56885E-13
1323.2	2.76284E-13
1324.4	2.80424E-13
1325.6	2.79224E-13
1326.8	2.7605E-13
1328	2.46794E-13
1329.2	2.83877E-13
1330.4	2.81046E-13
1331.6	3.0239E-13
1332.6	4.02142E-13
1333.8	4.67934E-13
1335	5.11259E-13
1336.2	5.06096E-13
1337.4	4.59181E-13
1338.6	3.62816E-13
1339.8	2.93005E-13
1341	2.38828E-13
1342.2	2.74009E-13
1343.4	2.84429E-13
1344.4	2.58138E-13
1345.6	2.76405E-13
1346.8	2.52477E-13
1348	2.67702E-13
1349.2	2.45849E-13
1350.4	2.26554E-13
1351.6	2.45466E-13
1352.8	2.51899E-13
1354	2.6673E-13
1355.2	2.83624E-13
1356.2	2.66352E-13
1357.4	2.43245E-13
1358.6	2.42796E-13
1359.8	2.47714E-13
1361	2.51542E-13
1362.2	2.43455E-13
1363.4	2.57223E-13
1364.6	2.71152E-13
1365.8	2.77197E-13
1367	2.66009E-13
1368	2.53352E-13
1369.2	2.60848E-13
1370.4	2.39547E-13
1371.6	2.55329E-13
1372.8	2.94104E-13
1374	2.65597E-13
1375.2	2.45544E-13
1376.4	2.25593E-13
1377.6	2.55514E-13
1378.8	2.61789E-13
1379.8	2.35694E-13
1381	2.56785E-13
1382.2	2.77992E-13
1383.4	2.3556E-13
1384.6	2.43044E-13
1385.8	2.51797E-13
1387	2.5107E-13
1388.2	2.7751E-13
1389.4	3.02676E-13
1390.6	3.59835E-13
1391.6	4.67059E-13
1392.8	5.77206E-13
1394	5.92994E-13
1395.2	5.3372E-13
1396.4	4.06872E-13
1397.6	3.27786E-13
1398.8	3.394E-13
1400	3.83786E-13
1401.2	4.64333E-13
1402.4	4.66973E-13
1403.4	4.55122E-13
1404.6	4.42613E-13
1405.8	3.34343E-13
1407	2.82914E-13
1408.2	2.63464E-13
1409.4	2.85768E-13
1410.6	2.44828E-13
1411.8	2.3706E-13
1413	2.57984E-13
1414	2.64086E-13
1415.2	2.62267E-13
1416.4	2.73383E-13
1417.6	2.70748E-13
1418.8	2.69893E-13
1420	2.48848E-13
1421.2	2.45558E-13
1422.4	2.72243E-13
1423.6	2.60094E-13
1424.8	2.63765E-13
1425.8	2.58812E-13
1427	2.43954E-13
1428.2	2.50875E-13
1429.4	2.55257E-13
1430.6	2.65345E-13
1431.8	2.56285E-13
1433	2.81068E-13
1434.2	2.5161E-13
1435.4	2.41611E-13
1436.6	2.46477E-13
1437.6	2.46406E-13
1438.8	2.44928E-13
1440	2.46688E-13
1441.2	2.36902E-13
1442.4	2.48063E-13
1443.6	2.5594E-13
1444.8	2.66713E-13
1446	2.582E-13
1447.2	2.59607E-13
1448.4	2.5612E-13
1449.4	2.57968E-13
1450.6	2.80327E-13
1451.8	2.61272E-13
1453	2.41598E-13
1454.2	2.42211E-13
1455.4	2.60162E-13
1456.6	2.60463E-13
1457.8	2.79188E-13
1459	2.67251E-13
1460.2	2.5689E-13
1461.2	2.60901E-13
1462.4	2.68433E-13
1463.6	2.49932E-13
1464.8	2.6017E-13
1466	2.81409E-13
1467.2	2.69917E-13
1468.4	2.78955E-13
1469.6	2.9203E-13
1470.8	2.80593E-13
1472	2.62281E-13
1473	2.7019E-13
1474.2	2.84263E-13
1475.4	2.73917E-13
1476.6	2.80238E-13
1477.8	2.82692E-13
1479	2.6459E-13
1480.2	2.76982E-13
1481.4	2.9419E-13
1482.6	2.68706E-13
1483.8	2.75365E-13
1484.8	2.95295E-13
1486	2.86706E-13
1487.2	3.08587E-13
1488.4	2.86956E-13
1489.6	2.9909E-13
1490.8	2.75985E-13
1492	2.78908E-13
1493.2	2.82481E-13
1494.4	2.96997E-13
1495.6	2.96402E-13
1496.6	2.90759E-13
1497.8	2.96838E-13
1499	2.98551E-13
1500.2	3.05622E-13
1501.4	3.05286E-13
1502.6	3.07035E-13
1503.8	2.75315E-13
1505	2.7903E-13
1506.2	2.71791E-13
1507.4	2.76322E-13
1508.4	2.68478E-13
1509.6	2.62877E-13
1510.8	2.74445E-13
1512	2.8378E-13
1513.2	2.62849E-13
1514.4	2.4112E-13
1515.6	2.43227E-13
1516.8	2.41228E-13
1518	2.65255E-13
1519	2.94998E-13
1520.2	2.78078E-13
1521.4	2.72427E-13
1522.6	2.79671E-13
1523.8	2.87519E-13
1525	3.16443E-13
1526.2	2.85762E-13
1527.4	2.69971E-13
1528.6	2.98237E-13
1529.8	3.15607E-13
1530.8	2.96669E-13
1532	2.88852E-13
1533.2	2.82589E-13
1534.4	2.98837E-13
1535.6	2.77095E-13
1536.8	2.77095E-13
1538	2.77095E-13
1539.2	2.77095E-13
1540.4	2.77095E-13
1541.6	2.77095E-13
1542.6	2.77095E-13
1543.8	2.77095E-13
1545	2.77095E-13
1546.2	3.07079E-13
1547.4	3.626E-13
1548.6	3.86338E-13
1549.8	3.86002E-13
1551	3.61934E-13
1552.2	3.35583E-13
1553.4	2.77597E-13
1554.4	2.77095E-13
1555.6	2.77095E-13
1556.8	2.77095E-13
1558	2.77095E-13
1559.2	2.77095E-13
1560.4	2.77095E-13
1561.6	2.77095E-13
1562.8	2.77095E-13
1564	2.77095E-13
1565.2	3.04128E-13
1566.2	3.09383E-13
1567.4	3.0548E-13
1568.6	2.93027E-13
1569.8	2.94423E-13
1571	2.87772E-13
1572.2	2.65205E-13
1573.4	2.82892E-13
1574.6	2.74833E-13
1575.8	2.88863E-13
1577	2.97208E-13
1578	3.09428E-13
1579.2	3.01821E-13
1580.4	3.18683E-13
1581.6	3.0284E-13
1582.8	2.90226E-13
1584	2.90712E-13
1585.2	2.93224E-13
1586.4	2.99575E-13
1587.6	2.81101E-13
1588.8	2.87702E-13
1589.8	2.834E-13
1591	2.81851E-13
1592.2	2.83522E-13
1593.4	2.82558E-13
1594.6	2.96683E-13
1595.8	2.97824E-13
1597	2.88266E-13
1598.2	2.7377E-13
1599.4	2.82375E-13
1600.6	2.84252E-13
1601.6	2.65268E-13
1602.8	2.90154E-13
1604	2.89871E-13
1605.2	2.76089E-13
1606.4	2.6909E-13
1607.6	2.80693E-13
1608.8	3.07876E-13
1610	2.84066E-13
1611.2	2.70866E-13
1612.4	2.6373E-13
1613.4	2.6997E-13
1614.6	2.88921E-13
1615.8	2.77006E-13
1617	2.53072E-13
1618.2	2.5766E-13
1619.4	2.81756E-13
1620.6	2.97696E-13
1621.8	2.9014E-13
1623	2.77178E-13
1624	2.81745E-13
1625.2	2.73374E-13
1626.4	2.70788E-13
1627.6	2.78578E-13
1628.8	2.62304E-13
1630	2.66552E-13
1631.2	2.77041E-13
1632.4	2.81603E-13
1633.6	2.90176E-13
1634.8	3.06732E-13
1635.8	3.12079E-13
1637	3.11798E-13
1638.2	3.7527E-13
1639.4	3.92309E-13
1640.6	4.10264E-13
1641.8	4.06791E-13
1643	3.62203E-13
1644.2	3.19516E-13
1645.4	2.85371E-13
1646.6	2.8084E-13
1647.6	2.81393E-13
1648.8	2.86434E-13
1650	2.52917E-13
1651.2	2.5678E-13
1652.4	2.87469E-13
1653.6	2.77612E-13
1654.8	2.87006E-13
1656	3.07401E-13
1657.2	3.23097E-13
1658.4	3.24266E-13
1659.4	3.14097E-13
1660.6	2.98146E-13
1661.8	2.93246E-13
1663	2.9168E-13
1664.2	2.80154E-13
1665.4	2.88743E-13
1666.6	2.84227E-13
1667.8	2.74553E-13
1669	2.74564E-13
1670.2	2.59471E-13
1671.2	2.67572E-13
1672.4	2.80113E-13
1673.6	2.83952E-13
1674.8	2.87472E-13
1676	2.7719E-13
1677.2	2.76898E-13
1678.4	2.81084E-13
1679.6	2.58952E-13
1680.8	2.65122E-13
1682	2.7653E-13
1683	2.73979E-13
1684.2	2.68828E-13
1685.4	2.61247E-13
1686.6	2.52121E-13
1687.8	2.69157E-13
1689	2.81831E-13
1690.2	2.70933E-13
1691.4	2.75194E-13
1692.6	2.83016E-13
1693.8	2.87841E-13
1694.8	3.01161E-13
1696	2.85037E-13
1697.2	2.67823E-13
1698.4	2.77117E-13
1699.6	2.84985E-13
1700.8	2.78047E-13
1702	2.83175E-13
1703.2	2.64731E-13
1704.4	2.63498E-13
1705.6	2.71328E-13
1706.6	2.71951E-13
1707.8	2.70812E-13
1709	2.57246E-13
1710.2	2.60574E-13
1711.4	2.75926E-13
1712.6	2.81992E-13
1713.8	2.76915E-13
1715	2.83455E-13
1716.2	2.85262E-13
1717.4	2.74439E-13
1718.4	2.88008E-13
1719.6	3.01244E-13
1720.8	2.91778E-13
1722	2.79038E-13
1723.2	2.65702E-13
1724.4	2.67665E-13
1725.6	2.8019E-13
1726.8	2.76021E-13
1728	2.74987E-13
1729	2.79757E-13
1730.2	2.72162E-13
1731.4	2.72907E-13
1732.6	2.63252E-13
1733.8	2.61278E-13
1735	2.68243E-13
1736.2	2.81767E-13
1737.4	2.82039E-13
1738.6	2.76395E-13
1739.8	2.83488E-13
1740.8	2.78325E-13
1742	2.68131E-13
1743.2	2.67367E-13
1744.4	2.73126E-13
1745.6	2.76463E-13
1746.8	2.88291E-13
1748	2.98021E-13
1749.2	2.89893E-13
1750.4	2.87714E-13
1751.6	2.88263E-13
1752.6	2.80382E-13
1753.8	2.90012E-13
1755	2.9472E-13
1756.2	2.91247E-13
1757.4	2.95076E-13
1758.6	2.93019E-13
1759.8	2.77842E-13
1761	2.68289E-13
1762.2	2.86561E-13
1763.4	2.97022E-13
1764.4	2.92433E-13
1765.6	2.81962E-13
1766.8	2.90889E-13
1768	2.92952E-13
1769.2	2.86759E-13
1770.4	2.84896E-13
1771.6	2.79843E-13
1772.8	2.84982E-13
1774	2.9127E-13
1775.2	2.94257E-13
1776.2	2.95523E-13
1777.4	2.92086E-13
1778.6	2.8609E-13
1779.8	2.85396E-13
1781	2.78175E-13
1782.2	2.86931E-13
1783.4	2.88871E-13
1784.6	2.9457E-13
1785.8	2.95684E-13
1787	2.9238E-13
1788	2.76158E-13
1789.2	2.62275E-13
1790.4	2.35917E-13
1791.6	2.00433E-13
1792.8	1.86714E-13
1794	2.07377E-13
1795.2	2.3411E-13
1796.4	2.5393E-13
1797.6	2.69325E-13
1798.8	2.78364E-13
1799.8	2.77806E-13
1801	2.86273E-13
1802.2	2.87308E-13
1803.4	2.85981E-13
1804.6	2.8076E-13
1805.8	2.9062E-13
1807	2.9261E-13
1808.2	2.96969E-13
1809.4	2.92838E-13
1810.6	2.90642E-13
1811.6	2.81581E-13
1812.8	2.77184E-13
1814	2.78228E-13
1815.2	2.84318E-13
1816.4	2.85396E-13
1817.6	2.97838E-13
1818.8	2.91936E-13
1820	2.86417E-13
1821.2	2.77853E-13
1822.4	2.77293E-13
1823.4	2.78988E-13
1824.6	2.83458E-13
1825.8	2.8514E-13
1827	2.88624E-13
1828.2	2.87389E-13
1829.4	2.8071E-13
1830.6	2.72055E-13
1831.8	2.71283E-13
1833	2.64506E-13
1834	2.62942E-13
1835.2	2.6438E-13
1836.4	2.68936E-13
1837.6	2.684E-13
1838.8	2.69076E-13
1840	2.71076E-13
1841.2	2.67467E-13
1842.4	2.72396E-13
1843.6	2.74636E-13
1844.8	2.68109E-13
1845.8	2.69114E-13
1847	2.7103E-13
1848.2	2.74943E-13
1849.4	2.70515E-13
1850.6	2.78805E-13
1851.8	2.83211E-13
1853	2.88033E-13
1854.2	2.86767E-13
1855.4	2.86703E-13
1856.6	2.84313E-13
1857.6	2.88821E-13
1858.8	2.90626E-13
1860	2.90023E-13
1861.2	2.86945E-13
1862.4	2.90162E-13
1863.6	2.82578E-13
1864.8	2.8499E-13
1866	2.78158E-13
1867.2	2.70015E-13
1868.4	2.6003E-13
1869.4	2.68368E-13
1870.6	2.65828E-13
1871.8	2.72854E-13
1873	2.71706E-13
1874.2	2.71518E-13
1875.4	2.67288E-13
1876.6	2.68935E-13
1877.8	2.62294E-13
1879	2.61928E-13
1880.2	2.62141E-13
1881.2	2.69891E-13
1882.4	2.68203E-13
1883.6	2.72219E-13
1884.8	2.65029E-13
1886	2.67276E-13
1887.2	2.6455E-13
1888.4	2.70541E-13
1889.6	2.65861E-13
1890.8	2.70777E-13
1892	2.7239E-13
1893	2.77012E-13
1894.2	2.74443E-13
1895.4	2.75432E-13
1896.6	2.74545E-13
1897.8	2.73322E-13
1899	2.69029E-13
1900.2	2.71039E-13
1901.4	2.68542E-13
1902.6	2.67114E-13
1903.8	2.60643E-13
1904.8	2.6054E-13
1906	2.59193E-13
1907.2	2.66792E-13
1908.4	2.6767E-13
1909.6	2.70396E-13
1910.8	2.67095E-13
1912	2.68928E-13
1913.2	2.69678E-13
1914.4	2.71697E-13
1915.6	2.71033E-13
1916.6	2.75339E-13
1917.8	2.69404E-13
1919	2.6705E-13
1920.2	2.61348E-13
1921.4	2.62466E-13
1922.6	2.67925E-13
1923.8	2.70055E-13
1925	2.6627E-13
1926.2	2.70704E-13
1927.4	2.77298E-13
1928.4	2.78472E-13
1929.6	2.79052E-13
1930.8	2.76207E-13
1932	2.71662E-13
1933.2	2.7231E-13
1934.4	2.64633E-13
1935.6	2.67269E-13
1936.8	2.60986E-13
1938	2.62704E-13
1939	2.60647E-13
1940.2	2.65124E-13
1941.4	2.62845E-13
1942.6	2.623E-13
1943.8	2.60583E-13
1945	2.57751E-13
1946.2	2.58536E-13
1947.4	2.58018E-13
1948.6	2.59415E-13
1949.8	2.59733E-13
1950.8	2.60937E-13
1952	2.65561E-13
1953.2	2.66616E-13
1954.4	2.70726E-13
1955.6	2.71429E-13
1956.8	2.7302E-13
1958	2.67432E-13
1959.2	2.68815E-13
1960.4	2.69426E-13
1961.6	2.68833E-13
1962.6	2.67935E-13
1963.8	2.68803E-13
1965	2.67601E-13
1966.2	2.62063E-13
1967.4	2.5731E-13
1968.6	2.54982E-13
1969.8	2.57259E-13
1971	2.56934E-13
1972.2	2.52967E-13
1973.4	2.53734E-13
1974.4	2.54401E-13
1975.6	2.58228E-13
1976.8	2.59347E-13
1978	2.62079E-13
1979.2	2.61091E-13
1980.4	2.62086E-13
1981.6	2.63232E-13
1982.8	2.69542E-13
2000.4	2.53717E-13
2002.2	2.53394E-13
2004.2	2.49413E-13
2006	2.4968E-13
2009.8	2.48956E-13
2011.6	2.38126E-13
2013.6	2.34474E-13
2015.4	2.39246E-13
2017.2	2.40315E-13
2019.2	2.46085E-13
2021	2.44815E-13
2022.8	2.35895E-13
2024.8	2.32001E-13
2026.6	2.31729E-13
2028.4	2.42874E-13
2030.4	2.34227E-13
2032.2	2.27934E-13
2034	2.32752E-13
2036	2.37294E-13
2037.8	2.44361E-13
2039.6	2.54207E-13
2041.6	2.52603E-13
2043.4	2.50544E-13
2045.4	2.5997E-13
2047.2	2.5979E-13
2049	2.57636E-13
2051	2.70184E-13
2052.8	2.74963E-13
2054.6	2.65714E-13
2056.6	2.601E-13
2058.4	2.62568E-13
2060.2	2.71975E-13
2062.2	2.82025E-13
2064	2.81703E-13
2065.8	2.75143E-13
2067.8	2.67257E-13
2069.6	2.65229E-13
2071.4	2.5927E-13
2073.4	2.66013E-13
2075.2	2.65602E-13
2077	2.56105E-13
2079	2.46716E-13
2080.8	2.43124E-13
2082.6	2.48387E-13
2084.6	2.40018E-13
2086.4	2.29383E-13
2088.4	2.24965E-13
2090.2	2.14833E-13
2092	2.1467E-13
2094	2.33801E-13
2095.8	2.49561E-13
2097.6	2.45752E-13
2099.6	2.39556E-13
2101.4	2.40139E-13
2103.2	2.4585E-13
2105.2	2.61977E-13
2107	2.71132E-13
2108.8	2.83649E-13
2110.8	2.9701E-13
2112.6	3.04756E-13
2114.4	3.00089E-13
2116.4	3.04581E-13
2118.2	3.14039E-13
2120	3.25032E-13
2122	3.25878E-13
2123.8	3.27114E-13
2125.6	3.40258E-13
2127.6	3.41477E-13
2129.4	3.4591E-13
2131.4	3.51337E-13
2133.2	3.39961E-13
2135	3.30734E-13
2137	3.30645E-13
2138.8	3.29423E-13
2140.6	3.33365E-13
2142.6	3.30775E-13
2144.4	3.20687E-13
2146.2	3.16512E-13
2148.2	3.18461E-13
2150	3.16643E-13
2151.8	3.11238E-13
2153.8	3.06599E-13
2155.6	3.08029E-13
2157.4	3.1968E-13
2159.4	3.31195E-13
2161.2	3.25157E-13
2163	3.19172E-13
2165	3.15069E-13
2166.8	3.19985E-13
2168.6	3.21328E-13
2170.6	3.22747E-13
2172.4	3.25515E-13
2174.4	3.18664E-13
2176.2	3.14344E-13
2178	3.12448E-13
2180	3.07756E-13
2181.8	3.08387E-13
2183.6	3.05366E-13
2185.6	3.05491E-13
2187.4	3.01891E-13
2189.2	2.98934E-13
2191.2	2.95284E-13
2193	2.98035E-13
2194.8	2.9361E-13
2196.8	2.83924E-13
2198.6	2.68435E-13
2200.4	2.75898E-13
2202.4	3.27327E-13
2204.2	2.11948E-13
2206	5.49702E-13
2208	5.21231E-13
2209.8	2.17641E-13
2211.8	3.76349E-13
2213.6	4.6943E-13
2215.4	2.48195E-13
2217.4	1.8986E-13
2219.2	3.5735E-13
2221	4.42777E-13
2223	3.28027E-13
2224.8	3.78262E-13
2226.6	3.53192E-13
2228.6	3.2524E-13
2230.4	4.66865E-13
2232.2	2.86695E-13
2234.2	4.43446E-13
2236	5.37254E-13
2237.8	4.47491E-13
2239.8	2.92483E-13
2241.6	3.76971E-13
2243.4	4.08682E-13
2245.4	4.34291E-13
2247.2	4.13162E-13
2249	3.66489E-13
2251	5.20587E-13
2252.8	5.84188E-13
2254.8	6.95124E-13
2256.6	5.41071E-13
2258.4	4.84651E-13
2260.4	7.62723E-13
2262.2	7.22934E-13
2264	5.54085E-13
2266	4.72586E-13
2267.8	5.63293E-13
2269.6	6.27253E-13
2271.6	5.76948E-13
2273.4	3.67011E-13
2275.2	4.76978E-13
2277.2	6.58522E-13
2279	5.56775E-13
2280.8	5.04E-13
2282.8	5.66727E-13
2284.6	2.81637E-13
2286.4	4.17946E-13
2288.4	5.55962E-13
2290.2	3.76227E-13
2292	3.6816E-13
2294	5.11623E-13
2295.8	5.15379E-13
2297.8	5.01393E-13
2299.6	6.67014E-13
2301.4	7.31343E-13
2303.4	6.0862E-13
2305.2	4.43824E-13
2307	3.88747E-13
2309	3.16665E-13
2310.8	4.4985E-13
2312.6	3.53877E-13
2314.6	4.23317E-13
2316.4	4.93231E-13
2318.2	4.6923E-13
2320.2	5.97063E-13
2322	4.74307E-13
2323.8	4.30391E-13
2325.8	5.57227E-13
2327.6	7.41825E-13
2329.4	7.37361E-13
2331.4	7.17799E-13
2333.2	8.56339E-13
2335	7.23614E-13
2337	6.53642E-13
2338.8	8.88033E-13
2340.8	9.60141E-13
2342.6	9.34543E-13
2344.4	1.0469E-12
2346.4	1.04983E-12
2348.2	8.87867E-13
2350	9.53073E-13
2352	9.16124E-13
2353.8	6.30431E-13
2355.6	7.0916E-13
2357.6	7.70435E-13
2359.4	9.27816E-13
2361.2	1.13131E-12
2363.2	1.0045E-12
2365	1.02234E-12
2366.8	9.96032E-13
2368.8	1.03479E-12
2370.6	9.26881E-13
2372.4	7.63498E-13
2374.4	7.06878E-13
2376.2	7.4162E-13
2378	1.05946E-12
2380	1.2971E-12
2381.8	1.44349E-12
2383.8	1.39744E-12
2385.6	1.36607E-12
2387.4	1.01937E-12
2389.4	8.67713E-13
2391.2	8.28251E-13
2393	1.01411E-12
2395	1.19519E-12
2396.8	1.10673E-12
2398.6	1.14651E-12
2400.6	1.15887E-12
2402.4	1.13298E-12
2404.2	1.19346E-12
2406.2	1.15051E-12
2408	1.28691E-12
2409.8	1.51431E-12
2411.8	1.20183E-12
2413.6	1.09256E-12
2415.4	9.06205E-13
2417.4	5.64217E-13
2419.2	5.94382E-13
2421	6.9815E-13
2423	7.28628E-13
2424.8	7.58015E-13
2426.8	8.19901E-13
2428.6	8.45746E-13
2430.4	8.97233E-13
2432.4	8.76429E-13
2434.2	8.01293E-13
2436	9.48778E-13
2438	8.75921E-13
2439.8	8.96689E-13
2441.6	8.25148E-13
2443.6	7.33417E-13
2445.4	8.58385E-13
2447.2	9.29288E-13
2449.2	9.27125E-13
2451	8.36588E-13
2452.8	7.94387E-13
2454.8	7.77264E-13
2456.6	8.40599E-13
2458.4	8.65123E-13
2460.4	8.78567E-13
2462.2	9.1136E-13
2464	9.03337E-13
2466	9.38737E-13
2467.8	1.00048E-12
2469.8	9.30029E-13
2471.6	9.5712E-13
2473.4	8.48294E-13
2475.4	9.28858E-13
2477.2	9.91579E-13
2479	1.06497E-12
2481	1.19862E-12
2482.8	1.02277E-12
2484.6	8.83325E-13
2486.6	9.49539E-13
2488.4	9.47707E-13
2490.2	9.30962E-13
2492.2	1.12624E-12
2494	9.60665E-13
2495.8	7.96852E-13
2497.8	8.63304E-13
2499.6	7.77797E-13
2501.4	7.95933E-13
2503.4	7.70174E-13
2505.2	9.82488E-13
2507.2	1.10499E-12
2509	1.01276E-12
2510.8	8.4418E-13
2512.8	8.99404E-13
2514.6	9.98208E-13
2516.4	1.04293E-12
2518.4	9.22559E-13
2520.2	9.83848E-13
2522	1.0962E-12
2524	1.21254E-12
2525.8	1.35142E-12
2527.6	1.28881E-12
2529.6	1.40251E-12
2531.4	1.41353E-12
2533.2	1.24431E-12
2535.2	1.13816E-12
2537	1.35908E-12
2538.8	1.44422E-12
2540.8	1.34749E-12
2542.6	1.17659E-12
2544.4	1.14051E-12
2546.4	1.15221E-12
2548.2	1.21993E-12
2550.2	1.23171E-12
2552	1.11304E-12
2553.8	8.66183E-13
2555.8	8.03711E-13
2557.6	8.35866E-13
2559.4	8.62588E-13
2561.4	9.0573E-13
2563.2	8.39714E-13
2565	9.24666E-13
2567	9.01475E-13
2568.8	8.42992E-13
2570.6	9.25696E-13
2572.6	1.0591E-12
2574.4	9.91599E-13
2576.2	8.89038E-13
2578.2	8.38939E-13
2580	7.8459E-13
2581.8	8.75996E-13
2583.8	1.09212E-12
2585.6	1.18652E-12
2587.4	1.0504E-12
2589.4	9.36483E-13
2591.2	9.26809E-13
2593.2	9.74729E-13
2595	1.06425E-12
2596.8	1.1593E-12
2598.8	1.24216E-12
2600.6	1.26204E-12
2602.4	1.10731E-12
2604.4	1.13788E-12
2606.2	1.30562E-12
2608	1.35516E-12
2610	1.4602E-12
2611.8	1.46634E-12
2613.6	1.27572E-12
2615.6	1.53081E-12
2617.4	1.27907E-12
2619.2	1.25901E-12
2621.2	1.28309E-12
2623	1.34121E-12
2624.8	1.35272E-12
2626.8	1.4278E-12
2628.6	1.4963E-12
2630.4	1.51227E-12
2632.4	1.43508E-12
2634.2	1.04121E-12
2636.2	7.93848E-13
2638	7.71543E-13
