      1003.60  4.66099e-14
      1007.00  2.23173e-13
      1008.20  3.56591e-13
      1011.80  3.89958e-13
      1013.00  8.77577e-14
      1015.40  2.34447e-13
      1016.60  4.11829e-13
      1017.60  1.26764e-13
      1018.80  1.08471e-13
      1023.60  6.74452e-14
      1024.80  1.47411e-14
      1026.00  1.15761e-13
      1027.20  1.03443e-13
      1029.40  3.77355e-14
      1030.60  1.64386e-13
      1035.40  1.85941e-13
      1036.60  9.66013e-14
      1044.80  1.16175e-13
      1046.00  3.75544e-14
      1048.40  7.37876e-14
      1050.80  3.19660e-13
      1052.00  3.05302e-13
      1053.00  7.10497e-14
      1056.60  3.79640e-13
      1057.80  2.62706e-13
      1063.80  2.87169e-15
      1069.60  1.16841e-13
      1072.00  2.26575e-14
      1076.60  8.32194e-15
      1079.00  4.28648e-14
      1080.20  7.14304e-14
      1083.80  7.45262e-14
      1086.20  3.59370e-14
      1088.40  8.17351e-14
      1089.60  3.23753e-13
      1094.40  4.81297e-14
      1095.60  1.58119e-13
      1098.00  3.17349e-14
      1099.20  7.29388e-14
      1103.80  1.65621e-13
      1105.00  2.82256e-14
      1106.20  2.27746e-14
      1108.60  6.49215e-14
      1112.00  8.25671e-14
      1113.20  1.01257e-13
      1114.40  5.87620e-15
      1115.60  1.81822e-13
      1116.80  2.27186e-13
      1118.00  1.80438e-13
      1119.20  1.92035e-13
      1120.40  2.17298e-13
      1121.60  5.69589e-14
      1122.60  7.78855e-14
      1125.00  5.21272e-14
      1129.80  3.15185e-14
      1132.20  2.71124e-14
      1133.40  1.34289e-14
      1134.40  2.61398e-13
      1135.60  9.49924e-14
      1136.80  2.07422e-13
      1138.00  9.09847e-14
      1139.20  1.99116e-13
      1140.40  1.98611e-13
      1141.60  4.63893e-13
      1142.80  2.72203e-13
      1144.00  4.12906e-13
      1145.20  4.49767e-13
      1146.20  6.97516e-13
      1147.40  5.76986e-13
      1148.60  8.67288e-13
      1149.80  8.69733e-13
      1151.00  5.23993e-13
      1152.20  5.65850e-13
      1153.40  5.77792e-13
      1154.60  5.47022e-13
      1155.80  5.51629e-13
      1157.00  7.27911e-13
      1158.00  8.28512e-13
      1159.20  7.50529e-13
      1160.40  1.07000e-12
      1161.60  1.57148e-12
      1162.80  1.09428e-12
      1164.00  7.63956e-13
      1165.20  7.02001e-13
      1166.40  7.89812e-13
      1167.60  7.25890e-13
      1168.80  7.84389e-13
      1169.80  7.96393e-13
      1171.00  1.04967e-12
      1172.20  1.72287e-12
      1173.40  2.49699e-12
      1174.60  2.78366e-12
      1175.80  2.80285e-12
      1177.00  2.09196e-12
      1178.20  1.40969e-12
      1179.40  1.04071e-12
      1180.60  8.44335e-13
      1181.60  7.36632e-13
      1182.80  6.69679e-13
      1184.00  7.27315e-13
      1185.20  6.74453e-13
      1186.40  6.26438e-13
      1187.60  7.42320e-13
      1188.80  7.16271e-13
      1190.00  6.79691e-13
      1191.20  7.17180e-13
      1192.40  7.17180e-13
      1193.40  7.17180e-13
      1194.60  7.17180e-13
      1195.80  7.17180e-13
      1197.00  7.17180e-13
      1198.20  7.17180e-13
      1199.40  7.17180e-13
      1200.91  7.17180e-13
      1202.61  7.17180e-13
      1204.41  7.14975e-13
      1206.11  4.19203e-12
      1207.91  7.14975e-13
      1209.61  7.14975e-13
      1211.41  7.14975e-13
      1213.11  1.83942e-12
      1214.91  2.31129e-11
      1216.61  2.56062e-11
      1218.41  2.98398e-12
      1220.11  7.17180e-13
      1221.91  7.17180e-13
      1223.61  7.17180e-13
      1225.41  7.17180e-13
      1227.11  7.17180e-13
      1228.91  7.17180e-13
      1231.20  7.47580e-13
      1232.40  7.65730e-13
      1233.60  7.81426e-13
      1234.80  7.57894e-13
      1236.00  8.96698e-13
      1237.20  9.89410e-13
      1238.40  9.23471e-13
      1239.40  9.55047e-13
      1240.60  9.76078e-13
      1241.80  9.54576e-13
      1243.00  8.77033e-13
      1244.20  9.25363e-13
      1245.40  9.47599e-13
      1246.60  9.60503e-13
      1247.80  9.93174e-13
      1249.00  8.79993e-13
      1250.20  8.42420e-13
      1251.20  8.12752e-13
      1252.40  7.79191e-13
      1253.60  7.75539e-13
      1254.80  7.55112e-13
      1256.00  8.67093e-13
      1257.20  8.05112e-13
      1258.40  7.34164e-13
      1259.60  7.40753e-13
      1260.80  7.92695e-13
      1262.00  9.09290e-13
      1263.00  8.65643e-13
      1264.20  8.60689e-13
      1265.40  8.03170e-13
      1266.60  8.28900e-13
      1267.80  9.02673e-13
      1269.00  8.66545e-13
      1270.20  8.41205e-13
      1271.40  7.86586e-13
      1272.60  7.96421e-13
      1273.80  9.00321e-13
      1274.80  8.79598e-13
      1276.00  7.97133e-13
      1277.20  8.41791e-13
      1278.40  8.02079e-13
      1279.60  9.01243e-13
      1280.80  8.01499e-13
      1282.00  8.52637e-13
      1283.20  8.39806e-13
      1284.40  8.34179e-13
      1285.60  8.92391e-13
      1286.60  9.02867e-13
      1287.80  9.70368e-13
      1289.00  8.90508e-13
      1290.20  1.04610e-12
      1291.40  9.15579e-13
      1292.60  9.53119e-13
      1293.80  1.01392e-12
      1295.00  1.10976e-12
      1296.20  1.21263e-12
      1297.40  1.30525e-12
      1298.40  1.25707e-12
      1299.60  1.11442e-12
      1300.80  1.18739e-12
      1302.00  1.17888e-12
      1303.20  1.24259e-12
      1304.40  1.06176e-12
      1305.60  9.43933e-13
      1306.80  9.65047e-13
      1308.00  9.02088e-13
      1309.20  8.00108e-13
      1310.20  9.15182e-13
      1311.40  1.01962e-12
      1312.60  9.01561e-13
      1313.80  8.91040e-13
      1315.00  8.73237e-13
      1316.20  8.86110e-13
      1317.40  8.79466e-13
      1318.60  7.98697e-13
      1319.80  9.06231e-13
      1320.80  8.13645e-13
      1322.00  8.37456e-13
      1323.20  9.00700e-13
      1324.40  9.14195e-13
      1325.60  9.10285e-13
      1326.80  8.99937e-13
      1328.00  8.04561e-13
      1329.20  9.25453e-13
      1330.40  9.16222e-13
      1331.60  9.85807e-13
      1332.60  1.31100e-12
      1333.80  1.52549e-12
      1335.00  1.66673e-12
      1336.20  1.64990e-12
      1337.40  1.49695e-12
      1338.60  1.18280e-12
      1339.80  9.55210e-13
      1341.00  7.78592e-13
      1342.20  8.93282e-13
      1343.40  9.27254e-13
      1344.40  8.41543e-13
      1345.60  9.01093e-13
      1346.80  8.23086e-13
      1348.00  8.72721e-13
      1349.20  8.01481e-13
      1350.40  7.38577e-13
      1351.60  8.00232e-13
      1352.80  8.21204e-13
      1354.00  8.69551e-13
      1355.20  9.24630e-13
      1356.20  8.68321e-13
      1357.40  7.92989e-13
      1358.60  7.91525e-13
      1359.80  8.07559e-13
      1361.00  8.20038e-13
      1362.20  7.93675e-13
      1363.40  8.38560e-13
      1364.60  8.83969e-13
      1365.80  9.03677e-13
      1367.00  8.67201e-13
      1368.00  8.25938e-13
      1369.20  8.50377e-13
      1370.40  7.80936e-13
      1371.60  8.32384e-13
      1372.80  9.58793e-13
      1374.00  8.65858e-13
      1375.20  8.00484e-13
      1376.40  7.35443e-13
      1377.60  8.32989e-13
      1378.80  8.53444e-13
      1379.80  7.68375e-13
      1381.00  8.37133e-13
