      1000.00 -3.48441e-14
      1001.20  4.64091e-14
      1002.40  3.33211e-14
      1003.60  6.84964e-14
      1004.80 -2.17602e-14
      1005.80  2.98757e-14
      1007.00  5.63538e-14
      1008.20  1.27388e-14
      1009.40 -6.22197e-14
      1010.60 -7.28490e-15
      1011.80  1.50003e-13
      1013.00 -4.32567e-14
      1014.20 -1.16953e-13
      1015.40 -1.83584e-14
      1016.60  1.21380e-14
      1017.60  4.73943e-14
      1018.80  2.19624e-14
      1020.00 -2.60216e-14
      1021.20 -4.65633e-14
      1022.40  1.85530e-14
      1023.60  5.16503e-14
      1024.80  6.48014e-15
      1026.00  2.35796e-14
      1027.20  1.75649e-14
      1028.40 -1.85045e-14
      1029.40  8.83878e-15
      1030.60 -1.40316e-14
      1031.80 -4.66906e-15
      1033.00 -1.85657e-14
      1034.20  4.27818e-14
      1035.40  6.27364e-14
      1036.60  3.11114e-14
      1037.80 -8.48204e-15
      1039.00  1.66626e-14
      1040.20  1.13244e-14
      1041.20 -6.23199e-14
      1042.40 -8.30655e-14
      1043.60 -9.04271e-15
      1044.80  1.25612e-14
      1046.00 -7.79967e-15
      1047.20 -1.62179e-14
      1048.40 -3.26464e-14
      1049.60 -2.66144e-14
      1050.80  4.02791e-14
      1052.00  8.83150e-15
      1053.00 -1.46389e-14
      1054.20  1.39151e-14
      1055.40  5.05883e-14
      1056.60  1.03216e-13
      1057.80  2.23373e-14
      1059.00 -2.65007e-14
      1060.20 -3.00183e-14
      1061.40 -1.23446e-15
      1062.60  7.49310e-14
      1063.80  2.65895e-14
      1064.80  1.35894e-14
      1066.00  3.91216e-14
      1067.20  3.67288e-14
      1068.40  6.12545e-14
      1069.60  6.22992e-14
      1070.80  4.62614e-14
      1072.00  3.67933e-15
      1073.20 -6.42515e-15
      1074.40 -1.24037e-14
      1075.60 -2.56022e-14
      1076.60  4.27637e-14
      1077.80  4.67099e-14
      1079.00  6.53618e-14
      1080.20 -4.92346e-16
      1081.40 -7.33570e-16
      1082.60  6.14141e-14
      1083.80  5.02422e-14
      1085.00  2.44835e-14
      1086.20  3.85754e-14
      1087.40 -2.29480e-14
      1088.40  7.72805e-14
      1089.60  3.96356e-14
      1090.80 -2.24094e-14
      1092.00 -5.73353e-14
      1093.20 -2.43526e-14
      1094.40  1.03378e-13
      1095.60  5.18316e-14
      1096.80 -4.06758e-14
      1098.00  6.66383e-16
      1099.20 -1.78042e-14
      1100.20 -1.12901e-14
      1101.40 -6.47265e-15
      1102.60 -8.56410e-15
      1103.80  1.98493e-14
      1105.00  1.97322e-14
      1106.20  1.67260e-15
      1107.40  2.85409e-14
      1108.60  5.52566e-14
      1109.80 -1.57056e-14
      1110.80 -6.78393e-15
      1112.00 -3.86583e-14
      1113.20 -4.70781e-14
      1114.40  1.23807e-15
      1115.60  8.91812e-15
      1116.80 -4.86892e-15
      1118.00 -3.30682e-14
      1119.20  2.50646e-14
      1120.40  4.56241e-14
      1121.60  4.28645e-14
      1122.60  4.08603e-14
      1123.80  5.98525e-14
      1125.00  1.47438e-14
      1126.20 -7.83506e-15
      1127.40 -2.19911e-14
      1128.60  3.57651e-14
      1129.80  4.85864e-14
      1131.00 -5.23788e-14
      1132.20 -3.54305e-14
      1133.40  2.52146e-14
      1134.40  7.02125e-14
      1135.60 -1.19180e-14
      1136.80 -2.85820e-14
      1138.00 -5.56836e-14
      1139.20  1.21221e-14
      1140.40  2.25679e-14
      1141.60  2.22670e-14
      1142.80 -9.33160e-15
      1144.00 -5.06463e-15
      1145.20 -2.90261e-14
      1146.20 -7.11265e-16
      1147.40 -2.66867e-14
      1148.60  5.40556e-14
      1149.80  2.63768e-14
      1151.00 -9.81506e-15
      1152.20  1.69883e-14
      1153.40 -9.39386e-15
      1154.60 -2.23928e-14
      1155.80 -2.27024e-14
      1157.00  1.42802e-14
      1158.00  2.72204e-14
      1159.20 -2.47869e-14
      1160.40 -2.98936e-15
      1161.60  2.85052e-14
      1162.80  1.86434e-14
      1164.00  1.50429e-15
      1165.20  3.30229e-15
      1166.40  1.29769e-14
      1167.60  8.81128e-15
      1168.80  2.30827e-14
      1169.80  1.37023e-14
      1171.00  1.64760e-14
      1172.20  2.06669e-14
      1173.40  1.44825e-14
      1174.60  8.56413e-15
      1175.80  1.36435e-14
      1177.00  1.17506e-14
      1178.20  1.95421e-15
      1179.40 -9.84090e-15
      1180.60 -1.35710e-14
      1181.60 -1.18070e-15
      1182.80  1.77826e-15
      1184.00 -9.67088e-15
      1185.20 -1.26738e-14
      1186.40  1.07718e-15
      1187.60 -4.75830e-16
      1188.80 -1.01971e-14
      1190.00 -9.97868e-15
      1191.20 -4.73448e-15
      1192.40 -9.30038e-16
      1193.40 -2.44443e-14
      1194.60 -3.23050e-14
      1195.80 -3.20783e-14
      1197.00 -9.97467e-15
      1198.20  1.00718e-14
      1199.40  6.36026e-15
      1200.60  2.05056e-14
      1201.80  2.20724e-14
      1203.00  2.95405e-14
      1204.20  2.99448e-14
      1205.20  4.84623e-14
      1206.40  8.09221e-14
      1207.60  1.53244e-13
      1208.80  2.36047e-13
      1210.00  3.61880e-13
      1211.20  5.22805e-13
      1212.40  6.48752e-13
      1213.60  7.43408e-13
      1214.80  7.72633e-13
      1215.80  7.03885e-13
      1217.00  6.58267e-13
      1218.20  5.12130e-13
      1219.40  3.27861e-13
      1220.60  1.73406e-13
      1221.80  7.62713e-14
      1223.00  3.85808e-14
      1224.20  1.51979e-14
      1225.40  6.18108e-15
      1226.60  3.57467e-15
      1227.60  3.41647e-15
      1228.80 -1.10027e-16
      1230.00  6.35290e-15
      1231.20  5.80532e-15
      1232.40  8.32427e-16
      1233.60  5.47156e-15
      1234.80  6.31822e-15
      1236.00  1.47904e-14
      1237.20  1.38787e-14
      1238.40  1.19381e-14
      1239.40  1.13242e-14
      1240.60  1.05199e-14
      1241.80  1.54864e-14
      1243.00  1.68045e-14
      1244.20  8.02729e-15
      1245.40  2.92335e-15
      1246.60  4.22547e-15
      1247.80  6.50543e-15
      1249.00 -3.25512e-15
      1250.20 -1.36609e-15
      1251.20 -1.00518e-16
      1252.40 -6.35427e-15
      1253.60 -5.09339e-15
      1254.80 -5.22494e-16
      1256.00  2.09080e-15
      1257.20  3.81475e-15
      1258.40 -4.88294e-15
      1259.60 -3.28124e-15
      1260.80  5.17377e-15
      1262.00  1.27642e-14
      1263.00  6.68967e-15
      1264.20 -9.60442e-16
      1265.40 -4.99528e-15
      1266.60 -2.38329e-15
      1267.80  1.13747e-15
      1269.00 -5.37170e-17
      1270.20  1.47216e-17
      1271.40 -7.18424e-16
      1272.60 -4.04610e-15
      1273.80 -1.77729e-15
