	Wavelength (nm)		Flux (erg/s/cm2/nm)	
           118.1299972534             0.0345237233
           118.1399993896             0.0340463186
           118.1500015259             0.0335434888
           118.1600036621             0.0330918789
           118.1699981689             0.0326144713
           118.1800003052             0.0321370666
           118.1900024414             0.0316596619
           118.1999969482             0.0311586569
           118.2099990845             0.0307052193
           118.2200012207             0.0302278146
           118.2300033569             0.0297279010
           118.2399978638             0.0292733719
           118.2500000000             0.0287959672
           118.2600021362             0.0282971450
           118.2699966431             0.0278415246
           118.2799987793             0.0273641199
           118.2900009155             0.0268867181
           118.3000030518             0.0264093134
           118.3099975586             0.0259123102
           118.3199996948             0.0254548679
           118.3300018311             0.0249774661
           118.3399963379             0.0244815543
           118.3499984741             0.0240230220
           118.3600006104             0.0235456188
           118.3700027466             0.0230508012
           118.3799972534             0.0225911746
           118.3899993896             0.0221137714
           118.4000015259             0.0216200453
           118.4100036621             0.0211593273
           118.4199981689             0.0206819241
           118.4300003052             0.0202045194
           118.4400024414             0.0197271162
           118.4499969482             0.0192352105
           118.4599990845             0.0187726720
           118.4700012207             0.0182952674
           118.4800033569             0.0178044560
           118.4899978638             0.0173408247
           118.5000000000             0.0169728592
           118.5100021362             0.0172472050
           118.5199966431             0.0176569913
           118.5299987793             0.0180537594
           118.5400009155             0.0184505290
           118.5500030518             0.0188472986
           118.5599975586             0.0192292369
           118.5699996948             0.0196405352
           118.5800018311             0.0200373033
           118.5899963379             0.0204183350
           118.5999984741             0.0208305413
           118.6100006104             0.0212273095
           118.6200027466             0.0216074332
           118.6299972534             0.0220205460
           118.6399993896             0.0224173156
           118.6500015259             0.0227965313
           118.6600036621             0.0232105522
           118.6699981689             0.0236073203
           118.6800003052             0.0240040914
           118.6900024414             0.0244008595
           118.6999969482             0.0247785618
           118.7099990845             0.0251940975
           118.7200012207             0.0255908642
           118.7300033569             0.0259676599
           118.7399978638             0.0263841037
           118.7500000000             0.0267808704
           118.7600021362             0.0271567580
           118.7699966431             0.0275741098
           118.7799987793             0.0279708765
           118.7900009155             0.0283676462
           118.8000030518             0.0287644158
           118.8099975586             0.0291387900
           118.8199996948             0.0295576523
           118.8300018311             0.0299544219
           118.8399963379             0.0303278881
           118.8499984741             0.0307476585
           118.8600006104             0.0311444281
           118.8700027466             0.0315169891
           118.8799972534             0.0319376617
           118.8899993896             0.0323344342
           118.9000015259             0.0327060843
           118.9100036621             0.0331276708
           118.9199981689             0.0335244375
           118.9300003052             0.0339212071
           118.9400024414             0.0343179796
           118.9499969482             0.0346881163
           118.9599990845             0.0351112161
           118.9700012207             0.0355079828
           118.9800033569             0.0358772144
           118.9899978638             0.0363012194
           119.0000000000             0.0366979919
           119.0100021362             0.0370663125
           119.0199966431             0.0374912255
           119.0299987793             0.0378879951
           119.0400009155             0.0382847647
           119.0500030518             0.0386815344
           119.0599975586             0.0390483445
           119.0699996948             0.0394747709
           119.0800018311             0.0398715405
           119.0899963379             0.0402374426
           119.0999984741             0.0406647741
           119.1100006104             0.0410615467
           119.1200027466             0.0414265407
           119.1299972534             0.0418547832
           119.1399993896             0.0422515499
           119.1500015259             0.0426156388
           119.1600036621             0.0430447864
           119.1699981689             0.0434415590
           119.1800003052             0.0438383257
           119.1900024414             0.0442350953
           119.1999969482             0.0445976708
           119.2099990845             0.0450283318
           119.2200012207             0.0454251043
           119.2300033569             0.0457867660
           119.2399978638             0.0462183380
           119.2500000000             0.0466151076
           119.2600021362             0.0469758670
           119.2699966431             0.0474083412
           119.2799987793             0.0478051137
           119.2900009155             0.0482018833
           119.3000030518             0.0485986529
           119.3099975586             0.0489578990
           119.3199996948             0.0493918895
           119.3300018311             0.0497886620
           119.3399963379             0.0501469942
           119.3499984741             0.0505818927
           119.3600006104             0.0509786652
           119.3700027466             0.0513360952
           119.3799972534             0.0517718960
           119.3899993896             0.0521686685
           119.4000015259             0.0525251904
           119.4100036621             0.0529619050
           119.4199981689             0.0533586717
           119.4300003052             0.0537554442
           119.4400024414             0.0541522168
           119.4499969482             0.0545072253
           119.4599990845             0.0549454533
           119.4700012207             0.0553422200
           119.4800033569             0.0556963205
           119.4899978638             0.0561354565
           119.5000000000             0.0564728864
           119.5100021362             0.0564117800
           119.5199966431             0.0563776412
           119.5299987793             0.0563004054
           119.5400009155             0.0562231697
           119.5500030518             0.0561459397
           119.5599975586             0.0560259679
           119.5699996948             0.0559915323
           119.5800018311             0.0559143024
           119.5899963379             0.0557945052
           119.5999984741             0.0557598891
           119.6100006104             0.0556826591
           119.6200027466             0.0555630424
           119.6299972534             0.0555282517
           119.6399993896             0.0554510218
           119.6500015259             0.0553315796
           119.6600036621             0.0552966143
           119.6699981689             0.0552193786
           119.6800003052             0.0551421486
           119.6900024414             0.0550649129
           119.6999969482             0.0549457676
           119.7099990845             0.0549105054
           119.7200012207             0.0548332755
           119.7300033569             0.0547143049
           119.7399978638             0.0546788680
           119.7500000000             0.0546726689
           119.7600021362             0.0550498196
           119.7699966431             0.0555818318
           119.7799987793             0.0560720160
           119.7900009155             0.0565621944
           119.8000030518             0.0570659060
           119.8099975586             0.0576065155
           119.8199996948             0.0582485751
           119.8300018311             0.0588468858
           119.8399963379             0.0593996258
           119.8499984741             0.0600377796
           119.8600006104             0.0605992391
           119.8700027466             0.0611085852
           119.8799972534             0.0617112208
           119.8899993896             0.0622674241
           119.9000015259             0.0627490284
           119.9100036621             0.0631674600
           119.9199981689             0.0635116419
           119.9300003052             0.0638558238
           119.9400024414             0.0641999999
           119.9499969482             0.0644514745
           119.9599990845             0.0645417778
           119.9700012207             0.0645397813
           119.9800033569             0.0644885586
           119.9899978638             0.0645357824
           120.0000000000             0.0644904503
           120.0100021362             0.0641366991
           120.0199966431             0.0638376630
           120.0299987793             0.0634895347
           120.0400009155             0.0631414063
           120.0500030518             0.0627609552
           120.0599975586             0.0621396583
           120.0699996948             0.0615810161
           120.0800018311             0.0609746960
           120.0899963379             0.0603225664
           120.0999984741             0.0597542792
           120.1100006104             0.0590902579
           120.1200027466             0.0583737099
           120.1299972534             0.0577462779
           120.1399993896             0.0570740318
           120.1500015259             0.0563754933
           120.1600036621             0.0558619737
           120.1699981689             0.0553216902
           120.1800003052             0.0547814125
           120.1900024414             0.0542411290
           120.1999969482             0.0537107000
           120.2099990845             0.0535653671
           120.2200012207             0.0534293184
           120.2300033569             0.0532526697
           120.2399978638             0.0531573256
           120.2500000000             0.0531991071
           120.2600021362             0.0542643713
           120.2699966431             0.0555897772
           120.2799987793             0.0568742456
           120.2900009155             0.0581587141
           120.3000030518             0.0598668237
           120.3099975586             0.0640622166
           120.3199996948             0.0687777589
           120.3300018311             0.0734461821
           120.3399963379             0.0780532369
           120.3499984741             0.0834183244
           120.3600006104             0.0925529806
           120.3700027466             0.1022427925
           120.3799972534             0.1120886882
           120.3899993896             0.1218602643
           120.4000015259             0.1321937307
           120.4100036621             0.1467301860
           120.4199981689             0.1618380309
           120.4300003052             0.1769458642
           120.4400024414             0.1920536975
           120.4499969482             0.2074307762
           120.4599990845             0.2257181332
           120.4700012207             0.2442849101
           120.4800033569             0.2626441419
           120.4899978638             0.2814043313
           120.5000000000             0.2998609329
           120.5100021362             0.3174082376
           120.5199966431             0.3353302833
           120.5299987793             0.3530167276
           120.5400009155             0.3707032185
           120.5500030518             0.3876310075
           120.5599975586             0.3997038584
           120.5699996948             0.4116305616
           120.5800018311             0.4232565872
           120.5899963379             0.4345464520
           120.5999984741             0.4452521913
           120.6100006104             0.4481565673
           120.6200027466             0.4494734574
           120.6299972534             0.4514765460
           120.6399993896             0.4531371407
           120.6500015259             0.4531241022
           120.6600036621             0.4458358977
           120.6699981689             0.4368712660
           120.6800003052             0.4279066343
           120.6900024414             0.4189419560
           120.6999969482             0.4087614361
           120.7099990845             0.3937754780
           120.7200012207             0.3775695106
           120.7300033569             0.3610941349
           120.7399978638             0.3451700089
           120.7500000000             0.3287536791
           120.7600021362             0.3108464181
           120.7699966431             0.2932039788
           120.7799987793             0.2753174398
           120.7900009155             0.2574308775
           120.8000030518             0.2398997312
           120.8099975586             0.2243321156
           120.8199996948             0.2094612923
           120.8300018311             0.1944134943
           120.8399963379             0.1792345895
           120.8499984741             0.1649758662
           120.8600006104             0.1544476952
           120.8700027466             0.1444575959
           120.8799972534             0.1346880104
           120.8899993896             0.1248043962
           120.9000015259             0.1155512291
           120.9100036621             0.1107659773
           120.9199981689             0.1066058176
           120.9300003052             0.1024456578
           120.9400024414             0.0982854981
           120.9499969482             0.0946077576
           120.9599990845             0.0943842926
           120.9700012207             0.0946383865
           120.9800033569             0.0948200002
           120.9899978638             0.0951463764
           121.0000000000             0.0957323471
           121.0100021362             0.0982304569
           121.0199966431             0.1012093970
           121.0299987793             0.1041144598
           121.0400009155             0.1070195227
           121.0500030518             0.1102823764
           121.0599975586             0.1155982260
           121.0699996948             0.1214472577
           121.0800018311             0.1272102352
           121.0899963379             0.1328696031
           121.0999984741             0.1400692388
           121.1100006104             0.1551819150
           121.1200027466             0.1714907587
           121.1299972534             0.1880614203
           121.1399993896             0.2045074478
           121.1500015259             0.2270051977
           121.1600036621             0.2872562967
           121.1699981689             0.3535907017
           121.1800003052             0.4199251067
           121.1900024414             0.4862594884
           121.1999969482             0.5715600215
           121.2099990845             0.7740035187
           121.2200012207             0.9954045527
           121.2300033569             1.2157930993
           121.2399978638             1.4380377717
           121.2500000000             1.6963686794
           121.2600021362             2.1740837023
           121.2699966431             2.6919353753
           121.2799987793             3.2083243132
           121.2900009155             3.7247136235
           121.3000030518             4.2857035995
           121.3099975586             5.1096573472
           121.3199996948             5.9858780354
           121.3300018311             6.8585306406
           121.3399963379             7.7249534428
           121.3499984741             8.6379192770
           121.3600006104             9.7534976900
           121.3700027466            10.8949631453
           121.3799972534            12.0530620217
           121.3899993896            13.2032826543
           121.4000015259            14.3511548638
           121.4100036621            15.5752331018
           121.4199981689            16.7978674173
           121.4300003052            18.0205017328
           121.4400024414            19.2431345582
           121.4499969482            20.4188600183
           121.4599990845            21.4410990477
           121.4700012207            22.4174574018
           121.4800033569            23.3755990863
           121.4899978638            24.3694275618
           121.5000000000            25.2736479044
           121.5100021362            25.7259219885
           121.5199966431            26.1455535889
           121.5299987793            26.5457004309
           121.5400009155            26.9458472729
           121.5500030518            27.2570699453
           121.5599975586            27.0150572062
           121.5699996948            26.7256379128
           121.5800018311            26.4154762030
           121.5899963379            26.0855227709
           121.5999984741            25.7215082645
           121.6100006104            24.8948380351
           121.6200027466            23.9765495062
           121.6299972534            23.0948641896
           121.6399993896            22.1945345402
           121.6500015259            21.2423250079
           121.6600036621            20.1063856483
           121.6699981689            18.9177691936
           121.6800003052            17.7291527390
           121.6900024414            16.5405347943
           121.6999969482            15.3438657522
           121.7099990845            14.1898095608
           121.7200012207            13.0267843604
           121.7300033569            11.8551515043
           121.7399978638            10.7016198337
           121.7500000000             9.5709547400
           121.7600021362             8.6279198527
           121.7699966431             7.7303193510
           121.7799987793             6.8257883191
           121.7900009155             5.9212576598
           121.8000030518             5.0601478666
           121.8099975586             4.4559806585
           121.8199996948             3.9019055665
           121.8300018311             3.3442165703
           121.8399963379             2.7846142650
           121.8499984741             2.2659685463
           121.8600006104             1.9648784772
           121.8700027466             1.6991855577
           121.8799972534             1.4360865578
           121.8899993896             1.1715897359
           121.9000015259             0.9273282252
           121.9100036621             0.8096003905
           121.9199981689             0.7119697519
           121.9300003052             0.6143390667
           121.9400024414             0.5167084746
           121.9499969482             0.4267196637
           121.9599990845             0.3848438617
           121.9700012207             0.3505112836
           121.9800033569             0.3159506479
           121.9899978638             0.2818723442
           122.0000000000             0.2499092603
           122.0100021362             0.2319701714
           122.0199966431             0.2167474711
           122.0299987793             0.2013418125
           122.0400009155             0.1859361771
           122.0500030518             0.1713444130
           122.0599975586             0.1615085173
           122.0699996948             0.1527305809
           122.0800018311             0.1438259729
           122.0899963379             0.1348218182
           122.0999984741             0.1264778082
           122.1100006104             0.1207489753
           122.1200027466             0.1153869671
           122.1299972534             0.1102011302
           122.1399993896             0.1049251994
           122.1500015259             0.0998281641
           122.1600036621             0.0964028353
           122.1699981689             0.0931531540
           122.1800003052             0.0899034669
           122.1900024414             0.0866537739
           122.1999969482             0.0834725215
           122.2099990845             0.0812021608
           122.2200012207             0.0789973536
           122.2300033569             0.0767348160
           122.2399978638             0.0745894271
           122.2500000000             0.0724595098
           122.2600021362             0.0707248866
           122.2699966431             0.0691728957
           122.2799987793             0.0675663119
           122.2900009155             0.0659597223
           122.3000030518             0.0644019572
           122.3099975586             0.0630889554
           122.3199996948             0.0619209488
           122.3300018311             0.0607043155
           122.3399963379             0.0594427751
           122.3499984741             0.0583050714
           122.3600006104             0.0573197380
           122.3700027466             0.0563247537
           122.3799972534             0.0554157654
           122.3899993896             0.0544634124
           122.4000015259             0.0534955703
           122.4100036621             0.0527593249
           122.4199981689             0.0520069385
           122.4300003052             0.0512545463
           122.4400024414             0.0505021540
           122.4499969482             0.0497329049
           122.4599990845             0.0491641869
           122.4700012207             0.0485779747
           122.4800033569             0.0479553739
           122.4899978638             0.0474059925
           122.5000000000             0.0468395621
           122.5100021362             0.0463564560
           122.5199966431             0.0459638512
           122.5299987793             0.0455356931
           122.5400009155             0.0451075350
           122.5500030518             0.0446976599
           122.5599975586             0.0443635305
           122.5699996948             0.0441153592
           122.5800018311             0.0438332121
           122.5899963379             0.0435179536
           122.5999984741             0.0432819157
           122.6100006104             0.0430891087
           122.6200027466             0.0428763771
           122.6299972534             0.0427291117
           122.6399993896             0.0425490463
           122.6500015259             0.0423434714
           122.6600036621             0.0422430341
           122.6699981689             0.0421169680
           122.6800003052             0.0419909047
           122.6900024414             0.0418648357
           122.6999969482             0.0417092378
           122.7099990845             0.0416308321
           122.7200012207             0.0415227958
           122.7300033569             0.0413832051
           122.7399978638             0.0413067988
           122.7500000000             0.0411937479
           122.7600021362             0.0410194334
           122.7699966431             0.0409027445
           122.7799987793             0.0407546933
           122.7900009155             0.0406066363
           122.8000030518             0.0404500635
           122.8099975586             0.0402118312
           122.8199996948             0.0400265009
           122.8300018311             0.0398103875
           122.8399963379             0.0395641546
           122.8499984741             0.0393728202
           122.8600006104             0.0391182170
           122.8700027466             0.0388285785
           122.8799972534             0.0385982246
           122.8899993896             0.0383381295
           122.9000015259             0.0380440877
           122.9100036621             0.0377780932
           122.9199981689             0.0374779367
           122.9300003052             0.0371777802
           122.9400024414             0.0368776266
           122.9499969482             0.0365471846
           122.9599990845             0.0362575753
           122.9700012207             0.0359374564
           122.9800033569             0.0355902914
           122.9899978638             0.0352974661
           123.0000000000             0.0349803537
           123.0100021362             0.0346549088
           123.0199966431             0.0343853666
           123.0299987793             0.0340892584
           123.0400009155             0.0337931502
           123.0500030518             0.0335047982
           123.0599975586             0.0332376600
           123.0699996948             0.0330290000
           123.0800018311             0.0327948772
           123.0899963379             0.0325360103
           123.0999984741             0.0323348329
           123.1100006104             0.0321567786
           123.1200027466             0.0319623825
           123.1299972534             0.0318167848
           123.1399993896             0.0316467223
           123.1500015259             0.0314602017
           123.1600036621             0.0313667057
           123.1699981689             0.0312566524
           123.1800003052             0.0311465934
           123.1900024414             0.0310365373
           123.1999969482             0.0309089461
           123.2099990845             0.0308645598
           123.2200012207             0.0308025366
           123.2300033569             0.0307170907
           123.2399978638             0.0306785369
           123.2500000000             0.0306190224
           123.2600021362             0.0305512018
           123.2699966431             0.0305325259
           123.2799987793             0.0304905087
           123.2900009155             0.0304484944
           123.3000030518             0.0304072280
           123.3099975586             0.0303473120
           123.3199996948             0.0303344714
           123.3300018311             0.0302984525
           123.3399963379             0.0302393630
           123.3499984741             0.0302249391
           123.3600006104             0.0301784195
           123.3700027466             0.0301074382
           123.3799972534             0.0300824235
           123.3899993896             0.0300344051
           123.4000015259             0.0299605337
           123.4100036621             0.0299143954
           123.4199981689             0.0298423576
           123.4300003052             0.0297703198
           123.4400024414             0.0296982820
           123.4499969482             0.0296106882
           123.4599990845             0.0296103157
           123.4700012207             0.0295943115
           123.4800033569             0.0295557489
           123.4899978638             0.0295623118
           123.5000000000             0.0295783655
           123.5100021362             0.0297636783
           123.5199966431             0.0300263957
           123.5299987793             0.0302664819
           123.5400009155             0.0305065711
           123.5500030518             0.0308070361
           123.5599975586             0.0314449397
           123.5699996948             0.0321910396
           123.5800018311             0.0329134171
           123.5899963379             0.0336098572
           123.5999984741             0.0344289845
           123.6100006104             0.0356503064
           123.6200027466             0.0369141053
           123.6299972534             0.0382342638
           123.6399993896             0.0395267387
           123.6500015259             0.0408557884
           123.6600036621             0.0426569721
           123.6699981689             0.0444959267
           123.6800003052             0.0463348784
           123.6900024414             0.0481738331
           123.6999969482             0.0500034541
           123.7099990845             0.0520862290
           123.7200012207             0.0541609887
           123.7300033569             0.0561920635
           123.7399978638             0.0583089248
           123.7500000000             0.0603381020
           123.7600021362             0.0620461593
           123.7699966431             0.0638034951
           123.7799987793             0.0655141252
           123.7900009155             0.0672247494
           123.8000030518             0.0688184169
           123.8099975586             0.0696579576
           123.8199996948             0.0704872364
           123.8300018311             0.0712636393
           123.8399963379             0.0719847973
           123.8499984741             0.0726805825
           123.8600006104             0.0725113263
           123.8700027466             0.0721522549
           123.8799972534             0.0719033356
           123.8899993896             0.0715992239
           123.9000015259             0.0711279572
           123.9100036621             0.0700870587
           123.9199981689             0.0688784407
           123.9300003052             0.0676698051
           123.9400024414             0.0664611871
           123.9499969482             0.0651554263
           123.9599990845             0.0636627548
           123.9700012207             0.0620721665
           123.9800033569             0.0604360539
           123.9899978638             0.0588922121
           124.0000000000             0.0573397032
           124.0100021362             0.0559730397
           124.0199966431             0.0547297823
           124.0299987793             0.0534433173
           124.0400009155             0.0521568465
           124.0500030518             0.0509600330
           124.0599975586             0.0502621988
           124.0699996948             0.0497304893
           124.0800018311             0.0491601939
           124.0899963379             0.0485530531
           124.0999984741             0.0481012015
           124.1100006104             0.0480983115
           124.1200027466             0.0481395633
           124.1299972534             0.0482543139
           124.1399993896             0.0483323412
           124.1500015259             0.0484066317
           124.1600036621             0.0487543875
           124.1699981689             0.0490985636
           124.1800003052             0.0494427455
           124.1900024414             0.0497869216
           124.1999969482             0.0500681752
           124.2099990845             0.0502788171
           124.2200012207             0.0504268683
           124.2300033569             0.0505362870
           124.2399978638             0.0507228659
           124.2500000000             0.0508030411
           124.2600021362             0.0504382188
           124.2699966431             0.0500827271
           124.2799987793             0.0496885797
           124.2900009155             0.0492944324
           124.3000030518             0.0488273858
           124.3099975586             0.0478873815
           124.3199996948             0.0469478022
           124.3300018311             0.0459712959
           124.3399963379             0.0449608400
           124.3499984741             0.0439809723
           124.3600006104             0.0427384424
           124.3700027466             0.0414268405
           124.3799972534             0.0401784841
           124.3899993896             0.0388980174
           124.4000015259             0.0375978096
           124.4100036621             0.0364058709
           124.4199981689             0.0351932424
           124.4300003052             0.0339806109
           124.4400024414             0.0327679823
           124.4499969482             0.0315708457
           124.4599990845             0.0306560687
           124.4700012207             0.0297557388
           124.4800033569             0.0288337411
           124.4899978638             0.0279557629
           124.5000000000             0.0271025230
           124.5100021362             0.0265113486
           124.5199966431             0.0260075962
           124.5299987793             0.0254834013
           124.5400009155             0.0249592093
           124.5500030518             0.0244755909
           124.5599975586             0.0242166279
           124.5699996948             0.0240350870
           124.5800018311             0.0238349836
           124.5899963379             0.0236169275
           124.5999984741             0.0234569728
           124.6100006104             0.0234109859
           124.6200027466             0.0233691477
           124.6299972534             0.0233629878
           124.6399993896             0.0233389786
           124.6500015259             0.0233001934
           124.6600036621             0.0233149796
           124.6699981689             0.0233149796
           124.6800003052             0.0233149796
           124.6900024414             0.0233149796
           124.6999969482             0.0232939390
           124.7099990845             0.0232889608
           124.7200012207             0.0232629507
           124.7300033569             0.0232192266
           124.7399978638             0.0232109509
           124.7500000000             0.0231844417
           124.7600021362             0.0231372789
           124.7699966431             0.0231249418
           124.7799987793             0.0230949299
           124.7900009155             0.0230649195
           124.8000030518             0.0230374120
           124.8099975586             0.0230073521
           124.8199996948             0.0230149148
           124.8300018311             0.0230049074
           124.8399963379             0.0229773665
           124.8499984741             0.0229899160
           124.8600006104             0.0230149322
           124.8700027466             0.0230273537
           124.8799972534             0.0230749298
           124.8899993896             0.0231049416
           124.9000015259             0.0231205413
           124.9100036621             0.0231909493
           124.9199981689             0.0232469771
           124.9300003052             0.0233030063
           124.9400024414             0.0233590355
           124.9499969482             0.0233939252
           124.9599990845             0.0234450243
           124.9700012207             0.0234750332
           124.9800033569             0.0234871055
           124.9899978638             0.0235350337
           125.0000000000             0.0235622894
           125.0100021362             0.0235550557
           125.0199966431             0.0235810367
           125.0299987793             0.0235890388
           125.0400009155             0.0235970423
           125.0500030518             0.0236088032
           125.0599975586             0.0236250271
           125.0699996948             0.0236810680
           125.0800018311             0.0237190863
           125.0899963379             0.0237389700
           125.0999984741             0.0238021094
           125.1100006104             0.0238891531
           125.1200027466             0.0239648565
           125.1299972534             0.0240771493
           125.1399993896             0.0241711838
           125.1500015259             0.0242606606
           125.1600036621             0.0244712108
           125.1699981689             0.0246773154
           125.1800003052             0.0248834229
           125.1900024414             0.0250895304
           125.1999969482             0.0252930418
           125.2099990845             0.0256356579
           125.2200012207             0.0259757828
           125.2300033569             0.0262957037
           125.2399978638             0.0266557705
           125.2500000000             0.0269999029
           125.2600021362             0.0273470243
           125.2699966431             0.0277398969
           125.2799987793             0.0281120330
           125.2900009155             0.0284841692
           125.3000030518             0.0288462907
           125.3099975586             0.0291260803
           125.3199996948             0.0294403551
           125.3300018311             0.0297325052
           125.3399963379             0.0300016458
           125.3499984741             0.0303010514
           125.3600006104             0.0304846006
           125.3700027466             0.0306292146
           125.3799972534             0.0308205956
           125.3899993896             0.0309886556
           125.4000015259             0.0311146607
           125.4100036621             0.0311786571
           125.4199981689             0.0312006683
           125.4300003052             0.0312226795
           125.4400024414             0.0312446908
           125.4499969482             0.0312295684
           125.4599990845             0.0311826152
           125.4700012207             0.0310985837
           125.4800033569             0.0309909286
           125.4899978638             0.0309305877
           125.5000000000             0.0308463059
           125.5100021362             0.0307370938
           125.5199966431             0.0306745584
           125.5299987793             0.0305885245
           125.5400009155             0.0305024936
           125.5500030518             0.0304254791
           125.5599975586             0.0303793000
           125.5699996948             0.0303884852
           125.5800018311             0.0303744775
           125.5899963379             0.0303373206
           125.5999984741             0.0303640089
           125.6100006104             0.0304725749
           125.6200027466             0.0305752328
           125.6299972534             0.0307245733
           125.6399993896             0.0308506191
           125.6500015259             0.0309822120
           125.6600036621             0.0313366647
           125.6699981689             0.0316968537
           125.6800003052             0.0320570398
           125.6900024414             0.0324172259
           125.6999969482             0.0327900867
           125.7099990845             0.0334394950
           125.7200012207             0.0341017352
           125.7300033569             0.0347372115
           125.7399978638             0.0354257150
           125.7500000000             0.0361307902
           125.7600021362             0.0370637805
           125.7699966431             0.0380960584
           125.7799987793             0.0391004258
           125.7900009155             0.0401047932
           125.8000030518             0.0411419984
           125.8099975586             0.0423431135
           125.8199996948             0.0436416129
           125.8300018311             0.0449082698
           125.8399963379             0.0461392221
           125.8499984741             0.0474418426
           125.8600006104             0.0487170881
           125.8700027466             0.0499549380
           125.8799972534             0.0512690458
           125.8899993896             0.0525455165
           125.9000015259             0.0537360145
           125.9100036621             0.0547416217
           125.9199981689             0.0556621002
           125.9300003052             0.0565825787
           125.9400024414             0.0575030572
           125.9499969482             0.0582984474
           125.9599990845             0.0587026880
           125.9700012207             0.0589827891
           125.9800033569             0.0592175813
           125.9899978638             0.0595427817
           126.0000000000             0.0597231963
           126.0100021362             0.0592613535
           126.0199966431             0.0587905990
           126.0299987793             0.0582744076
           126.0400009155             0.0577582163
           126.0500030518             0.0571495795
           126.0599975586             0.0559448672
           126.0699996948             0.0547334028
           126.0800018311             0.0534787541
           126.0899963379             0.0521847454
           126.0999984741             0.0509348640
           126.1100006104             0.0494317384
           126.1200027466             0.0478572270
           126.1299972534             0.0463557837
           126.1399993896             0.0448172184
           126.1500015259             0.0433071400
           126.1600036621             0.0422290963
           126.1699981689             0.0411785528
           126.1800003052             0.0401280093
           126.1900024414             0.0390774658
           126.1999969482             0.0381433580
           126.2099990845             0.0381362013
           126.2200012207             0.0382442435
           126.2300033569             0.0383229839
           126.2399978638             0.0384602405
           126.2500000000             0.0387383479
           126.2600021362             0.0400042336
           126.2699966431             0.0415007526
           126.2799987793             0.0429672888
           126.2900009155             0.0443993747
           126.3000030518             0.0460328883
           126.3099975586             0.0484361488
           126.3199996948             0.0509734673
           126.3300018311             0.0534689985
           126.3399963379             0.0560461660
           126.3499984741             0.0586255104
           126.3600006104             0.0614566612
           126.3700027466             0.0642795523
           126.3799972534             0.0672005757
           126.3899993896             0.0700736244
           126.4000015259             0.0728585524
           126.4100036621             0.0750574109
           126.4199981689             0.0772830041
           126.4300003052             0.0794521242
           126.4400024414             0.0816212501
           126.4499969482             0.0835217070
           126.4599990845             0.0843282964
           126.4700012207             0.0848684984
           126.4800033569             0.0853433390
           126.4899978638             0.0859484833
           126.5000000000             0.0862622517
           126.5100021362             0.0851550023
           126.5199966431             0.0839520304
           126.5299987793             0.0826835632
           126.5400009155             0.0813534833
           126.5500030518             0.0799902366
           126.5599975586             0.0776187691
           126.5699996948             0.0750894600
           126.5800018311             0.0725057616
           126.5899963379             0.0700327626
           126.5999984741             0.0674431329
           126.6100006104             0.0644921616
           126.6200027466             0.0614353106
           126.6299972534             0.0584722555
           126.6399993896             0.0554611557
           126.6500015259             0.0524780538
           126.6600036621             0.0496258726
           126.6699981689             0.0468773709
           126.6800003052             0.0440899283
           126.6900024414             0.0413024827
           126.6999969482             0.0385781954
           126.7099990845             0.0364606880
           126.7200012207             0.0344039378
           126.7300033569             0.0323232933
           126.7399978638             0.0302920002
           126.7500000000             0.0283404457
           126.7600021362             0.0269989745
           126.7699966431             0.0258036045
           126.7799987793             0.0245871575
           126.7900009155             0.0233533516
           126.8000030518             0.0222338451
           126.8099975586             0.0215686523
           126.8199996948             0.0209823469
           126.8300018311             0.0203807096
           126.8399963379             0.0198101858
           126.8499984741             0.0192662235
           126.8600006104             0.0189759201
           126.8700027466             0.0187136378
           126.8799972534             0.0184799283
           126.8899993896             0.0182318385
           126.9000015259             0.0180045332
           126.9100036621             0.0178881426
           126.9199981689             0.0178197864
           126.9300003052             0.0177377442
           126.9400024414             0.0176557020
           126.9499969482             0.0175703070
