	Wavelength (nm)		Flux (erg/s/cm2/nm)	
           499.1300048828          2039.0394210815
           499.1400146484          2041.0203933716
           499.1499938965          2036.3891601562
           499.1600036621          2040.0926589966
           499.1700134277          2036.5760803223
           499.1799926758          2026.2577056885
           499.1900024414          2027.4562835693
           499.2000122070          2022.3436355591
           499.2099914551          2010.1751327515
           499.2200012207          2010.0795745850
           499.2300109863          2003.6315917969
           499.2399902344          1990.8199310303
           499.2500000000          1990.4024124146
           499.2600097656          1985.9605789185
           499.2699890137          1975.9933471680
           499.2799987793          1979.4004440308
           499.2900085449          1978.6203384399
           499.2999877930          1971.9215393066
           499.3099975586          1978.1513214111
           499.3200073242          1978.5593032837
           499.3299865723          1973.4315872192
           499.3399963379          1981.0981750488
           499.3500061035          1982.8014373779
           499.3599853516          1979.0348052979
           499.3699951172          1987.5152587891
           499.3800048828          1989.0993118286
           499.3900146484          1983.3660125732
           499.3999938965          1989.6684646606
           499.4100036621          1989.1401290894
           499.4200134277          1982.3659896851
           499.4299926758          1986.9007110596
           499.4400024414          1984.1941833496
           499.4500122070          1981.8502426147
           499.4599914551          1976.8613815308
           499.4700012207          1984.7839355469
           499.4800109863          1989.0842437744
           499.4899902344          1990.8182144165
           499.5000000000          2004.4795989990
           499.5100097656          2009.4388961792
           499.5199890137          2007.6049804688
           499.5299987793          2018.2991027832
           499.5400085449          2023.1090545654
           499.5499877930          2022.1460342407
           499.5599975586          2036.0486984253
           499.5700073242          2044.1930770874
           499.5799865723          2044.3490982056
           499.5899963379          2055.2795410156
           499.6000061035          2059.2996597290
           499.6099853516          2053.0473709106
           499.6199951172          2058.6858749390
           499.6300048828          2058.7219238281
           499.6400146484          2053.1549453735
           499.6499938965          2059.8827362061
           499.6600036621          2058.7558746338
           499.6700134277          2051.0957717896
           499.6799926758          2056.0852050781
           499.6900024414          2054.9051284790
           499.7000122070          2047.6438522339
           499.7099914551          2053.9884567261
           499.7200012207          2054.2530059814
           499.7300109863          2046.9694137573
           499.7399902344          2050.9138107300
           499.7500000000          2048.9507675171
           499.7600097656          2042.8752899170
           499.7699890137          2049.6505737305
           499.7799987793          2050.5517959595
           499.7900085449          2045.5677032471
           499.7999877930          2053.0031204224
           499.8099975586          2053.6348342896
           499.8200073242          2054.1749954224
           499.8299865723          2044.3042755127
           499.8399963379          2042.7659988403
           499.8500061035          2036.0296249390
           499.8599853516          2029.4775009155
           499.8699951172          2036.4036560059
           499.8800048828          2032.2402954102
           499.8900146484          2017.0385360718
           499.8999938965          2014.2528533936
           499.9100036621          2005.7626724243
           499.9200134277          1991.2754058838
           499.9299926758          1989.1862869263
           499.9400024414          1981.2139511108
           499.9500122070          1967.6021575928
           499.9599914551          1968.2346343994
           499.9700012207          1963.2123947144
           499.9800109863          1953.3479690552
           499.9899902344          1956.5584182739
           500.0000000000          1953.1330108643
           500.0100097656          1939.8408889771
           500.0199890137          1937.7552032471
           500.0299987793          1929.9053192139
           500.0400085449          1916.3867950439
           500.0499877930          1914.9101257324
           500.0599975586          1909.4852447510
           500.0700073242          1898.5826492310
           500.0799865723          1898.5607147217
           500.0899963379          1891.9845581055
           500.1000061035          1878.8887023926
           500.1099853516          1872.5433349609
           500.1199951172          1859.6391677856
           500.1300048828          1845.3237533569
           500.1400146484          1846.5200424194
           500.1499938965          1842.2557830811
           500.1600036621          1833.5241317749
           500.1700134277          1836.1961364746
           500.1799926758          1833.3662033081
           500.1900024414          1830.6459426880
           500.2000122070          1822.6676940918
           500.2099914551          1827.7221679688
           500.2200012207          1827.5178909302
           500.2300109863          1822.0932006836
           500.2399902344          1828.1652450562
           500.2500000000          1828.6588668823
           500.2600097656          1823.5330581665
           500.2699890137          1829.5534133911
           500.2799987793          1830.3005218506
           500.2900085449          1825.7648468018
           500.2999877930          1832.5057983398
           500.3099975586          1834.3238830566
           500.3200073242          1830.6507110596
           500.3299865723          1838.1553649902
           500.3399963379          1840.0457382202
           500.3500061035          1836.9218826294
           500.3599853516          1848.6999511719
           500.3699951172          1855.4843902588
           500.3800048828          1856.9511413574
           500.3900146484          1870.1478958130
           500.3999938965          1877.0824432373
           500.4100036621          1874.7114181519
           500.4200134277          1883.2117080688
           500.4299926758          1883.1214904785
           500.4400024414          1874.4415283203
           500.4500122070          1877.1457672119
           500.4599914551          1873.6236572266
           500.4700012207          1864.3232345581
           500.4800109863          1865.0243759155
           500.4899902344          1858.6002349854
           500.5000000000          1846.6831207275
           500.5100097656          1846.9348907471
           500.5199890137          1841.6772842407
           500.5299987793          1832.4289321899
           500.5400085449          1836.7141723633
           500.5499877930          1835.5171203613
           500.5599975586          1835.2781295776
           500.5700073242          1829.6749114990
           500.5799865723          1835.0130081177
           500.5899963379          1834.3921661377
           500.6000061035          1833.8205337524
           500.6099853516          1833.7341308594
           500.6199951172          1828.1751632690
           500.6300048828          1833.9803695679
           500.6400146484          1834.4635009766
           500.6499938965          1829.2617797852
           500.6600036621          1834.4026565552
           500.6700134277          1833.7457656860
           500.6799926758          1828.4772872925
           500.6900024414          1835.7955932617
           500.7000122070          1837.6302719116
           500.7099914551          1834.7145080566
           500.7200012207          1843.2289123535
           500.7300109863          1846.1725234985
           500.7399902344          1849.1682052612
           500.7500000000          1846.5372085571
           500.7600097656          1855.4275512695
           500.7699890137          1858.7316513062
           500.7799987793          1856.5088272095
           500.7900085449          1865.8634185791
           500.7999877930          1869.5117950439
           500.8099975586          1867.1188354492
           500.8200073242          1876.0679244995
           500.8299865723          1878.9373397827
           500.8399963379          1875.5266189575
           500.8500061035          1883.5222244263
           500.8599853516          1885.2224349976
           500.8699951172          1881.0308456421
           500.8800048828          1887.8412246704
           500.8900146484          1887.8610610962
           500.8999938965          1882.1233749390
           500.9100036621          1888.3745193481
           500.9200134277          1889.0354156494
           500.9299926758          1884.9866867065
           500.9400024414          1894.6411132812
           500.9500122070          1898.8361358643
           500.9599914551          1900.8562088013
           500.9700012207          1915.7548904419
           500.9800109863          1925.1079559326
           500.9899902344          1929.0662765503
           501.0000000000          1944.7635650635
           501.0100097656          1953.3803939819
           501.0199890137          1955.5898666382
           501.0299987793          1968.1028366089
           501.0400085449          1971.2158203125
           501.0499877930          1968.0496215820
           501.0599975586          1974.5286941528
           501.0700073242          1974.1641998291
           501.0799865723          1966.8792724609
           501.0899963379          1969.7587966919
           501.1000061035          1966.5849685669
           501.1099853516          1963.7533187866
           501.1199951172          1955.0645828247
           501.1300048828          1958.9544296265
           501.1400146484          1958.6536407471
           501.1499938965          1952.5445938110
           501.1600036621          1960.0378036499
           501.1700134277          1962.3699188232
           501.1799926758          1958.3734512329
           501.1900024414          1965.3694152832
           501.2000122070          1966.2664413452
           501.2099914551          1959.5558166504
           501.2200012207          1964.0411376953
           501.2300109863          1961.4496231079
           501.2399902344          1949.8144149780
           501.2500000000          1949.8418807983
           501.2600097656          1941.5426254272
           501.2699890137          1926.2300491333
           501.2799987793          1922.8069305420
           501.2900085449          1913.7945175171
           501.2999877930          1899.0102767944
           501.3099975586          1895.9014892578
           501.3200073242          1887.0018005371
           501.3299865723          1872.4145889282
           501.3399963379          1869.3838119507
           501.3500061035          1860.6456756592
           501.3599853516          1848.6898422241
           501.3699951172          1849.7045516968
           501.3800048828          1845.5217361450
           501.3900146484          1837.6220703125
           501.3999938965          1841.1701202393
           501.4100036621          1839.5433425903
           501.4200134277          1832.6210021973
           501.4299926758          1837.2072219849
           501.4400024414          1837.4317169189
           501.4500122070          1837.7901077271
           501.4599914551          1832.2921752930
           501.4700012207          1837.8274917603
           501.4800109863          1837.5289916992
           501.4899902344          1830.6894302368
           501.5000000000          1834.9445343018
           501.5100097656          1833.4018707275
           501.5199890137          1826.0820388794
           501.5299987793          1830.1300048828
           501.5400085449          1829.7718048096
           501.5499877930          1824.0299224854
           501.5599975586          1831.3846588135
           501.5700073242          1835.1013183594
           501.5799865723          1833.4447860718
           501.5899963379          1844.4320678711
           501.6000061035          1850.0574111938
           501.6099853516          1850.3614425659
           501.6199951172          1862.3336791992
           501.6300048828          1868.4068679810
           501.6400146484          1867.2796249390
           501.6499938965          1877.3288726807
           501.6600036621          1878.8209915161
           501.6700134277          1871.7723846436
           501.6799926758          1875.8955001831
           501.6900024414          1871.7304229736
           501.7000122070          1861.2556457520
           501.7099914551          1862.3275756836
           501.7200012207          1857.9374313354
           501.7300109863          1847.9026794434
           501.7399902344          1849.1516113281
           501.7500000000          1844.7381973267
           501.7600097656          1836.5081787109
           501.7699890137          1842.1377182007
           501.7799987793          1842.5029754639
           501.7900085449          1840.2858734131
           501.7999877930          1850.0686645508
           501.8099975586          1853.7862777710
           501.8200073242          1856.8559646606
           501.8299865723          1854.2800903320
           501.8399963379          1863.5910034180
           501.8500061035          1867.4232482910
           501.8599853516          1865.5204772949
           501.8699951172          1874.9778747559
           501.8800048828          1878.5865783691
           501.8900146484          1874.1539001465
           501.8999938965          1880.3920745850
           501.9100036621          1880.6512832642
           501.9200134277          1874.6587753296
           501.9299926758          1880.1750183105
           501.9400024414          1880.9181213379
           501.9500122070          1876.2578964233
           501.9599914551          1882.9099655151
           501.9700012207          1883.3492279053
           501.9800109863          1877.9830932617
           501.9899902344          1883.0688476562
           502.0000000000          1881.9074630737
           502.0100097656          1874.5870590210
           502.0199890137          1877.4904251099
           502.0299987793          1874.5321273804
           502.0400085449          1864.3320083618
           502.0499877930          1864.7787094116
           502.0599975586          1859.3450546265
           502.0700073242          1847.7712631226
           502.0799865723          1847.4645614624
           502.0899963379          1841.1699295044
           502.1000061035          1829.0622711182
           502.1099853516          1828.4126281738
           502.1199951172          1823.2704162598
           502.1300048828          1812.7210617065
           502.1400146484          1814.2755508423
           502.1499938965          1810.9754562378
           502.1600036621          1802.9783248901
           502.1700134277          1809.3595504761
           502.1799926758          1810.5916976929
           502.1900024414          1814.1998291016
           502.2000122070          1814.6255493164
           502.2099914551          1826.1829376221
           502.2200012207          1832.4003219604
           502.2300109863          1833.0362319946
           502.2399902344          1844.9607849121
           502.2500000000          1851.3650894165
           502.2600097656          1852.1562576294
           502.2699890137          1864.6413803101
           502.2799987793          1871.5339660645
           502.2900085449          1871.2293624878
           502.2999877930          1880.9003829956
           502.3099975586          1884.5520019531
           502.3200073242          1879.6834945679
           502.3299865723          1885.6435775757
           502.3399963379          1885.6498718262
           502.3500061035          1879.6087265015
           502.3599853516          1884.9914550781
           502.3699951172          1883.9828491211
           502.3800048828          1877.0788192749
           502.3900146484          1881.7302703857
           502.3999938965          1880.7487487793
           502.4100036621          1874.0739822388
           502.4200134277          1879.4307708740
           502.4299926758          1879.2547225952
           502.4400024414          1873.2749938965
           502.4500122070          1878.5964965820
           502.4599914551          1878.1484603882
           502.4700012207          1871.4138031006
           502.4800109863          1875.9292602539
           502.4899902344          1875.1276016235
           502.5000000000          1869.4540023804
           502.5100097656          1875.2548217773
           502.5199890137          1875.8287429810
           502.5299987793          1870.9190368652
           502.5400085449          1877.4065017700
           502.5499877930          1878.0399322510
           502.5599975586          1878.6956787109
           502.5700073242          1874.6263504028
           502.5799865723          1882.5105667114
           502.5899963379          1884.3643188477
           502.6000061035          1885.3496551514
           502.6099853516          1886.2710952759
           502.6199951172          1880.3880691528
           502.6300048828          1885.2827072144
           502.6400146484          1884.5325469971
           502.6499938965          1878.4769058228
           502.6600036621          1883.9677810669
           502.6700134277          1884.9163055420
           502.6799926758          1880.9335708618
           502.6900024414          1888.3934020996
           502.7000122070          1889.8475646973
           502.7099914551          1885.5054855347
           502.7200012207          1893.3643341064
           502.7300109863          1896.1278915405
           502.7399902344          1898.9343643188
           502.7500000000          1896.1931228638
           502.7600097656          1905.0914764404
           502.7699890137          1906.9044113159
           502.7799987793          1901.5943527222
           502.7900085449          1907.6833724976
           502.7999877930          1906.5864562988
           502.8099975586          1899.4569778442
           502.8200073242          1903.9340972900
           502.8299865723          1902.5846481323
           502.8399963379          1895.5459594727
           502.8500061035          1901.0780334473
           502.8599853516          1901.0501861572
           502.8699951172          1896.0195541382
           502.8800048828          1903.7511825562
           502.8900146484          1905.7792663574
           502.8999938965          1903.2537460327
           502.9100036621          1912.8051757812
           502.9200134277          1916.0861968994
           502.9299926758          1912.5804901123
           502.9400024414          1920.6583023071
           502.9500122070          1921.5412139893
           502.9599914551          1916.1010742188
           502.9700012207          1922.0125198364
           502.9800109863          1921.0147857666
           502.9899902344          1914.0642166138
           503.0000000000          1917.6155090332
           503.0100097656          1914.7239685059
           503.0199890137          1905.9873580933
           503.0299987793          1908.8481903076
           503.0400085449          1905.9589385986
           503.0499877930          1900.1699447632
           503.0599975586          1907.4239730835
           503.0700073242          1909.5325469971
           503.0799865723          1908.5174560547
           503.0899963379          1919.4734573364
           503.1000061035          1925.1609802246
           503.1099853516          1931.2326431274
           503.1199951172          1931.8195343018
           503.1300048828          1945.9867477417
           503.1400146484          1954.4473648071
           503.1499938965          1958.0886840820
           503.1600036621          1974.8636245728
           503.1700134277          1985.2378845215
           503.1799926758          1986.9524002075
           503.1900024414          2000.3908157349
           503.2000122070          2005.9215545654
           503.2099914551          2003.4772872925
           503.2200012207          2013.2152557373
           503.2300109863          2016.1684036255
           503.2399902344          2012.8004074097
           503.2500000000          2020.9783554077
           503.2600097656          2021.8891143799
           503.2699890137          2016.6025161743
           503.2799987793          2023.4708786011
           503.2900085449          2024.1300582886
           503.2999877930          2019.4021224976
           503.3099975586          2028.6340713501
           503.3200073242          2031.7623138428
           503.3299865723          2028.9939880371
           503.3399963379          2038.7414932251
           503.3500061035          2041.3854598999
           503.3599853516          2035.9487533569
           503.3699951172          2042.8735733032
           503.3800048828          2042.4163818359
           503.3900146484          2035.1779937744
           503.3999938965          2039.5620346069
           503.4100036621          2035.3147506714
           503.4200134277          2024.6973037720
           503.4299926758          2025.4285812378
           503.4400024414          2019.4568634033
           503.4500122070          2013.6966705322
           503.4599914551          2002.6973724365
           503.4700012207          2004.0565490723
           503.4800109863          2000.9605407715
           503.4899902344          1992.9338455200
           503.5000000000          1997.3085403442
           503.5100097656          1996.4479446411
           503.5199890137          1989.5956039429
           503.5299987793          1996.2537765503
           503.5400085449          1998.1681823730
           503.5499877930          1994.0389633179
           503.5599975586          2002.4488449097
           503.5700073242          2004.8208236694
           503.5799865723          2000.3330230713
           503.5899963379          2007.3383331299
           503.6000061035          2008.2321166992
           503.6099853516          2003.0426025391
           503.6199951172          2010.1148605347
           503.6300048828          2011.1722946167
           503.6400146484          2006.2541961670
           503.6499938965          2013.4080886841
           503.6600036621          2012.5993728638
           503.6700134277          2005.2192687988
           503.6799926758          2009.5197677612
           503.6900024414          2006.4767837524
           503.7000122070          1997.3268508911
           503.7099914551          2000.9206771851
           503.7200012207          1998.5849380493
           503.7300109863          1989.6837234497
           503.7399902344          1991.5609359741
           503.7500000000          1987.2226715088
           503.7600097656          1975.6072998047
           503.7699890137          1975.4739761353
           503.7799987793          1969.6643829346
           503.7900085449          1958.9639663696
           503.7999877930          1960.3107452393
           503.8099975586          1955.1612854004
           503.8200073242          1949.6664047241
           503.8299865723          1937.9957199097
           503.8399963379          1937.1145248413
           503.8500061035          1930.1813125610
           503.8599853516          1919.0864562988
           503.8699951172          1921.4515686035
           503.8800048828          1918.3008193970
           503.8900146484          1911.4297866821
           503.8999938965          1916.5992736816
           503.9100036621          1914.4079208374
           503.9200134277          1904.9003601074
           503.9299926758          1907.0375442505
           503.9400024414          1903.2867431641
           503.9500122070          1893.7364578247
           503.9599914551          1895.7607269287
           503.9700012207          1891.9767379761
           503.9800109863          1882.0613861084
           503.9899902344          1880.0798416138
           504.0000000000          1871.4536666870
           504.0100097656          1856.1288833618
           504.0199890137          1850.0247955322
           504.0299987793          1838.3127212524
           504.0400085449          1823.4655380249
           504.0499877930          1820.6211090088
           504.0599975586          1812.4862670898
           504.0700073242          1799.7285842896
           504.0799865723          1798.0621337891
           504.0899963379          1791.8176651001
           504.1000061035          1780.5940628052
           504.1099853516          1781.1159133911
           504.1199951172          1778.6781311035
           504.1300048828          1770.9985733032
           504.1400146484          1775.3965377808
           504.1499938965          1775.2285003662
           504.1600036621          1769.6920394897
           504.1700134277          1775.1575469971
           504.1799926758          1775.2307891846
           504.1900024414          1776.3212203979
           504.2000122070          1773.0041503906
           504.2099914551          1780.6367874146
           504.2200012207          1783.4924697876
           504.2300109863          1781.0054779053
           504.2399902344          1789.2169952393
           504.2500000000          1791.7026519775
           504.2600097656          1788.8679504395
           504.2699890137          1798.4235763550
           504.2799987793          1802.8663635254
           504.2900085449          1801.8220901489
           504.2999877930          1811.8423461914
           504.3099975586          1816.2847518921
           504.3200073242          1813.9852523804
           504.3299865723          1822.3678588867
           504.3399963379          1825.3084182739
           504.3500061035          1822.8794097900
           504.3599853516          1831.6234588623
           504.3699951172          1835.3654861450
           504.3800048828          1833.7675094604
           504.3900146484          1843.0456161499
           504.3999938965          1845.7309722900
           504.4100036621          1842.7267074585
           504.4200134277          1852.6241302490
           504.4299926758          1858.0204010010
           504.4400024414          1858.5821151733
           504.4500122070          1874.0909576416
           504.4599914551          1884.3244552612
           504.4700012207          1889.7293090820
           504.4800109863          1907.6610565186
           504.4899902344          1920.2676773071
           504.5000000000          1929.5610427856
           504.5100097656          1951.0915756226
           504.5199890137          1968.6712265015
           504.5299987793          1982.1331024170
           504.5400085449          2007.6915740967
           504.5499877930          2026.9752502441
           504.5599975586          2046.2003707886
           504.5700073242          2057.3019027710
           504.5799865723          2078.3445358276
           504.5899963379          2092.9830551147
           504.6000061035          2105.8654785156
           504.6099853516          2118.1461334229
           504.6199951172          2122.0657348633
           504.6300048828          2135.1501464844
           504.6400146484          2141.4878845215
           504.6499938965          2136.3002777100
           504.6600036621          2141.7667388916
           504.6700134277          2139.7247314453
           504.6799926758          2128.3409118652
           504.6900024414          2129.7746658325
           504.7000122070          2122.5908279419
           504.7099914551          2107.5361251831
           504.7200012207          2105.2520751953
           504.7300109863          2096.0222244263
           504.7399902344          2086.7395401001
           504.7500000000          2072.3323822021
           504.7600097656          2071.8027114868
           504.7699890137          2065.3802871704
           504.7799987793          2055.3403854370
           504.7900085449          2058.3044052124
           504.7999877930          2054.3691635132
           504.8099975586          2043.3128356934
           504.8200073242          2044.7826385498
           504.8299865723          2040.3226852417
           504.8399963379          2029.7409057617
           504.8500061035          2032.0318222046
           504.8599853516          2029.0475845337
           504.8699951172          2019.8818206787
           504.8800048828          2022.4796295166
           504.8900146484          2018.6912536621
           504.8999938965          2008.5361480713
           504.9100036621          2009.9979400635
           504.9200134277          2005.3092956543
           504.9299926758          1995.8652496338
           504.9400024414          1999.2774963379
           504.9500122070          1996.1973190308
           504.9599914551          1985.9395980835
           504.9700012207          1987.7342224121
           504.9800109863          1980.4309844971
           504.9899902344          1965.0426864624
           505.0000000000          1961.3368988037
           505.0100097656          1949.5901107788
           505.0199890137          1931.6181182861
           505.0299987793          1925.5105972290
           505.0400085449          1913.5274887085
           505.0499877930          1895.9527969360
           505.0599975586          1891.0978317261
           505.0700073242          1880.6144714355
           505.0799865723          1865.5977249146
           505.0899963379          1863.6665344238
           505.1000061035          1856.1704635620
           505.1099853516          1850.8308410645
           505.1199951172          1840.6089782715
           505.1300048828          1842.3618316650
           505.1400146484          1839.9639129639
           505.1499938965          1832.0602416992
           505.1600036621          1836.9564056396
           505.1700134277          1837.0243072510
           505.1799926758          1831.9507598877
           505.1900024414          1839.4329071045
           505.2000122070          1841.4176940918
           505.2099914551          1839.5341873169
           505.2200012207          1850.1102447510
           505.2300109863          1855.5751800537
           505.2399902344          1857.4258804321
           505.2500000000          1870.8608627319
           505.2600097656          1878.7641525269
           505.2699890137          1881.0375213623
           505.2799987793          1894.3428039551
           505.2900085449          1899.1035461426
           505.2999877930          1897.5933074951
           505.3099975586          1907.6282501221
           505.3200073242          1911.7784500122
           505.3299865723          1910.1985931396
           505.3399963379          1921.4015960693
           505.3500061035          1927.0380020142
           505.3599853516          1926.5378952026
           505.3699951172          1937.3346328735
           505.3800048828          1942.2380447388
           505.3900146484          1941.2799835205
           505.3999938965          1952.2233963013
           505.4100036621          1957.4506759644
           505.4200134277          1957.3036193848
           505.4299926758          1969.1188812256
           505.4400024414          1973.3234405518
           505.4500122070          1976.7303466797
           505.4599914551          1973.7001419067
           505.4700012207          1981.0865402222
           505.4800109863          1982.2570800781
           505.4899902344          1978.8059234619
           505.5000000000          1988.8584136963
           505.5100097656          1993.2353973389
           505.5199890137          1993.7221527100
           505.5299987793          2006.7726135254
           505.5400085449          2014.4729614258
           505.5499877930          2017.0778274536
           505.5599975586          2032.0070266724
           505.5700073242          2040.5775070190
           505.5799865723          2042.8386688232
           505.5899963379          2057.1130752563
           505.6000061035          2064.1563415527
           505.6099853516          2064.6844863892
           505.6199951172          2075.3051757812
           505.6300048828          2078.7433624268
           505.6400146484          2075.1480102539
           505.6499938965          2082.2669982910
           505.6600036621          2082.8933715820
           505.6700134277          2076.4369964600
           505.6799926758          2082.3261260986
           505.6900024414          2081.8929672241
           505.7000122070          2075.2296447754
           505.7099914551          2081.2719345093
           505.7200012207          2081.2938690186
           505.7300109863          2075.2954483032
           505.7399902344          2081.9684982300
           505.7500000000          2082.1668624878
           505.7600097656          2075.9948730469
           505.7699890137          2082.2782516479
           505.7799987793          2081.8557739258
           505.7900085449          2075.1028060913
           505.7999877930          2081.2025070190
           505.8099975586          2080.9951782227
           505.8200073242          2080.6621551514
           505.8299865723          2073.7325668335
           505.8399963379          2079.4429779053
           505.8500061035          2078.2594680786
           505.8599853516          2070.5566406250
           505.8699951172          2075.5144119263
           505.8800048828          2074.1275787354
           505.8900146484          2066.4228439331
           505.8999938965          2071.3586807251
           505.9100036621          2069.9745178223
           505.9200134277          2062.3661041260
           505.9299926758          2067.7030563354
           505.9400024414          2066.7675018311
           505.9500122070          2060.2128982544
           505.9599914551          2066.9406890869
           505.9700012207          2067.4762725830
           505.9800109863          2062.3559951782
           505.9899902344          2069.9598312378
           506.0000000000          2071.3541030884
           506.0100097656          2066.5651321411
           506.0199890137          2074.4188308716
           506.0299987793          2075.9860992432
           506.0400085449          2071.2274551392
           506.0499877930          2078.8312911987
           506.0599975586          2079.4767379761
           506.0700073242          2073.7657546997
           506.0799865723          2080.9057235718
           506.0899963379          2081.7863464355
           506.1000061035          2076.4484405518
           506.1099853516          2084.3650817871
           506.1199951172          2085.9943389893
           506.1300048828          2081.1569213867
           506.1400146484          2088.9801025391
           506.1499938965          2090.4682159424
           506.1600036621          2085.7347488403
           506.1700134277          2093.7847137451
           506.1799926758          2095.5438613892
           506.1900024414          2097.3880767822
           506.2000122070          2092.7877426147
           506.2099914551          2100.6031036377
           506.2200012207          2101.9275665283
           506.2300109863          2096.6346740723
           506.2399902344          2103.7458419800
           506.2500000000          2104.4006347656
           506.2600097656          2098.1100082397
           506.2699890137          2104.4687271118
           506.2799987793          2103.6958694458
           506.2900085449          2094.4370269775
           506.2999877930          2097.7817535400
           506.3099975586          2092.2079086304
           506.3200073242          2079.0496826172
           506.3299865723          2078.3237457275
           506.3399963379          2070.0540542603
           506.3500061035          2055.3827285767
           506.3599853516          2053.5541534424
           506.3699951172          2045.7052230835
           506.3800048828          2031.8397521973
           506.3900146484          2031.5082550049
           506.3999938965          2025.1365661621
           506.4100036621          2013.4536743164
           506.4200134277          2015.3118133545
           506.4299926758          2011.1612319946
           506.4400024414          2003.2287597656
           506.4500122070          2008.3686828613
           506.4599914551          2007.8531265259
           506.4700012207          2002.1812438965
           506.4800109863          2008.7594985962
           506.4899902344          2008.3883285522
           506.5000000000          2001.4940261841
           506.5100097656          2006.5364837646
           506.5199890137          2004.2072296143
           506.5299987793          1995.6428527832
           506.5400085449          1999.1233825684
           506.5499877930          1996.3861465454
           506.5599975586          1993.6979293823
           506.5700073242          1985.2367401123
           506.5799865723          1988.9667510986
           506.5899963379          1986.1467361450
           506.6000061035          1982.6322555542
           506.6099853516          1979.0699005127
           506.6199951172          1969.1091537476
           506.6300048828          1971.0992813110
           506.6400146484          1967.3795700073
           506.6499938965          1958.3341598511
           506.6600036621          1961.2977981567
           506.6700134277          1958.6338043213
           506.6799926758          1950.1865386963
           506.6900024414          1953.1841278076
           506.7000122070          1948.8199234009
           506.7099914551          1938.4391784668
           506.7200012207          1939.0424728394
           506.7300109863          1933.1207275391
           506.7399902344          1927.1802902222
           506.7500000000          1915.2814865112
           506.7600097656          1915.0791168213
           506.7699890137          1908.4377288818
           506.7799987793          1895.4315185547
           506.7900085449          1894.0896987915
           506.7999877930          1887.5869750977
           506.8099975586          1875.5123138428
           506.8200073242          1876.5569686890
           506.8299865723          1875.2347946167
           506.8399963379          1868.5472488403
           506.8500061035          1877.1203994751
           506.8599853516          1881.2927246094
           506.8699951172          1880.2717208862
           506.8800048828          1892.3841476440
           506.8900146484          1898.8683700562
           506.8999938965          1900.4894256592
           506.9100036621          1914.3852233887
           506.9200134277          1922.4079132080
           506.9299926758          1924.2326736450
           506.9400024414          1937.7939224243
           506.9500122070          1944.2193984985
           506.9599914551          1943.4310913086
           506.9700012207          1954.2606353760
           506.9800109863          1956.6656112671
           506.9899902344          1952.4898529053
           507.0000000000          1959.5600128174
           507.0100097656          1959.2201232910
           507.0199890137          1952.8133392334
           507.0299987793          1957.5197219849
           507.0400085449          1955.9623718262
           507.0499877930          1948.2980728149
           507.0599975586          1952.1104812622
           507.0700073242          1949.9292373657
           507.0799865723          1941.2261962891
           507.0899963379          1943.9876556396
           507.1000061035          1940.7064437866
           507.1099853516          1937.0058059692
           507.1199951172          1927.3708343506
           507.1300048828          1930.0424575806
           507.1400146484          1927.3328781128
           507.1499938965          1918.8789367676
           507.1600036621          1923.2530593872
           507.1700134277          1922.0186233521
           507.1799926758          1914.9072647095
           507.1900024414          1919.4610595703
           507.2000122070          1918.2823181152
           507.2099914551          1913.2333755493
           507.2200012207          1920.5657958984
           507.2300109863          1922.9854583740
           507.2399902344          1922.1908569336
           507.2500000000          1933.3200454712
           507.2600097656          1938.8496398926
           507.2699890137          1938.6276245117
           507.2799987793          1949.9429702759
           507.2900085449          1954.0266036987
           507.2999877930          1951.9933700562
           507.3099975586          1961.2485885620
           507.3200073242          1963.8895034790
           507.3299865723          1960.3311538696
           507.3399963379          1966.9094085693
           507.3500061035          1967.0442581177
           507.3599853516          1960.1657867432
           507.3699951172          1963.1797790527
           507.3800048828          1960.1224899292
           507.3900146484          1950.9580612183
           507.3999938965          1953.6758422852
           507.4100036621          1950.5880355835
           507.4200134277          1942.0473098755
           507.4299926758          1945.4116821289
           507.4400024414          1942.4100875854
           507.4500122070          1939.1183853149
           507.4599914551          1929.7487258911
           507.4700012207          1931.0834884644
           507.4800109863          1926.3259887695
           507.4899902344          1916.1567687988
           507.5000000000          1918.1385040283
           507.5100097656          1914.2244338989
           507.5199890137          1904.2173385620
           507.5299987793          1905.7901382446
           507.5400085449          1902.1018981934
           507.5499877930          1893.8035964966
           507.5599975586          1897.1944808960
           507.5700073242          1897.0840454102
           507.5799865723          1892.2929763794
           507.5899963379          1899.8220443726
           507.6000061035          1903.7204742432
           507.6099853516          1901.9403457642
           507.6199951172          1912.8717422485
           507.6300048828          1918.7398910522
           507.6400146484          1918.8264846802
           507.6499938965          1931.2343597412
           507.6600036621          1937.8833770752
           507.6700134277          1938.0142211914
           507.6799926758          1949.1653442383
           507.6900024414          1954.1723251343
           507.7000122070          1951.1785507202
           507.7099914551          1959.6239089966
           507.7200012207          1960.7160568237
           507.7300109863          1952.9893875122
           507.7399902344          1957.0301055908
           507.7500000000          1951.9865036011
           507.7600097656          1939.5050048828
           507.7699890137          1938.3241653442
           507.7799987793          1928.8976669312
           507.7900085449          1913.3859634399
           507.7999877930          1908.9195251465
           507.8099975586          1897.9217529297
           507.8200073242          1887.2022628784
           507.8299865723          1872.4409103394
           507.8399963379          1869.4103240967
           507.8500061035          1862.2610092163
