	Wavelength (nm)		Flux (erg/s/cm2/nm)	
           448.0299987793          1473.5860824585
           448.0400085449          1468.2096481323
           448.0499877930          1470.6884384155
           448.0599975586          1465.5690193176
           448.0700073242          1455.8528900146
           448.0799865723          1455.8130264282
           448.0899963379          1450.9284019470
           448.1000061035          1439.7471427917
           448.1099853516          1436.6768836975
           448.1199951172          1427.1728515625
           448.1300048828          1413.9600753784
           448.1400146484          1412.7728462219
           448.1499938965          1408.4494590759
           448.1600036621          1403.2409667969
           448.1700134277          1406.8306922913
           448.1799926758          1405.5006980896
           448.1900024414          1404.2695999146
           448.2000122070          1399.4537353516
           448.2099914551          1403.3438682556
           448.2200012207          1403.2501220703
           448.2300109863          1398.3851432800
           448.2399902344          1399.8940467834
           448.2500000000          1396.4103698730
           448.2600097656          1385.8426094055
           448.2699890137          1383.2722663879
           448.2799987793          1376.4362335205
           448.2900085449          1365.8455848694
           448.2999877930          1366.0869598389
           448.3099975586          1362.8574371338
           448.3200073242          1357.2902679443
           448.3299865723          1360.8767509460
           448.3399963379          1363.6130332947
           448.3500061035          1363.5135650635
           448.3599853516          1376.5244483948
           448.3699951172          1386.1862182617
           448.3800048828          1391.6238784790
           448.3900146484          1405.1121711731
           448.3999938965          1411.4782333374
           448.4100036621          1412.8596305847
           448.4200134277          1421.8958854675
           448.4299926758          1426.1121749878
           448.4400024414          1423.9245414734
           448.4500122070          1430.1070213318
           448.4599914551          1431.9577217102
           448.4700012207          1429.5768737793
           448.4800109863          1437.2351646423
           448.4899902344          1441.1638259888
           448.5000000000          1443.6707496643
           448.5100097656          1455.6972503662
           448.5199890137          1462.8499031067
           448.5299987793          1465.3523445129
           448.5400085449          1476.4108657837
           448.5499877930          1482.9531669617
           448.5599975586          1489.9940490723
           448.5700073242          1492.5220489502
           448.5799865723          1503.6424636841
           448.5899963379          1509.9076271057
           448.6000061035          1509.9609375000
           448.6099853516          1518.9828872681
           448.6199951172          1525.3081321716
           448.6300048828          1527.5695800781
           448.6400146484          1538.4576797485
           448.6499938965          1544.2280769348
           448.6600036621          1546.6856002808
           448.6700134277          1547.9496002197
           448.6799926758          1543.7954902649
           448.6900024414          1548.8241195679
           448.7000122070          1548.7730979919
           448.7099914551          1543.7150001526
           448.7200012207          1545.5113410950
           448.7300109863          1541.6364669800
           448.7399902344          1536.9343757629
           448.7500000000          1527.4092674255
           448.7600097656          1529.1901588440
           448.7699890137          1526.9661903381
           448.7799987793          1519.8616027832
           448.7900085449          1521.9110488892
           448.7999877930          1518.3897018433
           448.8099975586          1509.8361968994
           448.8200073242          1511.4123344421
           448.8299865723          1508.7926864624
           448.8399963379          1501.4319419861
           448.8500061035          1503.1443595886
           448.8599853516          1499.1207122803
           448.8699951172          1489.9640083313
           448.8800048828          1488.6536598206
           448.8900146484          1482.2124481201
           448.8999938965          1472.7178573608
           448.9100036621          1472.9373931885
           448.9200134277          1469.7670936584
           448.9299926758          1462.9124641418
           448.9400024414          1467.1541213989
           448.9500122070          1468.3777809143
           448.9599914551          1463.6521339417
           448.9700012207          1466.8707847595
           448.9800109863          1465.9691810608
           448.9899902344          1460.8437538147
           449.0000000000          1464.0789985657
           449.0100097656          1462.4524116516
           449.0199890137          1456.3752174377
           449.0299987793          1459.2058181763
           449.0400085449          1457.4386596680
           449.0499877930          1451.0951042175
           449.0599975586          1454.5492172241
           449.0700073242          1454.4850349426
           449.0799865723          1450.9164810181
           449.0899963379          1457.1574211121
           449.1000061035          1459.5645904541
           449.1099853516          1462.5797271729
           449.1199951172          1460.6750488281
           449.1300048828          1467.2600746155
           449.1400146484          1469.4829940796
           449.1499938965          1467.3165321350
           449.1600036621          1474.0232467651
           449.1700134277          1476.0985374451
           449.1799926758          1473.6983299255
           449.1900024414          1480.3631782532
           449.2000122070          1482.3368072510
           449.2099914551          1479.5114517212
           449.2200012207          1485.3096961975
           449.2300109863          1485.9678268433
           449.2399902344          1481.8326950073
           449.2500000000          1486.3906860352
           449.2600097656          1486.3781929016
           449.2699890137          1481.7820549011
           449.2799987793          1484.8610877991
           449.2900085449          1480.5358886719
           449.2999877930          1472.7065086365
           449.3099975586          1476.0868072510
           449.3200073242          1475.6635665894
           449.3299865723          1472.0444679260
           449.3399963379          1477.7556419373
           449.3500061035          1479.5631408691
           449.3599853516          1476.5905380249
           449.3699951172          1482.0730209351
           449.3800048828          1483.7317466736
           449.3900146484          1482.8920364380
           449.3999938965          1490.9606933594
           449.4100036621          1493.6554908752
           449.4200134277          1491.2520408630
           449.4299926758          1496.5637207031
           449.4400024414          1496.2259292603
           449.4500122070          1493.0038452148
           449.4599914551          1485.6826782227
           449.4700012207          1489.2485618591
           449.4800109863          1488.7909889221
           449.4899902344          1485.4601860046
           449.5000000000          1490.7690048218
           449.5100097656          1488.9977455139
           449.5199890137          1482.3864936829
           449.5299987793          1484.6785545349
           449.5400085449          1482.7465057373
           449.5499877930          1477.6492118835
           449.5599975586          1481.5505027771
           449.5700073242          1480.1735877991
           449.5799865723          1473.9053726196
           449.5899963379          1474.8328208923
           449.6000061035          1471.2187767029
           449.6099853516          1464.7634506226
           449.6199951172          1467.6796913147
           449.6300048828          1466.9655799866
           449.6400146484          1461.7362022400
           449.6499938965          1464.2846107483
           449.6600036621          1462.1657371521
           449.6700134277          1455.6253433228
           449.6799926758          1458.0299377441
           449.6900024414          1456.3091278076
           449.7000122070          1450.1126289368
           449.7099914551          1451.6423225403
           449.7200012207          1448.3602523804
           449.7300109863          1439.7984504700
           449.7399902344          1440.0646209717
           449.7500000000          1438.1565093994
           449.7600097656          1432.4060440063
           449.7699890137          1435.1758956909
           449.7799987793          1433.6929321289
           449.7900085449          1431.2922477722
           449.7999877930          1439.0270233154
           449.8099975586          1445.0656890869
           449.8200073242          1452.0894050598
           449.8299865723          1455.5314064026
           449.8399963379          1468.1150436401
           449.8500061035          1474.3519783020
           449.8599853516          1475.1699447632
           449.8699951172          1485.4026794434
           449.8800048828          1491.3005828857
           449.8900146484          1491.9308662415
           449.8999938965          1501.2835502625
           449.9100036621          1503.8846015930
           449.9200134277          1500.8140563965
           449.9299926758          1505.9522628784
           449.9400024414          1505.8351516724
           449.9500122070          1501.6137123108
           449.9599914551          1506.9153785706
           449.9700012207          1508.0777168274
           449.9800109863          1504.9236297607
           449.9899902344          1508.8788986206
           450.0000000000          1506.8052291870
           450.0100097656          1500.8516311646
           450.0199890137          1504.5628547668
           450.0299987793          1505.0311088562
           450.0400085449          1502.2504806519
           450.0499877930          1508.2105636597
           450.0599975586          1509.1266632080
           450.0700073242          1504.6667098999
           450.0799865723          1508.6342811584
           450.0899963379          1508.0915451050
           450.1000061035          1503.0872344971
           450.1099853516          1507.4882507324
           450.1199951172          1507.6033592224
           450.1300048828          1502.6651382446
           450.1400146484          1506.2346458435
           450.1499938965          1505.9545516968
           450.1600036621          1502.1795272827
           450.1700134277          1507.4969291687
           450.1799926758          1508.0055236816
           450.1900024414          1509.1733932495
           450.2000122070          1507.1075439453
           450.2099914551          1514.3774986267
           450.2200012207          1517.1975135803
           450.2300109863          1515.8205986023
           450.2399902344          1524.6175765991
           450.2500000000          1529.0199279785
           450.2600097656          1529.3368339539
           450.2699890137          1539.1567230225
           450.2799987793          1544.6331977844
           450.2900085449          1544.7114944458
           450.2999877930          1552.2456169128
           450.3099975586          1554.1032791138
           450.3200073242          1548.8026618958
           450.3299865723          1552.4733543396
           450.3399963379          1549.9699592590
           450.3500061035          1542.5071716309
           450.3599853516          1544.1065788269
           450.3699951172          1541.3492202759
           450.3800048828          1535.5633735657
           450.3900146484          1539.5180702209
           450.3999938965          1539.8159980774
           450.4100036621          1535.5968475342
           450.4200134277          1540.7828330994
           450.4299926758          1541.1941528320
           450.4400024414          1536.4173889160
           450.4500122070          1541.2867546082
           450.4599914551          1543.4658050537
           450.4700012207          1541.3394927979
           450.4800109863          1549.3270874023
           450.4899902344          1552.8044700623
           450.5000000000          1551.8127441406
           450.5100097656          1560.4960441589
           450.5199890137          1565.5000686646
           450.5299987793          1565.9693717957
           450.5400085449          1576.0733604431
           450.5499877930          1581.3665390015
           450.5599975586          1585.8626365662
           450.5700073242          1585.1837158203
           450.5799865723          1593.5060501099
           450.5899963379          1596.7835426331
           450.6000061035          1596.2729454041
           450.6099853516          1606.0535430908
           450.6199951172          1611.0300064087
           450.6300048828          1611.0866546631
           450.6400146484          1620.3666687012
           450.6499938965          1624.3179321289
           450.6600036621          1624.8537063599
           450.6700134277          1623.7209320068
           450.6799926758          1617.4331665039
           450.6900024414          1620.8858489990
           450.7000122070          1618.4751510620
           450.7099914551          1610.5190277100
           450.7200012207          1612.5913619995
           450.7300109863          1609.8550796509
           450.7399902344          1607.7053070068
           450.7500000000          1601.2336730957
           450.7600097656          1605.8004379272
           450.7699890137          1606.6976547241
           450.7799987793          1602.0948410034
           450.7900085449          1606.6967010498
           450.7999877930          1605.9190750122
           450.8099975586          1599.5594024658
           450.8200073242          1603.4128189087
           450.8299865723          1603.0084609985
           450.8399963379          1598.2799530029
           450.8500061035          1604.1349411011
           450.8599853516          1605.4481506348
           450.8699951172          1602.5501251221
           450.8800048828          1608.9796066284
           450.8900146484          1609.4875335693
           450.8999938965          1604.6146392822
           450.9100036621          1608.6374282837
           450.9200134277          1607.6560974121
           450.9299926758          1601.5829086304
           450.9400024414          1605.1856994629
           450.9500122070          1603.5797119141
           450.9599914551          1596.9296455383
           450.9700012207          1599.6303558350
           450.9800109863          1597.5423812866
           450.9899902344          1591.1022186279
           451.0000000000          1594.8649406433
           451.0100097656          1595.4484939575
           451.0199890137          1591.1097526550
           451.0299987793          1595.5437660217
           451.0400085449          1594.9587821960
           451.0499877930          1589.2164230347
           451.0599975586          1593.1988716125
           451.0700073242          1592.6433563232
           451.0799865723          1587.2775077820
           451.0899963379          1591.5541648865
           451.1000061035          1590.8041954041
           451.1099853516          1588.5618209839
           451.1199951172          1581.1594963074
           451.1300048828          1583.7556838989
           451.1400146484          1581.5294265747
           451.1499938965          1573.9071846008
           451.1600036621          1575.9032249451
           451.1700134277          1575.2259254456
           451.1799926758          1570.5681800842
           451.1900024414          1576.8000602722
           451.2000122070          1578.7664413452
           451.2099914551          1577.2701263428
           451.2200012207          1585.8701705933
           451.2300109863          1589.0377044678
           451.2399902344          1586.9997024536
           451.2500000000          1592.9630279541
           451.2600097656          1593.2315826416
           451.2699890137          1587.0697975159
           451.2799987793          1589.5289421082
           451.2900085449          1586.7367744446
           451.2999877930          1578.8530349731
           451.3099975586          1580.8796882629
           451.3200073242          1578.2492637634
           451.3299865723          1571.0754394531
           451.3399963379          1573.7685203552
           451.3500061035          1571.8461036682
           451.3599853516          1565.3339385986
           451.3699951172          1567.3480033875
           451.3800048828          1563.5248184204
           451.3900146484          1555.1520347595
           451.3999938965          1556.5814971924
           451.4100036621          1554.2697906494
           451.4200134277          1548.7086296082
           451.4299926758          1553.1290054321
           451.4400024414          1553.8407325745
           451.4500122070          1555.2762985229
           451.4599914551          1553.3616065979
           451.4700012207          1561.2792015076
           451.4800109863          1565.0469779968
           451.4899902344          1564.1048431396
           451.5000000000          1572.9043960571
           451.5100097656          1576.3751029968
           451.5199890137          1573.4076499939
           451.5299987793          1579.7447204590
           451.5400085449          1580.6413650513
           451.5499877930          1576.7453193665
           451.5599975586          1582.7868461609
           451.5700073242          1583.5265159607
           451.5799865723          1577.3370742798
           451.5899963379          1580.3309440613
           451.6000061035          1577.0769119263
           451.6099853516          1568.9465522766
           451.6199951172          1571.3167190552
           451.6300048828          1568.8114166260
           451.6400146484          1560.2272987366
           451.6499938965          1560.8375549316
           451.6600036621          1555.4631233215
           451.6700134277          1545.1889991760
           451.6799926758          1545.3645706177
           451.6900024414          1540.9904479980
           451.7000122070          1531.0090065002
           451.7099914551          1530.0723075867
           451.7200012207          1524.4655609131
           451.7300109863          1514.2930030823
           451.7399902344          1514.1699790955
           451.7500000000          1509.7608566284
           451.7600097656          1503.3754348755
           451.7699890137          1507.5215339661
           451.7799987793          1509.4660758972
           451.7900085449          1507.9751014709
           451.7999877930          1517.1484947205
           451.8099975586          1522.6922035217
           451.8200073242          1525.6313323975
           451.8299865723          1522.0993995667
           451.8399963379          1526.4004707336
           451.8500061035          1525.0147819519
           451.8599853516          1518.5420036316
           451.8699951172          1520.9048271179
           451.8800048828          1519.7123527527
           451.8900146484          1514.9793624878
           451.8999938965          1519.8107719421
           451.9100036621          1520.4446792603
           451.9200134277          1517.5026893616
           451.9299926758          1525.3644943237
           451.9400024414          1529.3817520142
           451.9500122070          1530.3251266479
           451.9599914551          1540.0138854980
           451.9700012207          1543.6712265015
           451.9800109863          1541.5685653687
           451.9899902344          1546.8368530273
           452.0000000000          1546.9170570374
           452.0100097656          1541.0938262939
           452.0199890137          1544.5207595825
           452.0299987793          1542.9398536682
           452.0400085449          1536.7783546448
           452.0499877930          1540.5747413635
           452.0599975586          1539.0943527222
           452.0700073242          1530.3299903870
           452.0799865723          1530.3092956543
           452.0899963379          1523.5939025879
           452.1000061035          1512.0373725891
           452.1099853516          1510.3750228882
           452.1199951172          1504.4987678528
           452.1300048828          1495.9438323975
           452.1400146484          1496.9405174255
           452.1499938965          1494.1390991211
           452.1600036621          1487.2910499573
           452.1700134277          1492.4417495728
           452.1799926758          1493.9353942871
           452.1900024414          1498.1954574585
           452.2000122070          1498.9744186401
           452.2099914551          1511.1778259277
           452.2200012207          1519.5840835571
           452.2300109863          1523.1966018677
           452.2399902344          1536.0349655151
           452.2500000000          1543.1870460510
           452.2600097656          1545.0962066650
           452.2699890137          1556.4225196838
           452.2799987793          1562.9897117615
           452.2900085449          1562.2643470764
           452.2999877930          1569.3494796753
           452.3099975586          1568.6444282532
           452.3200073242          1561.0812187195
           452.3299865723          1561.3173484802
           452.3399963379          1555.0052642822
           452.3500061035          1544.7391510010
           452.3599853516          1544.6931838989
           452.3699951172          1541.2783622742
           452.3800048828          1535.1817131042
           452.3900146484          1539.6235466003
           452.3999938965          1541.0196304321
           452.4100036621          1537.9074096680
           452.4200134277          1544.5856094360
           452.4299926758          1547.0657348633
           452.4400024414          1545.8277702332
           452.4500122070          1553.3560752869
           452.4599914551          1554.0648460388
           452.4700012207          1547.9909896851
           452.4800109863          1545.8921432495
           452.4899902344          1538.3333206177
           452.5000000000          1524.5722770691
           452.5100097656          1519.9221611023
           452.5199890137          1510.4162216187
           452.5299987793          1496.5264320374
           452.5400085449          1492.9696083069
           452.5499877930          1484.7847938538
           452.5599975586          1475.1921653748
           452.5700073242          1461.2223625183
           452.5799865723          1459.0629577637
           452.5899963379          1453.3931732178
           452.6000061035          1445.8215713501
           452.6099853516          1447.9222297668
           452.6199951172          1449.0322113037
           452.6300048828          1446.8938827515
           452.6400146484          1453.4425735474
           452.6499938965          1455.5342674255
           452.6600036621          1458.3233833313
           452.6700134277          1461.3598823547
           452.6799926758          1456.9125175476
           452.6900024414          1459.8855018616
           452.7000122070          1455.2576065063
           452.7099914551          1444.0599441528
           452.7200012207          1440.4757499695
           452.7300109863          1431.6393852234
           452.7399902344          1421.9236373901
           452.7500000000          1407.0626258850
           452.7600097656          1402.0954132080
           452.7699890137          1394.0814018250
           452.7799987793          1382.7835083008
           452.7900085449          1381.2803268433
           452.7999877930          1377.3242950439
           452.8099975586          1371.7382431030
           452.8200073242          1374.4568824768
           452.8299865723          1372.7615356445
           452.8399963379          1367.5932884216
           452.8500061035          1372.2580909729
           452.8599853516          1373.6449241638
           452.8699951172          1373.3070373535
           452.8800048828          1381.6411972046
           452.8900146484          1386.1178398132
           452.8999938965          1385.4548454285
           452.9100036621          1389.5215988159
           452.9200134277          1388.3415222168
           452.9299926758          1380.4450988770
           452.9400024414          1380.1095962524
           452.9500122070          1371.8709945679
           452.9599914551          1358.5094451904
           452.9700012207          1351.2211799622
           452.9800109863          1339.5224571228
           452.9899902344          1325.0486373901
           453.0000000000          1319.5517539978
           453.0100097656          1315.3066635132
           453.0199890137          1308.7039947510
           453.0299987793          1315.4179573059
           453.0400085449          1320.0739860535
           453.0499877930          1322.0343589783
           453.0599975586          1332.6086044312
           453.0700073242          1341.1995887756
           453.0799865723          1346.6243743896
           453.0899963379          1359.5095634460
           453.1000061035          1367.9042816162
           453.1099853516          1375.3360748291
           453.1199951172          1377.8555870056
           453.1300048828          1385.6477737427
           453.1400146484          1387.0989799500
           453.1499938965          1382.4073791504
           453.1600036621          1384.2981338501
           453.1700134277          1381.2343597412
           453.1799926758          1373.2621192932
           453.1900024414          1374.7778892517
           453.2000122070          1373.6608505249
           453.2099914551          1368.8606262207
           453.2200012207          1373.1407165527
           453.2300109863          1373.5263824463
           453.2399902344          1370.3063011169
           453.2500000000          1377.0475387573
           453.2600097656          1384.1104507446
           453.2699890137          1387.1023178101
           453.2799987793          1398.2832908630
           453.2900085449          1404.4258117676
           453.2999877930          1403.0396461487
           453.3099975586          1409.6081733704
           453.3200073242          1410.7488632202
           453.3299865723          1407.3825836182
           453.3399963379          1412.1534347534
           453.3500061035          1412.2222900391
           453.3599853516          1406.0677528381
           453.3699951172          1407.7610015869
           453.3800048828          1401.1532783508
           453.3900146484          1389.1940116882
           453.3999938965          1384.4179153442
           453.4100036621          1374.8828887939
           453.4200134277          1358.4371566772
           453.4299926758          1349.5179176331
           453.4400024414          1339.3413543701
           453.4500122070          1330.3018569946
           453.4599914551          1321.1111068726
           453.4700012207          1321.9210624695
           453.4800109863          1321.8586921692
           453.4899902344          1319.9906349182
           453.5000000000          1330.5077552795
           453.5100097656          1339.9452209473
           453.5199890137          1347.6617813110
           453.5299987793          1366.0726547241
           453.5400085449          1378.6653518677
           453.5499877930          1385.2866172791
           453.5599975586          1398.1204986572
           453.5700073242          1403.4348487854
           453.5799865723          1403.8376808167
           453.5899963379          1411.9826316833
           453.6000061035          1415.1063919067
           453.6099853516          1412.4181747437
           453.6199951172          1417.9614067078
           453.6300048828          1418.1299209595
           453.6400146484          1413.9460563660
           453.6499938965          1418.5253143311
           453.6600036621          1419.7479248047
           453.6700134277          1420.5546379089
           453.6799926758          1430.3792953491
           453.6900024414          1435.4754447937
           453.7000122070          1435.7971191406
           453.7099914551          1442.8863525391
           453.7200012207          1445.4133033752
           453.7300109863          1445.0157165527
           453.7399902344          1454.1097640991
           453.7500000000          1461.4995002747
           453.7600097656          1464.9127006531
           453.7699890137          1474.8390197754
           453.7799987793          1479.3722152710
           453.7900085449          1478.2788276672
           453.7999877930          1485.9139442444
           453.8099975586          1491.5410995483
           453.8200073242          1498.4042167664
           453.8299865723          1500.6502151489
           453.8399963379          1512.0484352112
           453.8500061035          1516.7888641357
           453.8599853516          1515.4660224915
           453.8699951172          1521.0538864136
           453.8800048828          1519.6539878845
           453.8900146484          1514.7533416748
           453.8999938965          1520.2500343323
           453.9100036621          1520.9643363953
           453.9200134277          1516.8185234070
           453.9299926758          1523.2475280762
           453.9400024414          1526.9155502319
           453.9500122070          1526.2254714966
           453.9599914551          1535.4804992676
           453.9700012207          1540.6988143921
           453.9800109863          1542.9190635681
           453.9899902344          1554.8777580261
           454.0000000000          1562.6912117004
           454.0100097656          1565.3162956238
           454.0199890137          1575.7809638977
           454.0299987793          1580.6597709656
           454.0400085449          1577.0256996155
           454.0499877930          1582.0279121399
           454.0599975586          1579.7985076904
           454.0700073242          1572.3868370056
           454.0799865723          1574.8147010803
           454.0899963379          1572.3876953125
           454.1000061035          1564.2848014832
           454.1099853516          1565.6091690063
           454.1199951172          1563.3940696716
           454.1300048828          1556.8581581116
           454.1400146484          1560.0008010864
           454.1499938965          1558.4896087646
           454.1600036621          1553.3573150635
           454.1700134277          1558.2769393921
           454.1799926758          1558.4976196289
           454.1900024414          1558.7569236755
           454.2000122070          1554.6602249146
           454.2099914551          1560.3457450867
           454.2200012207          1560.4113578796
           454.2300109863          1554.8563003540
           454.2399902344          1559.1008186340
           454.2500000000          1559.0122222900
           454.2600097656          1553.9394378662
           454.2699890137          1558.0251693726
           454.2799987793          1556.2084197998
           454.2900085449          1547.2922325134
           454.2999877930          1547.7725982666
           454.3099975586          1543.5315132141
           454.3200073242          1534.8418235779
           454.3299865723          1536.2221717834
           454.3399963379          1532.1859359741
           454.3500061035          1520.4280853271
           454.3599853516          1517.5850868225
           454.3699951172          1509.7445487976
           454.3800048828          1497.9549407959
           454.3900146484          1499.3624687195
           454.3999938965          1496.8566894531
           454.4100036621          1489.8394584656
           454.4200134277          1491.9338226318
           454.4299926758          1489.3046379089
           454.4400024414          1482.2806358337
           454.4500122070          1487.3339653015
           454.4599914551          1488.9313697815
           454.4700012207          1487.1724128723
           454.4800109863          1495.1209068298
           454.4899902344          1499.6609687805
           454.5000000000          1500.1481056213
           454.5100097656          1508.4550857544
           454.5199890137          1511.2434387207
           454.5299987793          1508.9255332947
           454.5400085449          1515.3472900391
           454.5499877930          1516.4188385010
           454.5599975586          1516.7428970337
           454.5700073242          1512.6857757568
           454.5799865723          1518.2397842407
           454.5899963379          1518.2854652405
           454.6000061035          1511.8737220764
           454.6099853516          1514.5865440369
           454.6199951172          1512.5360488892
           454.6300048828          1506.4818382263
           454.6400146484          1511.3947868347
           454.6499938965          1511.8692398071
           454.6600036621          1512.5776290894
           454.6700134277          1512.8449440002
           454.6799926758          1506.5956115723
           454.6900024414          1508.9490890503
           454.7000122070          1504.2567253113
           454.7099914551          1494.8051452637
           454.7200012207          1496.4364051819
           454.7300109863          1493.9215660095
           454.7399902344          1490.7682418823
           454.7500000000          1482.7287673950
           454.7600097656          1481.5716743469
           454.7699890137          1474.9777793884
           454.7799987793          1459.4073295593
           454.7900085449          1450.6031036377
           454.7999877930          1440.7623291016
           454.8099975586          1428.9374351501
           454.8200073242          1427.4991035461
           454.8299865723          1422.8200912476
           454.8399963379          1413.7729644775
           454.8500061035          1413.3205413818
           454.8599853516          1410.9865188599
           454.8699951172          1407.9208374023
           454.8800048828          1417.1296119690
           454.8900146484          1427.3968696594
           454.8999938965          1432.7379226685
           454.9100036621          1445.6403732300
           454.9200134277          1453.5831451416
           454.9299926758          1455.4494857788
           454.9400024414          1466.4102554321
           454.9500122070          1473.7850189209
           454.9599914551          1476.3055801392
           454.9700012207          1486.2617492676
           454.9800109863          1491.1752700806
           454.9899902344          1489.3387794495
           455.0000000000          1496.1273193359
           455.0100097656          1497.6787567139
           455.0199890137          1494.5885658264
           455.0299987793          1501.0591506958
           455.0400085449          1503.0405044556
           455.0499877930          1500.0681877136
           455.0599975586          1506.0952186584
           455.0700073242          1505.8826446533
           455.0799865723          1500.3338813782
           455.0899963379          1505.6134223938
           455.1000061035          1507.1084976196
           455.1099853516          1508.4831237793
           455.1199951172          1505.1701545715
           455.1300048828          1512.3305320740
           455.1400146484          1516.1571502686
           455.1499938965          1514.8209571838
           455.1600036621          1522.2360610962
           455.1700134277          1525.4907608032
           455.1799926758          1524.7446060181
           455.1900024414          1532.6009750366
           455.2000122070          1534.2923164368
           455.2099914551          1531.3590049744
           455.2200012207          1538.1026268005
           455.2300109863          1538.6116027832
           455.2399902344          1529.9517631531
           455.2500000000          1530.3107261658
           455.2600097656          1525.7362365723
           455.2699890137          1516.3623809814
           455.2799987793          1515.4199600220
           455.2900085449          1510.5925559998
           455.2999877930          1506.4818382263
           455.3099975586          1512.6466751099
           455.3200073242          1515.8951759338
           455.3299865723          1515.0722503662
           455.3399963379          1526.0090827942
           455.3500061035          1533.1567764282
           455.3599853516          1535.0550651550
           455.3699951172          1546.0626602173
           455.3800048828          1551.7679214478
           455.3900146484          1552.3781776428
           455.3999938965          1557.6832771301
           455.4100036621          1554.9612045288
           455.4200134277          1544.4793701172
           455.4299926758          1540.4307365417
           455.4400024414          1530.2558898926
           455.4500122070          1518.0740356445
           455.4599914551          1502.4961471558
           455.4700012207          1497.8415489197
           455.4800109863          1488.8568878174
           455.4899902344          1475.9140968323
           455.5000000000          1472.9104042053
           455.5100097656          1467.9659843445
           455.5199890137          1459.3842506409
           455.5299987793          1462.4062538147
           455.5400085449          1461.6516113281
           455.5499877930          1458.0870628357
           455.5599975586          1463.3077621460
           455.5700073242          1462.2073173523
           455.5799865723          1456.7260742188
           455.5899963379          1463.6884689331
           455.6000061035          1467.0376777649
           455.6099853516          1465.5964851379
           455.6199951172          1472.9399681091
           455.6300048828          1474.6140480042
           455.6400146484          1471.3675498962
           455.6499938965          1476.9196510315
           455.6600036621          1477.8737068176
           455.6700134277          1474.0495681763
           455.6799926758          1479.0561676025
           455.6900024414          1476.2250900269
           455.7000122070          1465.5910491943
           455.7099914551          1463.9726638794
           455.7200012207          1457.9150199890
           455.7300109863          1448.6407279968
           455.7399902344          1449.9911308289
           455.7500000000          1448.1775283813
           455.7600097656          1444.5452690125
           455.7699890137          1450.2664566040
           455.7799987793          1452.8507232666
           455.7900085449          1451.7797470093
           455.7999877930          1462.5044822693
           455.8099975586          1468.5997962952
           455.8200073242          1472.5811004639
           455.8299865723          1471.6088294983
           455.8399963379          1478.3254623413
           455.8500061035          1480.1153182983
           455.8599853516          1475.4217147827
           455.8699951172          1479.2757034302
           455.8800048828          1478.6853790283
           455.8900146484          1473.6089706421
           455.8999938965          1477.4741172791
           455.9100036621          1476.8792152405
           455.9200134277          1474.1255760193
           455.9299926758          1481.5347671509
           455.9400024414          1485.6607437134
           455.9500122070          1486.0704421997
           455.9599914551          1497.1282958984
           455.9700012207          1505.2080154419
           455.9800109863          1509.0696334839
           455.9899902344          1522.7607727051
           456.0000000000          1531.8911552429
           456.0100097656          1536.3606452942
           456.0199890137          1550.1443862915
           456.0299987793          1559.0723991394
           456.0400085449          1562.9490852356
           456.0499877930          1575.6508827209
           456.0599975586          1582.7002525330
           456.0700073242          1581.4684867859
           456.0799865723          1589.3009185791
           456.0899963379          1590.8761978149
           456.1000061035          1587.1822357178
           456.1099853516          1592.1327590942
           456.1199951172          1591.9763565063
           456.1300048828          1586.2738609314
           456.1400146484          1590.0764465332
           456.1499938965          1588.5992050171
           456.1600036621          1582.1434020996
           456.1700134277          1585.5513572693
           456.1799926758          1584.1940879822
           456.1900024414          1580.9925079346
           456.2000122070          1571.7446327209
           456.2099914551          1574.1826057434
           456.2200012207          1573.2426643372
           456.2300109863          1568.3604240417
           456.2399902344          1573.9256858826
           456.2500000000          1574.4649887085
           456.2600097656          1569.8657989502
           456.2699890137          1574.8233795166
           456.2799987793          1574.8936653137
           456.2900085449          1570.9848403931
           456.2999877930          1579.0869712830
           456.3099975586          1581.2485694885
           456.3200073242          1574.8264312744
           456.3299865723          1577.7994155884
           456.3399963379          1575.9741783142
           456.3500061035          1569.5243835449
           456.3599853516          1573.7041473389
           456.3699951172          1573.1316566467
           456.3800048828          1566.6212081909
           456.3900146484          1569.3810462952
           456.3999938965          1566.8556213379
           456.4100036621          1559.4157218933
           456.4200134277          1562.1993064880
           456.4299926758          1560.5289459229
           456.4400024414          1553.5872459412
           456.4500122070          1555.8878898621
           456.4599914551          1552.9104232788
           456.4700012207          1544.8512077332
           456.4800109863          1547.1096992493
           456.4899902344          1545.5183982849
           456.5000000000          1539.4631385803
           456.5100097656          1543.1770324707
           456.5199890137          1541.6864395142
           456.5299987793          1534.4753265381
           456.5400085449          1535.8021736145
           456.5499877930          1530.0540924072
           456.5599975586          1524.8080253601
           456.5700073242          1516.8363571167
           456.5799865723          1518.4274673462
           456.5899963379          1516.0519599915
           456.6000061035          1509.2962265015
           456.6099853516          1512.7264022827
           456.6199951172          1511.8495941162
           456.6300048828          1507.7544212341
           456.6400146484          1513.2081031799
           456.6499938965          1513.8532638550
           456.6600036621          1514.4344329834
           456.6700134277          1515.1734352112
           456.6799926758          1511.3597869873
           456.6900024414          1516.1443710327
           456.7000122070          1515.8691406250
           456.7099914551          1511.3677978516
           456.7200012207          1516.3817405701
           456.7300109863          1517.2836303711
           456.7399902344          1518.6944961548
           456.7500000000          1515.8834457397
