    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  9.60000e-20    0.0180000  1.70000e-06     0.100000  2.50000e-13      0.00000  3.80000e-18
      1.50000  1.60000e-19    0.0130000  1.60000e-06     0.100000  2.40000e-13      0.00000  7.00000e-18
      2.50000  2.70000e-19   0.00970000  1.60000e-06     0.100000  2.50000e-13      0.00000  1.10000e-17
      3.50000  4.60000e-19   0.00680000  1.60000e-06     0.100000  2.80000e-13      0.00000  1.50000e-17
      4.50000  8.40000e-19   0.00450000  1.60000e-06     0.100000  3.40000e-13      0.00000  1.90000e-17
      5.50000  1.60000e-18   0.00280000  1.60000e-06     0.100000  4.30000e-13      0.00000  2.30000e-17
      6.50000  2.80000e-18   0.00160000  1.60000e-06     0.100000  4.70000e-13      0.00000  2.60000e-17
      7.50000  4.70000e-18  0.000840000  1.60000e-06     0.100000  4.90000e-13      0.00000  2.80000e-17
      8.50000  1.30000e-17  0.000380000  1.60000e-06     0.100000  7.80000e-13      0.00000  3.20000e-17
      9.50000  8.60000e-17  0.000150000  1.60000e-06     0.100000  2.90000e-12      0.00000  4.30000e-17
      10.5000  1.10000e-15  5.20000e-05  1.60000e-06     0.100000  1.90000e-11      0.00000  8.20000e-17
      11.5000  2.20000e-14  1.60000e-05  1.60000e-06     0.100000  1.80000e-10      0.00000  2.60000e-16
      12.5000  3.60000e-13  4.10000e-06  1.60000e-06     0.100000  1.90000e-09      0.00000  8.90000e-16
      13.5000  2.80000e-12  1.00000e-06  1.60000e-06     0.100000  1.30000e-08      0.00000  1.80000e-15
      14.5000  1.10000e-11  2.30000e-07  1.60000e-06     0.100000  5.10000e-08      0.00000  3.60000e-15
      15.5000  2.70000e-11  7.10000e-08  1.60000e-06     0.100000  1.50000e-07      0.00000  7.10000e-15
      16.5000  4.80000e-11  6.70000e-08  1.60000e-06     0.100000  3.70000e-07      0.00000  1.20000e-14
      17.5000  7.50000e-11  7.50000e-08  1.60000e-06     0.100000  7.90000e-07      0.00000  1.80000e-14
      18.5000  1.00000e-10  9.20000e-08  1.60000e-06     0.100000  1.50000e-06      0.00000  2.40000e-14
      19.5000  1.30000e-10  1.10000e-07  1.60000e-06     0.100000  2.40000e-06      0.00000  3.00000e-14
      20.5000  1.50000e-10  1.30000e-07  1.60000e-06     0.100000  3.70000e-06      0.00000  3.60000e-14
      21.5000  1.80000e-10  1.60000e-07  1.60000e-06     0.100000  5.20000e-06      0.00000  4.30000e-14
      22.5000  2.00000e-10  1.80000e-07  1.60000e-06     0.100000  6.90000e-06      0.00000  5.00000e-14
      23.5000  2.20000e-10  1.90000e-07  1.60000e-06     0.100000  9.00000e-06      0.00000  5.90000e-14
      24.5000  2.40000e-10  2.10000e-07  1.60000e-06     0.100000  1.10000e-05      0.00000  7.00000e-14
      25.5000  2.60000e-10  2.30000e-07  1.60000e-06     0.100000  1.40000e-05      0.00000  8.50000e-14
      26.5000  2.80000e-10  2.40000e-07  1.60000e-06     0.100000  1.70000e-05      0.00000  1.00000e-13
      27.5000  3.10000e-10  2.50000e-07  1.60000e-06     0.100000  2.00000e-05      0.00000  1.30000e-13
      28.5000  3.50000e-10  2.60000e-07  1.60000e-06     0.100000  2.30000e-05      0.00000  1.60000e-13
      29.5000  3.80000e-10  2.70000e-07  1.60000e-06     0.100000  2.70000e-05      0.00000  2.00000e-13
      30.5000  4.20000e-10  2.80000e-07  1.60000e-06     0.100000  3.10000e-05      0.00000  2.50000e-13
      31.5000  4.70000e-10  2.80000e-07  1.60000e-06     0.100000  3.60000e-05      0.00000  3.20000e-13
      32.5000  5.30000e-10  2.90000e-07  1.60000e-06     0.100000  4.10000e-05      0.00000  4.00000e-13
      33.5000  5.90000e-10  2.90000e-07  1.60000e-06     0.100000  4.70000e-05      0.00000  5.10000e-13
      34.5000  6.50000e-10  3.00000e-07  1.60000e-06     0.100000  5.30000e-05      0.00000  6.50000e-13
