    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  7.70000e-18    0.0300000  1.70000e-06     0.100000  1.90000e-12      0.00000  2.70000e-21
      1.50000  8.60000e-17    0.0240000  1.60000e-06     0.100000  1.00000e-11      0.00000  1.20000e-20
      2.50000  9.30000e-16    0.0190000  1.60000e-06     0.100000  1.10000e-10      0.00000  1.30000e-19
      3.50000  6.30000e-15    0.0140000  1.60000e-06     0.100000  1.30000e-09      0.00000  2.20000e-19
      4.50000  2.20000e-14    0.0110000  1.60000e-06     0.100000  4.40000e-09      0.00000  2.70000e-19
      5.50000  5.80000e-14   0.00790000  1.60000e-06     0.100000  9.70000e-09      0.00000  3.40000e-19
      6.50000  1.30000e-13   0.00560000  1.60000e-06     0.100000  1.80000e-08      0.00000  4.20000e-19
      7.50000  2.60000e-13   0.00380000  1.60000e-06     0.100000  2.90000e-08      0.00000  5.10000e-19
      8.50000  4.90000e-13   0.00240000  1.60000e-06     0.100000  4.40000e-08      0.00000  6.10000e-19
      9.50000  9.10000e-13   0.00140000  1.60000e-06     0.100000  6.40000e-08      0.00000  7.10000e-19
      10.5000  1.90000e-12  0.000780000  1.60000e-06     0.100000  9.90000e-08      0.00000  8.20000e-19
      11.5000  4.80000e-12  0.000300000  1.60000e-06     0.100000  1.90000e-07      0.00000  9.30000e-19
      12.5000  1.50000e-11  0.000120000  1.60000e-06     0.100000  4.00000e-07      0.00000  1.10000e-18
      13.5000  5.20000e-11  4.50000e-05  1.60000e-06     0.100000  8.60000e-07      0.00000  1.30000e-18
      14.5000  1.70000e-10  1.60000e-05  1.60000e-06     0.100000  1.70000e-06      0.00000  1.60000e-18
      15.5000  5.00000e-10  5.20000e-06  1.60000e-06     0.100000  2.90000e-06      0.00000  2.00000e-18
      16.5000  1.30000e-09  1.60000e-06  1.60000e-06     0.100000  4.50000e-06      0.00000  2.60000e-18
      17.5000  2.80000e-09  4.60000e-07  1.60000e-06     0.100000  6.50000e-06      0.00000  3.50000e-18
      18.5000  5.00000e-09  1.40000e-07  1.60000e-06     0.100000  8.80000e-06      0.00000  4.80000e-18
      19.5000  6.40000e-09  1.30000e-07  1.60000e-06     0.100000  1.20000e-05      0.00000  6.60000e-18
      20.5000  7.60000e-09  1.30000e-07  1.60000e-06     0.100000  1.50000e-05      0.00000  8.90000e-18
      21.5000  8.60000e-09  1.30000e-07  1.60000e-06     0.100000  1.80000e-05      0.00000  1.20000e-17
      22.5000  9.50000e-09  1.30000e-07  1.60000e-06     0.100000  2.10000e-05      0.00000  1.60000e-17
