    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  3.70000e-19   0.00670000  1.70000e-06     0.100000  1.70000e-14      0.00000  4.00000e-15
      1.50000  7.80000e-19   0.00420000  1.60000e-06     0.100000  2.30000e-14      0.00000  6.50000e-15
      2.50000  2.50000e-18   0.00240000  1.60000e-06     0.100000  4.50000e-14      0.00000  8.40000e-15
      3.50000  2.00000e-17   0.00120000  1.60000e-06     0.100000  2.10000e-13      0.00000  9.90000e-15
      4.50000  7.60000e-16  0.000570000  1.60000e-06     0.100000  4.00000e-12      0.00000  1.20000e-14
      5.50000  4.80000e-14  0.000230000  1.60000e-06     0.100000  1.20000e-10      0.00000  1.70000e-14
      6.50000  1.00000e-12  8.00000e-05  1.60000e-06     0.100000  1.80000e-09      0.00000  4.50000e-14
      7.50000  7.30000e-12  2.50000e-05  1.60000e-06     0.100000  1.40000e-08      0.00000  9.10000e-14
      8.50000  3.50000e-11  6.80000e-06  1.60000e-06     0.100000  4.80000e-08      0.00000  1.10000e-13
      9.50000  1.10000e-10  1.60000e-06  1.60000e-06     0.100000  1.00000e-07      0.00000  1.40000e-13
      10.5000  2.60000e-10  3.30000e-07  1.60000e-06     0.100000  1.80000e-07      0.00000  1.90000e-13
      11.5000  4.90000e-10  9.80000e-08  1.60000e-06     0.100000  3.40000e-07      0.00000  2.80000e-13
      12.5000  8.10000e-10  4.90000e-08  1.60000e-06     0.100000  6.30000e-07      0.00000  4.20000e-13
      13.5000  1.20000e-09  4.80000e-08  1.60000e-06     0.100000  1.20000e-06      0.00000  5.90000e-13
      14.5000  1.70000e-09  5.80000e-08  1.60000e-06     0.100000  2.00000e-06      0.00000  7.70000e-13
      15.5000  2.30000e-09  7.10000e-08  1.60000e-06     0.100000  3.10000e-06      0.00000  9.80000e-13
      16.5000  3.00000e-09  8.40000e-08  1.60000e-06     0.100000  4.80000e-06      0.00000  1.20000e-12
      17.5000  3.80000e-09  1.00000e-07  1.60000e-06     0.100000  7.20000e-06      0.00000  1.50000e-12
      18.5000  4.70000e-09  1.20000e-07  1.50000e-06     0.100000  1.10000e-05      0.00000  1.80000e-12
      19.5000  5.70000e-09  1.40000e-07  1.50000e-06     0.100000  1.50000e-05      0.00000  2.10000e-12
      20.5000  6.80000e-09  1.70000e-07  1.50000e-06     0.100000  2.10000e-05      0.00000  2.50000e-12
      21.5000  8.10000e-09  2.00000e-07  1.40000e-06     0.100000  2.90000e-05      0.00000  3.00000e-12
      22.5000  9.40000e-09  2.40000e-07  1.40000e-06     0.100000  3.90000e-05      0.00000  3.50000e-12
      23.5000  1.10000e-08  2.90000e-07  1.40000e-06     0.100000  5.20000e-05      0.00000  4.20000e-12
      24.5000  1.20000e-08  3.40000e-07  1.40000e-06     0.100000  6.70000e-05      0.00000  5.00000e-12
      25.5000  1.40000e-08  4.00000e-07  1.40000e-06     0.100000  8.60000e-05      0.00000  6.00000e-12
      26.5000  1.50000e-08  4.80000e-07  1.30000e-06     0.100000  0.000110000      0.00000  7.10000e-12
      27.5000  1.70000e-08  5.70000e-07  1.30000e-06     0.100000  0.000140000      0.00000  8.50000e-12
      28.5000  1.80000e-08  6.70000e-07  1.30000e-06     0.100000  0.000170000      0.00000  1.00000e-11
      29.5000  2.00000e-08  7.80000e-07  1.30000e-06    0.0990000  0.000210000      0.00000  1.20000e-11
      30.5000  2.10000e-08  8.80000e-07  1.20000e-06    0.0990000  0.000260000      0.00000  1.50000e-11
      31.5000  2.20000e-08  9.50000e-07  1.20000e-06    0.0990000  0.000320000      0.00000  1.70000e-11
      32.5000  2.40000e-08  9.50000e-07  1.20000e-06    0.0990000  0.000400000      0.00000  2.10000e-11
      33.5000  2.60000e-08  8.90000e-07  1.20000e-06    0.0990000  0.000480000      0.00000  2.40000e-11
      34.5000  2.80000e-08  7.80000e-07  1.20000e-06    0.0990000  0.000590000      0.00000  2.90000e-11
      35.5000  3.20000e-08  6.60000e-07  1.10000e-06    0.0980000  0.000720000      0.00000  3.40000e-11
      36.5000  3.60000e-08  5.30000e-07  1.10000e-06    0.0980000  0.000870000      0.00000  4.10000e-11
      37.5000  4.20000e-08  4.10000e-07  1.10000e-06    0.0980000   0.00100000      0.00000  4.90000e-11
      38.5000  4.90000e-08  3.00000e-07  1.10000e-06    0.0970000   0.00130000      0.00000  5.90000e-11
      39.5000  5.80000e-08  2.20000e-07  1.00000e-06    0.0970000   0.00150000      0.00000  7.10000e-11
      40.5000  6.90000e-08  1.60000e-07  1.00000e-06    0.0960000   0.00180000      0.00000  8.50000e-11
      41.5000  8.20000e-08  1.20000e-07  9.80000e-07    0.0950000   0.00210000      0.00000  1.00000e-10
      42.5000  9.60000e-08  8.50000e-08  9.50000e-07    0.0940000   0.00250000      0.00000  1.30000e-10
      43.5000  1.10000e-07  6.50000e-08  9.20000e-07    0.0940000   0.00290000      0.00000  1.50000e-10
      44.5000  1.30000e-07  5.10000e-08  8.90000e-07    0.0930000   0.00340000      0.00000  1.80000e-10
      45.5000  1.40000e-07  4.10000e-08  8.60000e-07    0.0910000   0.00400000      0.00000  2.20000e-10
      46.5000  1.60000e-07  3.40000e-08  8.20000e-07    0.0900000   0.00460000      0.00000  2.60000e-10
      47.5000  1.80000e-07  2.80000e-08  7.90000e-07    0.0890000   0.00530000      0.00000  3.00000e-10
      48.5000  1.90000e-07  2.40000e-08  7.50000e-07    0.0870000   0.00600000      0.00000  3.50000e-10
      49.5000  2.00000e-07  2.10000e-08  7.10000e-07    0.0850000   0.00680000      0.00000  3.90000e-10
      50.5000  2.10000e-07  1.90000e-08  6.60000e-07    0.0840000   0.00760000      0.00000  4.40000e-10
      51.5000  2.20000e-07  1.80000e-08  6.20000e-07    0.0820000   0.00850000      0.00000  4.90000e-10
      52.5000  2.20000e-07  1.80000e-08  5.70000e-07    0.0800000   0.00950000      0.00000  5.40000e-10
      53.5000  2.10000e-07  1.80000e-08  5.20000e-07    0.0780000    0.0100000      0.00000  6.00000e-10
      54.5000  1.90000e-07  2.10000e-08  4.60000e-07    0.0760000    0.0110000      0.00000  6.70000e-10
      55.5000  1.70000e-07  2.60000e-08  4.00000e-07    0.0740000    0.0120000      0.00000  7.50000e-10
      56.5000  1.50000e-07  3.00000e-08  3.40000e-07    0.0710000    0.0130000      0.00000  8.20000e-10
      57.5000  1.40000e-07  3.30000e-08  2.80000e-07    0.0690000    0.0140000      0.00000  8.40000e-10
      58.5000  1.40000e-07  3.20000e-08  2.20000e-07    0.0670000    0.0150000      0.00000  8.00000e-10
      59.5000  1.40000e-07  2.80000e-08  1.60000e-07    0.0640000    0.0160000      0.00000  7.10000e-10
      60.5000  1.50000e-07  2.20000e-08  1.20000e-07    0.0620000    0.0170000      0.00000  5.90000e-10
      61.5000  1.70000e-07  1.60000e-08  8.80000e-08    0.0590000    0.0180000      0.00000  4.90000e-10
      62.5000  1.90000e-07  1.10000e-08  6.20000e-08    0.0560000    0.0180000      0.00000  3.90000e-10
      63.5000  2.00000e-07  7.00000e-09  4.40000e-08    0.0540000    0.0190000      0.00000  3.10000e-10
      64.5000  2.00000e-07  4.20000e-09  3.10000e-08    0.0510000    0.0180000      0.00000  2.40000e-10
      65.5000  1.90000e-07  2.40000e-09  2.20000e-08    0.0490000    0.0180000      0.00000  1.80000e-10
      66.5000  1.80000e-07  1.30000e-09  1.50000e-08    0.0460000    0.0170000      0.00000  1.30000e-10
      67.5000  1.50000e-07  6.90000e-10  1.10000e-08    0.0430000    0.0150000      0.00000  9.20000e-11
      68.5000  1.20000e-07  3.60000e-10  7.70000e-09    0.0400000    0.0140000      0.00000  6.30000e-11
