    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
      69.5000  9.40000e-08  1.80000e-10  5.50000e-09    0.0370000    0.0110000      0.00000  4.10000e-11
      70.5000  6.70000e-08  9.00000e-11  4.00000e-09    0.0340000   0.00920000      0.00000  2.60000e-11
      71.5000  4.40000e-08  4.40000e-11  2.90000e-09    0.0310000   0.00710000      0.00000  1.60000e-11
      72.5000  2.60000e-08  2.10000e-11  2.10000e-09    0.0290000   0.00510000      0.00000  9.00000e-12
      73.5000  1.50000e-08  9.40000e-12  1.60000e-09    0.0260000   0.00350000      0.00000  5.10000e-12
      74.5000  7.90000e-09  4.20000e-12  1.10000e-09    0.0230000   0.00230000      0.00000  2.90000e-12
      75.5000  4.10000e-09  1.80000e-12  8.40000e-10    0.0200000   0.00160000      0.00000  1.80000e-12
      76.5000  2.10000e-09  8.00000e-13  6.20000e-10    0.0180000   0.00100000      0.00000  1.20000e-12
      77.5000  1.10000e-09  3.50000e-13  4.60000e-10    0.0150000  0.000700000      0.00000  9.10000e-13
      78.5000  5.60000e-10  1.60000e-13  3.40000e-10    0.0140000  0.000480000      0.00000  7.40000e-13
      79.5000  2.90000e-10  7.20000e-14  2.60000e-10    0.0120000  0.000340000      0.00000  6.50000e-13
      80.5000  1.50000e-10  3.30000e-14  2.00000e-10    0.0100000  0.000240000      0.00000  6.00000e-13
      81.5000  8.10000e-11  1.60000e-14  1.50000e-10   0.00900000  0.000170000      0.00000  5.70000e-13
      82.5000  4.30000e-11  7.60000e-15  1.20000e-10   0.00790000  0.000130000      0.00000  5.40000e-13
      83.5000  2.30000e-11  3.70000e-15  9.40000e-11   0.00690000  9.50000e-05      0.00000  5.30000e-13
      84.5000  1.30000e-11  1.90000e-15  7.60000e-11   0.00600000  7.10000e-05      0.00000  5.20000e-13
      85.5000  7.10000e-12  9.70000e-16  6.30000e-11   0.00530000  5.40000e-05      0.00000  5.10000e-13
      86.5000  4.00000e-12  5.20000e-16  5.20000e-11   0.00470000  4.20000e-05      0.00000  5.00000e-13
      87.5000  2.30000e-12  2.80000e-16  4.40000e-11   0.00410000  3.20000e-05      0.00000  4.90000e-13
      88.5000  1.30000e-12  1.60000e-16  3.80000e-11   0.00360000  2.60000e-05      0.00000  4.80000e-13
      89.5000  7.70000e-13  9.50000e-17  3.40000e-11   0.00320000  2.00000e-05      0.00000  4.70000e-13
      90.5000  4.60000e-13  5.90000e-17  3.00000e-11   0.00280000  1.60000e-05      0.00000  4.70000e-13
      91.5000  2.70000e-13  3.80000e-17  2.70000e-11   0.00250000  1.30000e-05      0.00000  4.60000e-13
      92.5000  1.70000e-13  2.60000e-17  2.40000e-11   0.00220000  1.10000e-05      0.00000  4.50000e-13
      93.5000  1.00000e-13  1.80000e-17  2.20000e-11   0.00200000  9.30000e-06      0.00000  4.40000e-13
      94.5000  6.50000e-14  1.30000e-17  2.00000e-11   0.00170000  7.90000e-06      0.00000  4.30000e-13
      95.5000  4.20000e-14  1.00000e-17  1.90000e-11   0.00150000  6.80000e-06      0.00000  4.20000e-13
      96.5000  2.70000e-14  8.30000e-18  1.70000e-11   0.00140000  6.10000e-06      0.00000  4.10000e-13
      97.5000  1.80000e-14  7.10000e-18  1.60000e-11   0.00120000  5.50000e-06      0.00000  4.00000e-13
      98.5000  1.30000e-14  6.60000e-18  1.40000e-11   0.00110000  5.10000e-06      0.00000  3.90000e-13
      99.5000  9.10000e-15  6.60000e-18  1.30000e-11  0.000950000  4.90000e-06      0.00000  3.80000e-13
