    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
      55.5000  2.30000e-09  1.70000e-07  1.00000e-06    0.0970000  0.000550000      0.00000  1.50000e-10
      56.5000  3.60000e-09  1.60000e-07  9.40000e-07    0.0970000  0.000610000      0.00000  1.00000e-10
      57.5000  4.90000e-09  1.50000e-07  8.60000e-07    0.0970000  0.000660000      0.00000  7.50000e-11
      58.5000  5.90000e-09  1.30000e-07  7.80000e-07    0.0960000  0.000710000      0.00000  5.50000e-11
      59.5000  6.80000e-09  1.10000e-07  7.00000e-07    0.0960000  0.000760000      0.00000  4.20000e-11
      60.5000  7.30000e-09  9.90000e-08  6.20000e-07    0.0950000  0.000810000      0.00000  3.20000e-11
      61.5000  7.70000e-09  8.50000e-08  5.40000e-07    0.0950000  0.000850000      0.00000  2.50000e-11
      62.5000  7.80000e-09  7.20000e-08  4.60000e-07    0.0950000  0.000890000      0.00000  2.00000e-11
      63.5000  7.70000e-09  6.00000e-08  4.00000e-07    0.0940000  0.000920000      0.00000  1.50000e-11
      64.5000  7.20000e-09  5.00000e-08  3.40000e-07    0.0930000  0.000930000      0.00000  1.20000e-11
      65.5000  6.50000e-09  4.20000e-08  2.90000e-07    0.0930000  0.000950000      0.00000  9.00000e-12
      66.5000  5.80000e-09  3.50000e-08  2.50000e-07    0.0920000  0.000950000      0.00000  6.80000e-12
      67.5000  5.00000e-09  3.00000e-08  2.10000e-07    0.0910000  0.000940000      0.00000  5.20000e-12
      68.5000  4.20000e-09  2.50000e-08  1.80000e-07    0.0910000  0.000930000      0.00000  4.00000e-12
      69.5000  3.40000e-09  2.10000e-08  1.60000e-07    0.0900000  0.000920000      0.00000  3.00000e-12
      70.5000  2.80000e-09  1.80000e-08  1.30000e-07    0.0890000  0.000900000      0.00000  2.40000e-12
      71.5000  2.20000e-09  1.50000e-08  1.20000e-07    0.0880000  0.000870000      0.00000  2.00000e-12
      72.5000  1.70000e-09  1.30000e-08  1.00000e-07    0.0870000  0.000840000      0.00000  1.80000e-12
      73.5000  1.30000e-09  1.20000e-08  9.10000e-08    0.0850000  0.000810000      0.00000  1.70000e-12
      74.5000  9.60000e-10  1.00000e-08  8.10000e-08    0.0840000  0.000780000      0.00000  1.80000e-12
      75.5000  7.10000e-10  8.70000e-09  7.10000e-08    0.0820000  0.000740000      0.00000  2.10000e-12
      76.5000  5.20000e-10  7.60000e-09  6.30000e-08    0.0800000  0.000700000      0.00000  2.40000e-12
      77.5000  3.70000e-10  6.70000e-09  5.60000e-08    0.0780000  0.000660000      0.00000  2.90000e-12
      78.5000  2.60000e-10  5.90000e-09  5.00000e-08    0.0750000  0.000620000      0.00000  3.40000e-12
      79.5000  1.90000e-10  5.20000e-09  4.50000e-08    0.0720000  0.000590000      0.00000  4.00000e-12
      80.5000  1.30000e-10  4.70000e-09  4.10000e-08    0.0690000  0.000550000      0.00000  4.60000e-12
      81.5000  8.90000e-11  4.20000e-09  3.70000e-08    0.0660000  0.000520000      0.00000  5.20000e-12
      82.5000  6.10000e-11  3.90000e-09  3.40000e-08    0.0620000  0.000490000      0.00000  5.80000e-12
      83.5000  4.20000e-11  3.60000e-09  3.20000e-08    0.0590000  0.000470000      0.00000  6.40000e-12
      84.5000  2.90000e-11  3.30000e-09  2.90000e-08    0.0550000  0.000440000      0.00000  7.00000e-12
      85.5000  2.00000e-11  3.20000e-09  2.80000e-08    0.0510000  0.000420000      0.00000  7.50000e-12
      86.5000  1.40000e-11  3.10000e-09  2.60000e-08    0.0470000  0.000400000      0.00000  8.00000e-12
      87.5000  9.60000e-12  3.00000e-09  2.50000e-08    0.0430000  0.000380000      0.00000  8.50000e-12
      88.5000  6.70000e-12  3.00000e-09  2.30000e-08    0.0400000  0.000370000      0.00000  8.80000e-12
      89.5000  4.70000e-12  3.00000e-09  2.20000e-08    0.0360000  0.000350000      0.00000  9.20000e-12
      90.5000  3.30000e-12  3.10000e-09  2.10000e-08    0.0330000  0.000340000      0.00000  9.40000e-12
      91.5000  2.30000e-12  3.20000e-09  2.00000e-08    0.0300000  0.000330000      0.00000  9.60000e-12
      92.5000  1.60000e-12  3.40000e-09  1.90000e-08    0.0270000  0.000320000      0.00000  9.80000e-12
      93.5000  1.20000e-12  3.60000e-09  1.80000e-08    0.0240000  0.000310000      0.00000  1.00000e-11
      94.5000  8.40000e-13  3.80000e-09  1.70000e-08    0.0220000  0.000300000      0.00000  1.00000e-11
      95.5000  6.00000e-13  4.10000e-09  1.60000e-08    0.0190000  0.000300000      0.00000  1.00000e-11
      96.5000  4.30000e-13  4.40000e-09  1.50000e-08    0.0170000  0.000290000      0.00000  1.00000e-11
      97.5000  3.10000e-13  4.80000e-09  1.40000e-08    0.0150000  0.000280000      0.00000  1.00000e-11
      98.5000  2.30000e-13  5.20000e-09  1.30000e-08    0.0140000  0.000280000      0.00000  1.00000e-11
      99.5000  1.70000e-13  5.70000e-09  1.10000e-08    0.0120000  0.000270000      0.00000  1.00000e-11
