    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  7.70000e-19    0.0290000  1.70000e-06     0.100000  3.00000e-11      0.00000  3.80000e-21
      1.50000  2.40000e-18    0.0230000  1.60000e-06     0.100000  4.00000e-11      0.00000  1.10000e-20
      2.50000  2.90000e-17    0.0180000  1.60000e-06     0.100000  7.90000e-11      0.00000  3.60000e-20
      3.50000  8.20000e-16    0.0140000  1.60000e-06     0.100000  2.30000e-10      0.00000  1.70000e-19
      4.50000  1.50000e-14    0.0100000  1.60000e-06     0.100000  9.20000e-10      0.00000  5.10000e-19
      5.50000  5.00000e-14   0.00740000  1.60000e-06     0.100000  3.20000e-09      0.00000  3.50000e-19
      6.50000  1.10000e-13   0.00520000  1.60000e-06     0.100000  6.50000e-09      0.00000  4.20000e-19
      7.50000  2.30000e-13   0.00350000  1.60000e-06     0.100000  1.10000e-08      0.00000  5.10000e-19
      8.50000  4.10000e-13   0.00220000  1.60000e-06     0.100000  1.70000e-08      0.00000  6.20000e-19
      9.50000  7.20000e-13   0.00130000  1.60000e-06     0.100000  2.60000e-08      0.00000  7.50000e-19
      10.5000  1.40000e-12  0.000680000  1.60000e-06     0.100000  4.00000e-08      0.00000  9.20000e-19
      11.5000  3.20000e-12  0.000250000  1.60000e-06     0.100000  7.50000e-08      0.00000  1.10000e-18
      12.5000  9.00000e-12  9.70000e-05  1.60000e-06     0.100000  1.60000e-07      0.00000  1.40000e-18
      13.5000  2.50000e-11  3.60000e-05  1.60000e-06     0.100000  3.50000e-07      0.00000  1.80000e-18
      14.5000  6.20000e-11  1.30000e-05  1.60000e-06     0.100000  6.80000e-07      0.00000  2.30000e-18
      15.5000  1.20000e-10  5.80000e-06  1.60000e-06     0.100000  1.20000e-06      0.00000  2.90000e-18
      16.5000  1.90000e-10  3.60000e-06  1.60000e-06     0.100000  1.90000e-06      0.00000  3.70000e-18
      17.5000  2.70000e-10  2.40000e-06  1.60000e-06     0.100000  2.70000e-06      0.00000  4.60000e-18
      18.5000  3.60000e-10  1.80000e-06  1.60000e-06     0.100000  3.70000e-06      0.00000  5.70000e-18
      19.5000  4.30000e-10  1.60000e-06  1.60000e-06     0.100000  4.90000e-06      0.00000  7.00000e-18
      20.5000  5.00000e-10  1.40000e-06  1.60000e-06     0.100000  6.20000e-06      0.00000  8.80000e-18
      21.5000  5.60000e-10  1.40000e-06  1.60000e-06     0.100000  7.60000e-06      0.00000  1.10000e-17
      22.5000  6.00000e-10  1.30000e-06  1.60000e-06     0.100000  9.00000e-06      0.00000  1.40000e-17
      23.5000  6.40000e-10  1.30000e-06  1.60000e-06     0.100000  1.10000e-05      0.00000  1.70000e-17
      24.5000  6.70000e-10  1.30000e-06  1.60000e-06     0.100000  1.20000e-05      0.00000  2.10000e-17
      25.5000  7.00000e-10  1.30000e-06  1.60000e-06     0.100000  1.40000e-05      0.00000  2.70000e-17
      26.5000  7.30000e-10  1.30000e-06  1.60000e-06     0.100000  1.60000e-05      0.00000  3.40000e-17
      27.5000  7.50000e-10  1.30000e-06  1.60000e-06     0.100000  1.80000e-05      0.00000  4.40000e-17
      28.5000  7.80000e-10  1.30000e-06  1.60000e-06     0.100000  2.00000e-05      0.00000  5.60000e-17
      29.5000  8.20000e-10  1.30000e-06  1.60000e-06     0.100000  2.20000e-05      0.00000  7.30000e-17
      30.5000  8.60000e-10  1.30000e-06  1.60000e-06     0.100000  2.50000e-05      0.00000  9.50000e-17
      31.5000  9.00000e-10  1.30000e-06  1.60000e-06     0.100000  2.80000e-05      0.00000  1.20000e-16
      32.5000  9.40000e-10  1.30000e-06  1.60000e-06     0.100000  3.10000e-05      0.00000  1.60000e-16
      33.5000  1.00000e-09  1.30000e-06  1.60000e-06     0.100000  3.40000e-05      0.00000  2.20000e-16
      34.5000  1.10000e-09  1.30000e-06  1.60000e-06     0.100000  3.80000e-05      0.00000  2.90000e-16
      35.5000  1.20000e-09  1.30000e-06  1.60000e-06     0.100000  4.20000e-05      0.00000  3.90000e-16
      36.5000  1.30000e-09  1.30000e-06  1.60000e-06     0.100000  4.60000e-05      0.00000  5.20000e-16
      37.5000  1.40000e-09  1.30000e-06  1.60000e-06     0.100000  5.10000e-05      0.00000  7.10000e-16
      38.5000  1.60000e-09  1.30000e-06  1.50000e-06     0.100000  5.60000e-05      0.00000  9.60000e-16
      39.5000  1.80000e-09  1.30000e-06  1.50000e-06     0.100000  6.10000e-05      0.00000  1.30000e-15
      40.5000  2.00000e-09  1.30000e-06  1.50000e-06     0.100000  6.70000e-05      0.00000  1.80000e-15
      41.5000  2.30000e-09  1.30000e-06  1.50000e-06     0.100000  7.30000e-05      0.00000  2.60000e-15
      42.5000  2.50000e-09  1.30000e-06  1.50000e-06     0.100000  8.00000e-05      0.00000  3.90000e-15
      43.5000  2.60000e-09  1.20000e-06  1.50000e-06     0.100000  8.80000e-05      0.00000  6.00000e-15
      44.5000  2.60000e-09  1.20000e-06  1.50000e-06    0.0990000  9.60000e-05      0.00000  9.50000e-15
      45.5000  2.40000e-09  1.20000e-06  1.50000e-06    0.0990000  0.000110000      0.00000  1.50000e-14
      46.5000  2.20000e-09  1.20000e-06  1.40000e-06    0.0990000  0.000120000      0.00000  2.30000e-14
      47.5000  2.00000e-09  1.20000e-06  1.40000e-06    0.0990000  0.000130000      0.00000  3.60000e-14
      48.5000  1.70000e-09  1.20000e-06  1.40000e-06    0.0990000  0.000140000      0.00000  5.30000e-14
      49.5000  1.60000e-09  1.20000e-06  1.40000e-06    0.0990000  0.000150000      0.00000  7.80000e-14
      50.5000  1.40000e-09  1.20000e-06  1.30000e-06    0.0990000  0.000170000      0.00000  1.10000e-13
