    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  3.00000e-21    0.0270000  1.70000e-06     0.100000  1.70000e-10      0.00000  4.20000e-22
      1.50000  7.70000e-21    0.0210000  1.60000e-06     0.100000  1.70000e-10      0.00000  9.50000e-22
      2.50000  1.60000e-20    0.0160000  1.60000e-06     0.100000  1.60000e-10      0.00000  1.70000e-21
      3.50000  3.00000e-20    0.0120000  1.60000e-06     0.100000  1.60000e-10      0.00000  2.70000e-21
      4.50000  4.90000e-20   0.00880000  1.60000e-06     0.100000  1.50000e-10      0.00000  3.80000e-21
      5.50000  7.40000e-20   0.00630000  1.60000e-06     0.100000  1.30000e-10      0.00000  5.00000e-21
      6.50000  1.10000e-19   0.00430000  1.60000e-06     0.100000  1.20000e-10      0.00000  6.00000e-21
      7.50000  1.40000e-19   0.00280000  1.60000e-06     0.100000  1.10000e-10      0.00000  6.80000e-21
      8.50000  2.00000e-19   0.00170000  1.60000e-06     0.100000  9.60000e-11      0.00000  7.30000e-21
      9.50000  2.80000e-19  0.000930000  1.60000e-06     0.100000  8.50000e-11      0.00000  7.60000e-21
      10.5000  4.20000e-19  0.000460000  1.60000e-06     0.100000  7.40000e-11      0.00000  7.60000e-21
      11.5000  6.10000e-19  0.000160000  1.60000e-06     0.100000  5.90000e-11      0.00000  7.00000e-21
      12.5000  1.30000e-18  5.70000e-05  1.60000e-06     0.100000  5.50000e-11      0.00000  7.50000e-21
      13.5000  8.40000e-18  1.90000e-05  1.60000e-06     0.100000  9.80000e-11      0.00000  1.50000e-20
      14.5000  1.60000e-16  6.30000e-06  1.60000e-06     0.100000  3.10000e-10      0.00000  5.50000e-20
      15.5000  4.00000e-15  1.90000e-06  1.60000e-06     0.100000  1.10000e-09      0.00000  2.30000e-19
      16.5000  7.70000e-14  4.70000e-07  1.60000e-06     0.100000  4.20000e-09      0.00000  9.70000e-19
      17.5000  8.30000e-13  1.10000e-07  1.60000e-06     0.100000  1.40000e-08      0.00000  3.70000e-18
      18.5000  4.90000e-12  8.20000e-08  1.60000e-06     0.100000  4.40000e-08      0.00000  1.30000e-17
      19.5000  2.20000e-11  8.40000e-08  1.60000e-06     0.100000  1.30000e-07      0.00000  4.70000e-17
      20.5000  7.80000e-11  8.70000e-08  1.60000e-06     0.100000  3.40000e-07      0.00000  1.50000e-16
      21.5000  2.30000e-10  8.90000e-08  1.60000e-06     0.100000  8.60000e-07      0.00000  4.20000e-16
      22.5000  5.30000e-10  9.10000e-08  1.60000e-06     0.100000  2.00000e-06      0.00000  8.60000e-16
      23.5000  1.00000e-09  9.40000e-08  1.60000e-06     0.100000  4.10000e-06      0.00000  1.40000e-15
      24.5000  1.70000e-09  9.70000e-08  1.60000e-06     0.100000  7.30000e-06      0.00000  2.10000e-15
      25.5000  2.50000e-09  9.90000e-08  1.60000e-06     0.100000  1.20000e-05      0.00000  2.80000e-15
      26.5000  3.40000e-09  1.00000e-07  1.60000e-06     0.100000  1.80000e-05      0.00000  3.60000e-15
      27.5000  4.20000e-09  1.10000e-07  1.60000e-06     0.100000  2.50000e-05      0.00000  4.50000e-15
      28.5000  4.90000e-09  1.10000e-07  1.60000e-06     0.100000  3.40000e-05      0.00000  5.50000e-15
      29.5000  5.50000e-09  1.10000e-07  1.60000e-06     0.100000  4.50000e-05      0.00000  6.50000e-15
      30.5000  6.00000e-09  1.20000e-07  1.60000e-06     0.100000  5.80000e-05      0.00000  7.70000e-15
      31.5000  6.40000e-09  1.20000e-07  1.60000e-06     0.100000  7.30000e-05      0.00000  8.90000e-15
      32.5000  6.70000e-09  1.20000e-07  1.60000e-06     0.100000  8.90000e-05      0.00000  1.00000e-14
      33.5000  6.80000e-09  1.30000e-07  1.60000e-06     0.100000  0.000110000      0.00000  1.20000e-14
      34.5000  6.90000e-09  1.30000e-07  1.50000e-06     0.100000  0.000130000      0.00000  1.30000e-14
      35.5000  6.80000e-09  1.40000e-07  1.50000e-06     0.100000  0.000150000      0.00000  1.50000e-14
      36.5000  6.60000e-09  1.40000e-07  1.50000e-06    0.0990000  0.000180000      0.00000  1.70000e-14
      37.5000  6.40000e-09  1.50000e-07  1.50000e-06    0.0990000  0.000210000      0.00000  1.90000e-14
      38.5000  6.10000e-09  1.60000e-07  1.50000e-06    0.0990000  0.000240000      0.00000  2.20000e-14
      39.5000  5.70000e-09  1.60000e-07  1.50000e-06    0.0990000  0.000270000      0.00000  2.50000e-14
      40.5000  5.40000e-09  1.70000e-07  1.50000e-06    0.0990000  0.000310000      0.00000  2.80000e-14
      41.5000  5.00000e-09  1.80000e-07  1.40000e-06    0.0990000  0.000350000      0.00000  3.30000e-14
      42.5000  4.60000e-09  1.90000e-07  1.40000e-06    0.0990000  0.000390000      0.00000  3.80000e-14
      43.5000  4.10000e-09  2.00000e-07  1.40000e-06    0.0990000  0.000440000      0.00000  4.40000e-14
      44.5000  3.70000e-09  2.10000e-07  1.40000e-06    0.0990000  0.000490000      0.00000  5.20000e-14
      45.5000  3.30000e-09  2.20000e-07  1.30000e-06    0.0980000  0.000550000      0.00000  6.10000e-14
      46.5000  2.90000e-09  2.40000e-07  1.30000e-06    0.0980000  0.000610000      0.00000  7.20000e-14
      47.5000  2.60000e-09  2.50000e-07  1.30000e-06    0.0980000  0.000680000      0.00000  8.60000e-14
      48.5000  2.30000e-09  2.70000e-07  1.20000e-06    0.0980000  0.000750000      0.00000  1.00000e-13
      49.5000  2.00000e-09  2.80000e-07  1.20000e-06    0.0980000  0.000830000      0.00000  1.20000e-13
      50.5000  1.80000e-09  3.00000e-07  1.20000e-06    0.0970000  0.000920000      0.00000  1.50000e-13
      51.5000  1.50000e-09  3.20000e-07  1.10000e-06    0.0970000   0.00100000      0.00000  1.80000e-13
      52.5000  1.30000e-09  3.40000e-07  1.10000e-06    0.0970000   0.00110000      0.00000  2.20000e-13
      53.5000  1.10000e-09  3.70000e-07  1.00000e-06    0.0970000   0.00120000      0.00000  3.00000e-13
      54.5000  7.90000e-10  3.90000e-07  9.40000e-07    0.0960000   0.00140000      0.00000  4.80000e-13
      55.5000  4.60000e-10  4.20000e-07  8.80000e-07    0.0960000   0.00150000      0.00000  1.20000e-12
      56.5000  2.80000e-10  4.50000e-07  8.10000e-07    0.0960000   0.00160000      0.00000  4.90000e-12
      57.5000  4.70000e-10  4.80000e-07  7.30000e-07    0.0950000   0.00180000      0.00000  2.60000e-11
      58.5000  1.40000e-09  4.90000e-07  6.50000e-07    0.0950000   0.00200000      0.00000  9.50000e-11
      59.5000  3.40000e-09  4.70000e-07  5.60000e-07    0.0940000   0.00220000      0.00000  2.00000e-10
      60.5000  6.10000e-09  4.20000e-07  4.70000e-07    0.0940000   0.00240000      0.00000  2.60000e-10
      61.5000  9.40000e-09  3.60000e-07  3.70000e-07    0.0930000   0.00260000      0.00000  2.40000e-10
      62.5000  1.30000e-08  2.90000e-07  2.90000e-07    0.0920000   0.00280000      0.00000  2.00000e-10
      63.5000  1.60000e-08  2.20000e-07  2.10000e-07    0.0920000   0.00300000      0.00000  1.60000e-10
      64.5000  1.80000e-08  1.60000e-07  1.50000e-07    0.0910000   0.00320000      0.00000  1.30000e-10
      65.5000  2.00000e-08  1.10000e-07  9.70000e-08    0.0900000   0.00340000      0.00000  1.00000e-10
      66.5000  2.10000e-08  7.00000e-08  6.20000e-08    0.0890000   0.00360000      0.00000  8.30000e-11
      67.5000  2.20000e-08  4.50000e-08  3.80000e-08    0.0890000   0.00370000      0.00000  6.80000e-11
      68.5000  2.20000e-08  2.80000e-08  2.30000e-08    0.0880000   0.00380000      0.00000  5.60000e-11
      69.5000  2.10000e-08  1.70000e-08  1.40000e-08    0.0870000   0.00390000      0.00000  4.60000e-11
      70.5000  2.00000e-08  1.00000e-08  8.10000e-09    0.0860000   0.00400000      0.00000  3.80000e-11
      71.5000  1.90000e-08  6.30000e-09  4.80000e-09    0.0850000   0.00410000      0.00000  3.10000e-11
      72.5000  1.70000e-08  3.80000e-09  2.80000e-09    0.0840000   0.00410000      0.00000  2.60000e-11
      73.5000  1.60000e-08  2.30000e-09  1.60000e-09    0.0830000   0.00410000      0.00000  2.10000e-11
      74.5000  1.40000e-08  1.40000e-09  9.40000e-10    0.0820000   0.00420000      0.00000  1.80000e-11
      75.5000  1.30000e-08  8.00000e-10  5.30000e-10    0.0810000   0.00420000      0.00000  1.50000e-11
      76.5000  1.10000e-08  4.70000e-10  3.00000e-10    0.0800000   0.00420000      0.00000  1.20000e-11
      77.5000  9.80000e-09  2.70000e-10  1.70000e-10    0.0790000   0.00410000      0.00000  1.00000e-11
      78.5000  8.70000e-09  1.60000e-10  9.30000e-11    0.0780000   0.00410000      0.00000  8.90000e-12
      79.5000  7.60000e-09  9.20000e-11  5.20000e-11    0.0760000   0.00410000      0.00000  7.70000e-12
      80.5000  6.60000e-09  5.40000e-11  2.90000e-11    0.0740000   0.00410000      0.00000  6.70000e-12
      81.5000  5.70000e-09  3.20000e-11  1.60000e-11    0.0730000   0.00400000      0.00000  6.00000e-12
      82.5000  5.00000e-09  1.90000e-11  9.40000e-12    0.0710000   0.00400000      0.00000  5.40000e-12
      83.5000  4.30000e-09  1.20000e-11  5.40000e-12    0.0690000   0.00390000      0.00000  5.00000e-12
      84.5000  3.70000e-09  7.30000e-12  3.20000e-12    0.0660000   0.00380000      0.00000  4.80000e-12
      85.5000  3.20000e-09  4.60000e-12  1.90000e-12    0.0640000   0.00380000      0.00000  4.60000e-12
      86.5000  2.70000e-09  2.90000e-12  1.20000e-12    0.0610000   0.00370000      0.00000  4.60000e-12
      87.5000  2.40000e-09  1.90000e-12  7.20000e-13    0.0590000   0.00370000      0.00000  4.70000e-12
      88.5000  2.00000e-09  1.30000e-12  4.60000e-13    0.0560000   0.00360000      0.00000  4.80000e-12
      89.5000  1.70000e-09  8.60000e-13  3.00000e-13    0.0530000   0.00350000      0.00000  4.90000e-12
      90.5000  1.50000e-09  5.90000e-13  2.00000e-13    0.0500000   0.00350000      0.00000  5.10000e-12
      91.5000  1.30000e-09  4.20000e-13  1.40000e-13    0.0470000   0.00340000      0.00000  5.20000e-12
      92.5000  1.10000e-09  3.00000e-13  9.60000e-14    0.0440000   0.00330000      0.00000  5.40000e-12
      93.5000  9.60000e-10  2.30000e-13  6.90000e-14    0.0410000   0.00330000      0.00000  5.60000e-12
      94.5000  8.20000e-10  1.70000e-13  5.20000e-14    0.0380000   0.00320000      0.00000  5.80000e-12
      95.5000  7.10000e-10  1.40000e-13  4.00000e-14    0.0350000   0.00320000      0.00000  5.90000e-12
      96.5000  6.10000e-10  1.20000e-13  3.10000e-14    0.0320000   0.00310000      0.00000  6.10000e-12
      97.5000  5.20000e-10  1.00000e-13  2.50000e-14    0.0290000   0.00310000      0.00000  6.20000e-12
      98.5000  4.50000e-10  9.70000e-14  2.10000e-14    0.0270000   0.00300000      0.00000  6.30000e-12
      99.5000  3.90000e-10  9.80000e-14  1.80000e-14    0.0240000   0.00300000      0.00000  6.40000e-12
