    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  2.30000e-19    0.0100000  1.70000e-06     0.100000  3.80000e-14      0.00000  6.30000e-16
      1.50000  4.50000e-19   0.00690000  1.60000e-06     0.100000  4.00000e-14      0.00000  1.10000e-15
      2.50000  8.90000e-19   0.00440000  1.60000e-06     0.100000  5.00000e-14      0.00000  1.60000e-15
      3.50000  2.20000e-18   0.00260000  1.60000e-06     0.100000  7.50000e-14      0.00000  2.00000e-15
      4.50000  9.20000e-18   0.00140000  1.60000e-06     0.100000  1.80000e-13      0.00000  2.30000e-15
      5.50000  1.80000e-16  0.000670000  1.60000e-06     0.100000  1.90000e-12      0.00000  2.80000e-15
      6.50000  7.50000e-15  0.000280000  1.60000e-06     0.100000  4.00000e-11      0.00000  4.20000e-15
      7.50000  1.70000e-13  0.000100000  1.60000e-06     0.100000  5.40000e-10      0.00000  1.00000e-14
      8.50000  1.30000e-12  3.30000e-05  1.60000e-06     0.100000  3.40000e-09      0.00000  2.30000e-14
      9.50000  5.50000e-12  9.40000e-06  1.60000e-06     0.100000  1.20000e-08      0.00000  3.10000e-14
      10.5000  1.90000e-11  2.30000e-06  1.60000e-06     0.100000  3.30000e-08      0.00000  3.80000e-14
      11.5000  5.60000e-11  6.50000e-07  1.60000e-06     0.100000  8.50000e-08      0.00000  5.00000e-14
      12.5000  1.30000e-10  1.30000e-07  1.60000e-06     0.100000  2.10000e-07      0.00000  7.30000e-14
      13.5000  2.50000e-10  5.40000e-08  1.60000e-06     0.100000  4.80000e-07      0.00000  1.10000e-13
      14.5000  3.90000e-10  5.20000e-08  1.60000e-06     0.100000  1.00000e-06      0.00000  1.40000e-13
      15.5000  5.60000e-10  6.10000e-08  1.60000e-06     0.100000  1.90000e-06      0.00000  1.80000e-13
      16.5000  7.40000e-10  7.40000e-08  1.60000e-06     0.100000  3.30000e-06      0.00000  2.10000e-13
      17.5000  9.20000e-10  8.90000e-08  1.60000e-06     0.100000  5.40000e-06      0.00000  2.40000e-13
      18.5000  1.10000e-09  1.10000e-07  1.60000e-06     0.100000  8.30000e-06      0.00000  2.70000e-13
      19.5000  1.30000e-09  1.30000e-07  1.60000e-06     0.100000  1.20000e-05      0.00000  3.00000e-13
      20.5000  1.50000e-09  1.50000e-07  1.60000e-06     0.100000  1.70000e-05      0.00000  3.50000e-13
      21.5000  1.80000e-09  1.80000e-07  1.60000e-06     0.100000  2.20000e-05      0.00000  4.10000e-13
      22.5000  2.00000e-09  2.10000e-07  1.60000e-06     0.100000  2.90000e-05      0.00000  4.80000e-13
      23.5000  2.30000e-09  2.50000e-07  1.60000e-06     0.100000  3.70000e-05      0.00000  5.80000e-13
      24.5000  2.60000e-09  2.90000e-07  1.60000e-06     0.100000  4.50000e-05      0.00000  7.00000e-13
      25.5000  2.90000e-09  3.40000e-07  1.60000e-06     0.100000  5.60000e-05      0.00000  8.50000e-13
      26.5000  3.20000e-09  4.00000e-07  1.60000e-06     0.100000  6.70000e-05      0.00000  1.00000e-12
      27.5000  3.50000e-09  4.70000e-07  1.60000e-06     0.100000  8.00000e-05      0.00000  1.30000e-12
      28.5000  3.90000e-09  5.20000e-07  1.60000e-06     0.100000  9.50000e-05      0.00000  1.60000e-12
      29.5000  4.20000e-09  5.60000e-07  1.60000e-06     0.100000  0.000110000      0.00000  2.00000e-12
      30.5000  4.60000e-09  5.90000e-07  1.50000e-06     0.100000  0.000130000      0.00000  2.40000e-12
      31.5000  5.10000e-09  6.00000e-07  1.50000e-06     0.100000  0.000150000      0.00000  3.00000e-12
      32.5000  5.50000e-09  6.10000e-07  1.50000e-06    0.0990000  0.000180000      0.00000  3.70000e-12
      33.5000  5.90000e-09  6.00000e-07  1.50000e-06    0.0990000  0.000210000      0.00000  4.60000e-12
      34.5000  6.40000e-09  5.80000e-07  1.50000e-06    0.0990000  0.000240000      0.00000  5.60000e-12
      35.5000  6.80000e-09  5.50000e-07  1.50000e-06    0.0990000  0.000270000      0.00000  7.00000e-12
      36.5000  7.30000e-09  5.10000e-07  1.50000e-06    0.0990000  0.000310000      0.00000  8.60000e-12
      37.5000  7.80000e-09  4.70000e-07  1.50000e-06    0.0990000  0.000360000      0.00000  1.10000e-11
      38.5000  8.40000e-09  4.20000e-07  1.50000e-06    0.0990000  0.000410000      0.00000  1.30000e-11
      39.5000  9.10000e-09  3.70000e-07  1.40000e-06    0.0990000  0.000460000      0.00000  1.60000e-11
      40.5000  1.00000e-08  3.20000e-07  1.40000e-06    0.0990000  0.000520000      0.00000  2.10000e-11
      41.5000  1.10000e-08  2.80000e-07  1.40000e-06    0.0980000  0.000590000      0.00000  2.60000e-11
      42.5000  1.20000e-08  2.30000e-07  1.40000e-06    0.0980000  0.000660000      0.00000  3.20000e-11
      43.5000  1.40000e-08  1.90000e-07  1.40000e-06    0.0980000  0.000750000      0.00000  3.90000e-11
      44.5000  1.60000e-08  1.60000e-07  1.30000e-06    0.0980000  0.000840000      0.00000  4.80000e-11
      45.5000  1.80000e-08  1.30000e-07  1.30000e-06    0.0980000  0.000940000      0.00000  5.70000e-11
      46.5000  2.00000e-08  1.00000e-07  1.30000e-06    0.0970000   0.00100000      0.00000  6.80000e-11
      47.5000  2.20000e-08  8.30000e-08  1.30000e-06    0.0970000   0.00120000      0.00000  7.90000e-11
      48.5000  2.30000e-08  6.90000e-08  1.20000e-06    0.0970000   0.00130000      0.00000  9.00000e-11
      49.5000  2.40000e-08  5.80000e-08  1.20000e-06    0.0960000   0.00140000      0.00000  1.00000e-10
      50.5000  2.40000e-08  5.20000e-08  1.20000e-06    0.0960000   0.00160000      0.00000  1.10000e-10
      51.5000  2.30000e-08  4.80000e-08  1.10000e-06    0.0950000   0.00170000      0.00000  1.30000e-10
      52.5000  2.00000e-08  4.80000e-08  1.10000e-06    0.0950000   0.00190000      0.00000  1.50000e-10
      53.5000  1.70000e-08  4.90000e-08  1.00000e-06    0.0950000   0.00210000      0.00000  1.80000e-10
      54.5000  1.60000e-08  5.00000e-08  9.50000e-07    0.0940000   0.00220000      0.00000  2.20000e-10
      55.5000  1.60000e-08  5.00000e-08  8.90000e-07    0.0940000   0.00240000      0.00000  2.40000e-10
      56.5000  1.80000e-08  4.60000e-08  8.20000e-07    0.0930000   0.00260000      0.00000  2.30000e-10
      57.5000  2.20000e-08  4.00000e-08  7.50000e-07    0.0920000   0.00280000      0.00000  2.00000e-10
      58.5000  2.60000e-08  3.30000e-08  6.70000e-07    0.0920000   0.00300000      0.00000  1.60000e-10
      59.5000  3.00000e-08  2.70000e-08  5.90000e-07    0.0910000   0.00320000      0.00000  1.30000e-10
      60.5000  3.40000e-08  2.00000e-08  5.10000e-07    0.0900000   0.00340000      0.00000  1.00000e-10
      61.5000  3.70000e-08  1.50000e-08  4.40000e-07    0.0900000   0.00360000      0.00000  8.00000e-11
      62.5000  4.00000e-08  1.10000e-08  3.70000e-07    0.0890000   0.00370000      0.00000  6.40000e-11
      63.5000  4.20000e-08  8.20000e-09  3.10000e-07    0.0880000   0.00380000      0.00000  5.00000e-11
      64.5000  4.10000e-08  5.90000e-09  2.50000e-07    0.0870000   0.00380000      0.00000  3.80000e-11
      65.5000  3.80000e-08  4.20000e-09  2.10000e-07    0.0860000   0.00390000      0.00000  2.90000e-11
      66.5000  3.50000e-08  3.00000e-09  1.70000e-07    0.0850000   0.00380000      0.00000  2.10000e-11
      67.5000  3.00000e-08  2.10000e-09  1.40000e-07    0.0840000   0.00380000      0.00000  1.60000e-11
      68.5000  2.60000e-08  1.50000e-09  1.20000e-07    0.0830000   0.00360000      0.00000  1.10000e-11
      69.5000  2.10000e-08  1.10000e-09  9.70000e-08    0.0820000   0.00350000      0.00000  8.10000e-12
      70.5000  1.70000e-08  7.80000e-10  8.10000e-08    0.0810000   0.00330000      0.00000  5.80000e-12
      71.5000  1.30000e-08  5.70000e-10  6.90000e-08    0.0790000   0.00310000      0.00000  4.10000e-12
      72.5000  9.60000e-09  4.20000e-10  5.80000e-08    0.0780000   0.00280000      0.00000  3.00000e-12
      73.5000  7.00000e-09  3.10000e-10  4.90000e-08    0.0760000   0.00260000      0.00000  2.20000e-12
      74.5000  4.90000e-09  2.20000e-10  4.20000e-08    0.0740000   0.00230000      0.00000  1.70000e-12
      75.5000  3.40000e-09  1.60000e-10  3.50000e-08    0.0720000   0.00200000      0.00000  1.50000e-12
      76.5000  2.30000e-09  1.20000e-10  3.00000e-08    0.0700000   0.00170000      0.00000  1.40000e-12
      77.5000  1.50000e-09  8.90000e-11  2.50000e-08    0.0670000   0.00150000      0.00000  1.40000e-12
      78.5000  9.40000e-10  6.60000e-11  2.20000e-08    0.0650000   0.00130000      0.00000  1.50000e-12
      79.5000  5.90000e-10  4.90000e-11  1.90000e-08    0.0620000   0.00110000      0.00000  1.70000e-12
      80.5000  3.70000e-10  3.70000e-11  1.60000e-08    0.0590000  0.000880000      0.00000  1.90000e-12
      81.5000  2.30000e-10  2.80000e-11  1.40000e-08    0.0560000  0.000740000      0.00000  2.10000e-12
      82.5000  1.40000e-10  2.20000e-11  1.20000e-08    0.0530000  0.000620000      0.00000  2.30000e-12
      83.5000  8.50000e-11  1.70000e-11  1.10000e-08    0.0500000  0.000520000      0.00000  2.50000e-12
      84.5000  5.20000e-11  1.40000e-11  9.70000e-09    0.0470000  0.000440000      0.00000  2.70000e-12
      85.5000  3.20000e-11  1.10000e-11  8.80000e-09    0.0430000  0.000380000      0.00000  2.80000e-12
      86.5000  2.00000e-11  9.30000e-12  8.00000e-09    0.0400000  0.000330000      0.00000  3.00000e-12
      87.5000  1.30000e-11  7.90000e-12  7.30000e-09    0.0370000  0.000280000      0.00000  3.10000e-12
      88.5000  8.20000e-12  6.90000e-12  6.80000e-09    0.0340000  0.000250000      0.00000  3.30000e-12
      89.5000  5.30000e-12  6.10000e-12  6.30000e-09    0.0310000  0.000220000      0.00000  3.40000e-12
      90.5000  3.50000e-12  5.50000e-12  5.90000e-09    0.0280000  0.000200000      0.00000  3.50000e-12
      91.5000  2.30000e-12  5.10000e-12  5.60000e-09    0.0260000  0.000180000      0.00000  3.50000e-12
      92.5000  1.60000e-12  4.90000e-12  5.20000e-09    0.0230000  0.000170000      0.00000  3.60000e-12
      93.5000  1.10000e-12  4.80000e-12  4.90000e-09    0.0210000  0.000160000      0.00000  3.60000e-12
      94.5000  7.40000e-13  4.70000e-12  4.60000e-09    0.0190000  0.000150000      0.00000  3.60000e-12
      95.5000  5.20000e-13  4.80000e-12  4.30000e-09    0.0170000  0.000140000      0.00000  3.60000e-12
      96.5000  3.70000e-13  5.00000e-12  4.00000e-09    0.0150000  0.000130000      0.00000  3.60000e-12
      97.5000  2.60000e-13  5.30000e-12  3.70000e-09    0.0140000  0.000130000      0.00000  3.60000e-12
      98.5000  1.90000e-13  5.70000e-12  3.40000e-09    0.0120000  0.000130000      0.00000  3.60000e-12
      99.5000  1.40000e-13  6.10000e-12  3.00000e-09    0.0110000  0.000120000      0.00000  3.50000e-12
