    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
     0.500000  2.90000e-16    0.0280000  1.70000e-06     0.100000  3.90000e-10      0.00000  6.60000e-20
      1.50000  2.50000e-15    0.0220000  1.60000e-06     0.100000  4.00000e-09      0.00000  9.60000e-20
      2.50000  8.50000e-15    0.0170000  1.60000e-06     0.100000  1.30000e-08      0.00000  1.20000e-19
      3.50000  2.10000e-14    0.0130000  1.60000e-06     0.100000  2.70000e-08      0.00000  1.50000e-19
      4.50000  4.40000e-14   0.00940000  1.60000e-06     0.100000  4.80000e-08      0.00000  1.90000e-19
      5.50000  8.40000e-14   0.00670000  1.60000e-06     0.100000  7.80000e-08      0.00000  2.40000e-19
      6.50000  1.50000e-13   0.00470000  1.60000e-06     0.100000  1.20000e-07      0.00000  3.00000e-19
      7.50000  2.60000e-13   0.00310000  1.60000e-06     0.100000  1.70000e-07      0.00000  3.70000e-19
      8.50000  4.50000e-13   0.00190000  1.60000e-06     0.100000  2.30000e-07      0.00000  4.50000e-19
      9.50000  7.80000e-13   0.00110000  1.60000e-06     0.100000  3.20000e-07      0.00000  5.30000e-19
      10.5000  1.50000e-12  0.000540000  1.60000e-06     0.100000  4.60000e-07      0.00000  6.40000e-19
      11.5000  3.90000e-12  0.000200000  1.60000e-06     0.100000  8.00000e-07      0.00000  7.70000e-19
      12.5000  1.20000e-11  7.10000e-05  1.60000e-06     0.100000  1.60000e-06      0.00000  9.60000e-19
      13.5000  4.10000e-11  2.50000e-05  1.60000e-06     0.100000  3.40000e-06      0.00000  1.30000e-18
      14.5000  1.30000e-10  8.60000e-06  1.60000e-06     0.100000  6.60000e-06      0.00000  1.70000e-18
      15.5000  3.80000e-10  2.70000e-06  1.60000e-06     0.100000  1.10000e-05      0.00000  2.50000e-18
      16.5000  9.90000e-10  7.20000e-07  1.60000e-06     0.100000  1.80000e-05      0.00000  3.70000e-18
      17.5000  2.20000e-09  1.60000e-07  1.60000e-06     0.100000  2.60000e-05      0.00000  5.50000e-18
