
*** Output file for diagnostics after 20 coupled iterations ***

*** PHOTOCHEMICAL MODEL output

 Ozone column depth =  5.2861E+18 cm^-2

 Results sorted by Lower Boundary Condition

  Species with fixed surface FLUX
      Specified flux   Calculated flux    calc/spec      TL
 H2        -3.32E+09    -3.32E+09          1.00E+00    4.52E+10
 CH4        1.31E+11     1.31E+11          1.00E+00    1.31E+11
 CO         2.30E+11     2.30E+11          1.00E+00    3.48E+11
 N2O        6.75E+08     6.75E+08          1.00E+00    6.77E+08
 CH3CL      3.31E+08     3.31E+08          1.00E+00    3.31E+08
 
  Species with fixed VELOCITY DEPOSITION
               TL         TP         TL/TP
 H2CO       1.20E+11    1.21E+11    9.91E-01
 O          2.01E+15    2.01E+15    1.00E+00
 OH         3.56E+12    3.56E+12    1.00E+00
 HO2        3.18E+12    3.18E+12    1.00E+00
 H2O2       7.52E+10    8.00E+10    9.40E-01
 O3         2.00E+15    2.00E+15    1.00E+00
 H          2.77E+12    2.77E+12    1.00E+00
 CH3OOH     7.78E+10    8.05E+10    9.67E-01
 CH3O2      1.88E+11    1.89E+11    9.99E-01
 NO         2.36E+13    2.36E+13    1.00E+00
 NO2        2.38E+13    2.38E+13    1.00E+00
 HNO2       5.72E+09    5.72E+09    1.00E+00
 HNO3       2.29E+10    2.44E+10    9.38E-01
 HO2NO2     1.05E+11    1.05E+11    1.00E+00
 NO3        3.61E+10    3.61E+10    1.00E+00
 N2O5       7.26E+08    7.26E+08    1.00E+00
 CL2O2      2.01E+06    2.01E+06    1.00E+00
 HOCL       2.11E+09    2.11E+09    9.99E-01
 CL         7.54E+13    7.54E+13    1.00E+00
 CLO        9.54E+11    9.54E+11    1.00E+00
 HCL        9.86E+08    1.08E+09    9.16E-01
 CLONO2     4.18E+09    4.19E+09    9.98E-01
 H2S        3.41E+08    3.42E+08    9.96E-01
 HS         3.41E+08    3.41E+08    1.00E+00
 SO         3.39E+08    3.39E+08    1.00E+00
 SO2        2.10E+11    2.10E+11    9.96E-01
 H2SO4      2.36E+09    2.20E+11    1.07E-02
 HSO        2.11E+08    2.12E+08    9.95E-01
 SO4AER     2.25E+09    2.27E+09    9.92E-01

*** CLIMATE MODEL output

   Selected temperatures for diagnostic
 Layer    T_Ncoup-1       T_Ncoup       (T_n-1)-(T_n)     DIVF_Nstep
 100      2.8812E+02      2.8812E+02      4.3723E-06     -1.8329E+00
  99      2.8622E+02      2.8622E+02      4.4091E-06     -1.2782E+00
  Last convective layer 
  86      2.2275E+02      2.2275E+02      7.3528E-06     -1.4699E-02
  At the cold trap 
  79      2.0840E+02      2.0840E+02      9.5847E-05     -1.5026E-03
   2      2.2222E+02      2.2222E+02      1.0792E-03     -6.3120E-05
   1      2.1688E+02      2.1688E+02      1.2043E-03     -1.1172E-08

  ** PARAMETERS OF THE ATMOSPHERE AT STEADY STATE **


 Factor for stellar flux =     1.0000


 Ozone column depth =  5.2861E+18 cm^-2

   *** Surface fluxes (cm^-2 s^-1) ***

     H2         CH4        CO         N2O        CH3CL 
 -3.320E+09  1.310E+11  2.300E+11  6.750E+08  3.310E+08

   *** Mixing ratios ***

 Z (km) P(dyn/cm^2)   H2O       H2        CH4       CO        N2O       CH3CL   
  0.33   9.742E+05 1.173E-02 6.079E-07 1.735E-06 9.166E-08 3.030E-07 5.326E-10
  0.98   9.012E+05 9.426E-03 6.080E-07 1.732E-06 8.623E-08 3.030E-07 5.246E-10
  1.62   8.329E+05 7.456E-03 6.082E-07 1.729E-06 8.120E-08 3.029E-07 5.172E-10
  2.28   7.690E+05 5.834E-03 6.083E-07 1.727E-06 7.658E-08 3.029E-07 5.104E-10
  2.93   7.093E+05 4.457E-03 6.085E-07 1.724E-06 7.234E-08 3.029E-07 5.042E-10
  3.58   6.536E+05 3.284E-03 6.087E-07 1.722E-06 6.848E-08 3.029E-07 4.987E-10
  4.23   6.015E+05 2.365E-03 6.089E-07 1.721E-06 6.498E-08 3.028E-07 4.939E-10
  4.88   5.530E+05 1.641E-03 6.091E-07 1.719E-06 6.184E-08 3.028E-07 4.898E-10
  5.53   5.076E+05 1.087E-03 6.092E-07 1.718E-06 5.907E-08 3.028E-07 4.863E-10
  6.18   4.653E+05 6.847E-04 6.094E-07 1.717E-06 5.666E-08 3.028E-07 4.836E-10
  6.83   4.257E+05 4.081E-04 6.095E-07 1.716E-06 5.458E-08 3.027E-07 4.813E-10
  7.48   3.888E+05 2.295E-04 6.096E-07 1.716E-06 5.279E-08 3.027E-07 4.796E-10
  8.12   3.543E+05 1.217E-04 6.097E-07 1.715E-06 5.124E-08 3.026E-07 4.781E-10
  8.78   3.221E+05 6.081E-05 6.097E-07 1.715E-06 4.988E-08 3.026E-07 4.769E-10
  9.42   2.920E+05 2.870E-05 6.098E-07 1.714E-06 4.869E-08 3.026E-07 4.759E-10
 10.07   2.641E+05 1.288E-05 6.098E-07 1.714E-06 4.763E-08 3.025E-07 4.750E-10
 10.72   2.384E+05 8.489E-06 6.098E-07 1.713E-06 4.669E-08 3.025E-07 4.742E-10
 11.38   2.149E+05 6.548E-06 6.098E-07 1.713E-06 4.584E-08 3.024E-07 4.734E-10
 12.03   1.935E+05 5.347E-06 6.099E-07 1.713E-06 4.504E-08 3.023E-07 4.726E-10
 12.67   1.742E+05 4.528E-06 6.099E-07 1.712E-06 4.426E-08 3.023E-07 4.718E-10
 13.32   1.567E+05 4.019E-06 6.099E-07 1.712E-06 4.345E-08 3.022E-07 4.708E-10
 13.97   1.409E+05 3.877E-06 6.098E-07 1.711E-06 4.246E-08 3.020E-07 4.696E-10
 14.62   1.267E+05 3.848E-06 6.098E-07 1.709E-06 4.113E-08 3.018E-07 4.677E-10
 15.28   1.138E+05 3.852E-06 6.097E-07 1.707E-06 3.944E-08 3.014E-07 4.650E-10
 15.93   1.023E+05 3.860E-06 6.096E-07 1.703E-06 3.702E-08 3.007E-07 4.604E-10
 16.57   9.192E+04 3.872E-06 6.093E-07 1.697E-06 3.418E-08 2.996E-07 4.540E-10
 17.23   8.260E+04 3.889E-06 6.088E-07 1.689E-06 3.122E-08 2.981E-07 4.459E-10
 17.88   7.424E+04 3.912E-06 6.081E-07 1.678E-06 2.800E-08 2.958E-07 4.352E-10
 18.52   6.674E+04 3.943E-06 6.070E-07 1.663E-06 2.484E-08 2.929E-07 4.220E-10
 19.18   6.003E+04 3.982E-06 6.055E-07 1.644E-06 2.185E-08 2.891E-07 4.062E-10
 19.82   5.402E+04 4.027E-06 6.036E-07 1.622E-06 1.938E-08 2.847E-07 3.895E-10
 20.48   4.863E+04 4.082E-06 6.012E-07 1.596E-06 1.726E-08 2.793E-07 3.705E-10
 21.12   4.381E+04 4.145E-06 5.981E-07 1.566E-06 1.553E-08 2.729E-07 3.497E-10
 21.77   3.950E+04 4.219E-06 5.943E-07 1.531E-06 1.420E-08 2.655E-07 3.273E-10
 22.43   3.563E+04 4.301E-06 5.897E-07 1.492E-06 1.325E-08 2.572E-07 3.040E-10
 23.07   3.216E+04 4.392E-06 5.842E-07 1.449E-06 1.261E-08 2.479E-07 2.799E-10
 23.73   2.906E+04 4.490E-06 5.778E-07 1.403E-06 1.223E-08 2.377E-07 2.557E-10
 24.38   2.627E+04 4.597E-06 5.703E-07 1.353E-06 1.203E-08 2.266E-07 2.314E-10
 25.02   2.378E+04 4.710E-06 5.618E-07 1.300E-06 1.196E-08 2.148E-07 2.074E-10
 25.68   2.153E+04 4.829E-06 5.522E-07 1.246E-06 1.196E-08 2.024E-07 1.843E-10
 26.32   1.951E+04 4.952E-06 5.417E-07 1.190E-06 1.199E-08 1.897E-07 1.625E-10
 26.98   1.770E+04 5.077E-06 5.302E-07 1.133E-06 1.200E-08 1.767E-07 1.421E-10
 27.62   1.606E+04 5.204E-06 5.177E-07 1.075E-06 1.196E-08 1.636E-07 1.233E-10
 28.27   1.458E+04 5.332E-06 5.044E-07 1.018E-06 1.189E-08 1.505E-07 1.061E-10
 28.93   1.325E+04 5.461E-06 4.901E-07 9.610E-07 1.176E-08 1.376E-07 9.060E-11
 29.57   1.204E+04 5.588E-06 4.751E-07 9.047E-07 1.158E-08 1.251E-07 7.676E-11
 30.23   1.095E+04 5.714E-06 4.595E-07 8.497E-07 1.138E-08 1.129E-07 6.457E-11
 30.88   9.966E+03 5.838E-06 4.432E-07 7.959E-07 1.116E-08 1.013E-07 5.391E-11
 31.53   9.073E+03 5.960E-06 4.265E-07 7.436E-07 1.094E-08 9.033E-08 4.468E-11
 32.18   8.264E+03 6.079E-06 4.093E-07 6.930E-07 1.072E-08 8.002E-08 3.678E-11
 32.83   7.532E+03 6.195E-06 3.918E-07 6.442E-07 1.050E-08 7.045E-08 3.007E-11
 33.48   6.869E+03 6.307E-06 3.741E-07 5.972E-07 1.029E-08 6.165E-08 2.442E-11
 34.13   6.268E+03 6.415E-06 3.562E-07 5.522E-07 1.008E-08 5.361E-08 1.970E-11
 34.78   5.723E+03 6.520E-06 3.382E-07 5.091E-07 9.883E-09 4.633E-08 1.579E-11
 35.43   5.229E+03 6.620E-06 3.203E-07 4.680E-07 9.686E-09 3.981E-08 1.257E-11
 36.08   4.780E+03 6.716E-06 3.025E-07 4.291E-07 9.494E-09 3.402E-08 9.948E-12
 36.73   4.373E+03 6.807E-06 2.850E-07 3.924E-07 9.305E-09 2.896E-08 7.832E-12
 37.38   4.003E+03 6.894E-06 2.678E-07 3.580E-07 9.116E-09 2.453E-08 6.130E-12
 38.03   3.666E+03 6.976E-06 2.509E-07 3.255E-07 8.927E-09 2.070E-08 4.766E-12
 38.68   3.360E+03 7.053E-06 2.345E-07 2.950E-07 8.737E-09 1.738E-08 3.679E-12
 39.33   3.082E+03 7.127E-06 2.185E-07 2.665E-07 8.546E-09 1.452E-08 2.815E-12
