# Formed from form_atmospheric_profiles_paper_model.py
# Z (cm)	T (K)	DEN (cm**-3)	P (bar)
0.0000000e+00	2.8800000e+02	2.5149039e+13	1.0000000e-06
1.0000000e+04	2.8800000e+02	2.4845812e+13	9.8794279e-07
2.0000000e+04	2.8800000e+02	2.4546241e+13	9.7603096e-07
3.0000000e+04	2.8800000e+02	2.4250282e+13	9.6426275e-07
4.0000000e+04	2.8800000e+02	2.3957891e+13	9.5263644e-07
5.0000000e+04	2.8800000e+02	2.3669026e+13	9.4115030e-07
6.0000000e+04	2.8800000e+02	2.3383644e+13	9.2980266e-07
7.0000000e+04	2.8800000e+02	2.3101702e+13	9.1859184e-07
8.0000000e+04	2.8800000e+02	2.2823160e+13	9.0751619e-07
9.0000000e+04	2.8800000e+02	2.2547977e+13	8.9657408e-07
1.0000000e+05	2.8800000e+02	2.2276111e+13	8.8576390e-07
1.1000000e+05	2.8800000e+02	2.2007523e+13	8.7508406e-07
1.2000000e+05	2.8800000e+02	2.1742174e+13	8.6453299e-07
1.3000000e+05	2.8800000e+02	2.1480024e+13	8.5410913e-07
1.4000000e+05	2.8800000e+02	2.1221035e+13	8.4381096e-07
1.5000000e+05	2.8800000e+02	2.0965169e+13	8.3363696e-07
1.6000000e+05	2.8800000e+02	2.0712387e+13	8.2358563e-07
1.7000000e+05	2.8800000e+02	2.0462654e+13	8.1365548e-07
1.8000000e+05	2.8800000e+02	2.0215931e+13	8.0384507e-07
1.9000000e+05	2.8800000e+02	1.9972184e+13	7.9415295e-07
2.0000000e+05	2.8800000e+02	1.9731375e+13	7.8457768e-07
2.1000000e+05	2.8800000e+02	1.9493470e+13	7.7511786e-07
2.2000000e+05	2.8800000e+02	1.9258433e+13	7.6577211e-07
2.3000000e+05	2.8800000e+02	1.9026230e+13	7.5653903e-07
2.4000000e+05	2.8800000e+02	1.8796827e+13	7.4741729e-07
2.5000000e+05	2.8800000e+02	1.8570189e+13	7.3840552e-07
2.6000000e+05	2.8800000e+02	1.8346285e+13	7.2950241e-07
2.7000000e+05	2.8800000e+02	1.8125080e+13	7.2070665e-07
2.8000000e+05	2.8800000e+02	1.7906542e+13	7.1201694e-07
2.9000000e+05	2.8800000e+02	1.7690639e+13	7.0343201e-07
3.0000000e+05	2.8800000e+02	1.7477339e+13	6.9495058e-07
3.1000000e+05	2.8800000e+02	1.7266612e+13	6.8657142e-07
3.2000000e+05	2.8800000e+02	1.7058424e+13	6.7829328e-07
3.3000000e+05	2.8800000e+02	1.6852747e+13	6.7011496e-07
3.4000000e+05	2.8800000e+02	1.6649550e+13	6.6203525e-07
3.5000000e+05	2.8800000e+02	1.6448803e+13	6.5405295e-07
3.6000000e+05	2.8800000e+02	1.6250477e+13	6.4616690e-07
3.7000000e+05	2.8800000e+02	1.6054541e+13	6.3837593e-07
3.8000000e+05	2.8800000e+02	1.5860968e+13	6.3067890e-07
3.9000000e+05	2.8800000e+02	1.5669729e+13	6.2307467e-07
4.0000000e+05	2.8800000e+02	1.5480796e+13	6.1556213e-07
4.1000000e+05	2.8800000e+02	1.5294141e+13	6.0814017e-07
4.2000000e+05	2.8800000e+02	1.5109736e+13	6.0080770e-07
4.3000000e+05	2.8800000e+02	1.4927555e+13	5.9356364e-07
4.4000000e+05	2.8800000e+02	1.4747571e+13	5.8640692e-07
4.5000000e+05	2.8800000e+02	1.4569756e+13	5.7933649e-07
4.6000000e+05	2.8800000e+02	1.4394086e+13	5.7235131e-07
4.7000000e+05	2.8800000e+02	1.4220533e+13	5.6545035e-07
4.8000000e+05	2.8800000e+02	1.4049073e+13	5.5863260e-07
4.9000000e+05	2.8800000e+02	1.3879681e+13	5.5189705e-07
5.0000000e+05	2.8800000e+02	1.3712330e+13	5.4524271e-07
5.1000000e+05	2.8800000e+02	1.3546998e+13	5.3866861e-07
5.2000000e+05	2.8800000e+02	1.3383659e+13	5.3217377e-07
5.3000000e+05	2.8800000e+02	1.3222290e+13	5.2575724e-07
5.4000000e+05	2.8800000e+02	1.3062866e+13	5.1941808e-07
5.5000000e+05	2.8800000e+02	1.2905364e+13	5.1315535e-07
5.6000000e+05	2.8800000e+02	1.2749761e+13	5.0696813e-07
5.7000000e+05	2.8800000e+02	1.2596035e+13	5.0085551e-07
5.8000000e+05	2.8800000e+02	1.2444162e+13	4.9481659e-07
5.9000000e+05	2.8800000e+02	1.2294120e+13	4.8885048e-07
6.0000000e+05	2.8800000e+02	1.2145887e+13	4.8295631e-07
6.1000000e+05	2.8800000e+02	1.1999442e+13	4.7713321e-07
6.2000000e+05	2.8800000e+02	1.1854762e+13	4.7138031e-07
6.3000000e+05	2.8800000e+02	1.1711827e+13	4.6569678e-07
6.4000000e+05	2.8800000e+02	1.1570615e+13	4.6008178e-07
6.5000000e+05	2.8800000e+02	1.1431105e+13	4.5453448e-07
6.6000000e+05	2.8800000e+02	1.1293278e+13	4.4905406e-07
6.7000000e+05	2.8800000e+02	1.1157113e+13	4.4363973e-07
6.8000000e+05	2.8800000e+02	1.1022589e+13	4.3829067e-07
6.9000000e+05	2.8800000e+02	1.0889688e+13	4.3300611e-07
7.0000000e+05	2.8800000e+02	1.0758388e+13	4.2778526e-07
7.1000000e+05	2.8800000e+02	1.0628672e+13	4.2262737e-07
7.2000000e+05	2.8800000e+02	1.0500520e+13	4.1753166e-07
7.3000000e+05	2.8800000e+02	1.0373913e+13	4.1249740e-07
7.4000000e+05	2.8800000e+02	1.0248833e+13	4.0752383e-07
7.5000000e+05	2.8800000e+02	1.0125261e+13	4.0261023e-07
7.6000000e+05	2.8800000e+02	1.0003178e+13	3.9775588e-07
7.7000000e+05	2.8800000e+02	9.8825678e+12	3.9296005e-07
7.8000000e+05	2.8800000e+02	9.7634116e+12	3.8822205e-07
7.9000000e+05	2.8800000e+02	9.6456921e+12	3.8354118e-07
8.0000000e+05	2.8800000e+02	9.5293920e+12	3.7891674e-07
8.1000000e+05	2.8800000e+02	9.4144942e+12	3.7434806e-07
8.2000000e+05	2.8800000e+02	9.3009816e+12	3.6983447e-07
8.3000000e+05	2.8800000e+02	9.1888378e+12	3.6537530e-07
8.4000000e+05	2.8800000e+02	9.0780461e+12	3.6096990e-07
8.5000000e+05	2.8800000e+02	8.9685902e+12	3.5661761e-07
8.6000000e+05	2.8800000e+02	8.8604540e+12	3.5231779e-07
8.7000000e+05	2.8800000e+02	8.7536217e+12	3.4806983e-07
8.8000000e+05	2.8800000e+02	8.6480775e+12	3.4387308e-07
8.9000000e+05	2.8800000e+02	8.5438058e+12	3.3972693e-07
9.0000000e+05	2.8800000e+02	8.4407914e+12	3.3563077e-07
9.1000000e+05	2.8800000e+02	8.3390190e+12	3.3158400e-07
9.2000000e+05	2.8800000e+02	8.2384737e+12	3.2758602e-07
9.3000000e+05	2.8800000e+02	8.1391408e+12	3.2363625e-07
9.4000000e+05	2.8800000e+02	8.0410055e+12	3.1973410e-07
9.5000000e+05	2.8800000e+02	7.9440534e+12	3.1587900e-07
9.6000000e+05	2.8800000e+02	7.8482703e+12	3.1207038e-07
9.7000000e+05	2.8800000e+02	7.7536421e+12	3.0830769e-07
9.8000000e+05	2.8800000e+02	7.6601548e+12	3.0459036e-07
9.9000000e+05	2.8800000e+02	7.5677947e+12	3.0091785e-07
1.0000000e+06	2.8800000e+02	7.4765483e+12	2.9728962e-07
1.0100000e+06	2.8800000e+02	7.3864020e+12	2.9370514e-07
1.0200000e+06	2.8800000e+02	7.2973426e+12	2.9016387e-07
1.0300000e+06	2.8800000e+02	7.2093570e+12	2.8666531e-07
1.0400000e+06	2.8800000e+02	7.1224323e+12	2.8320892e-07
1.0500000e+06	2.8800000e+02	7.0365557e+12	2.7979421e-07
1.0600000e+06	2.8800000e+02	6.9517145e+12	2.7642068e-07
1.0700000e+06	2.8800000e+02	6.8678962e+12	2.7308782e-07
1.0800000e+06	2.8800000e+02	6.7850886e+12	2.6979514e-07
1.0900000e+06	2.8800000e+02	6.7032793e+12	2.6654216e-07
1.1000000e+06	2.8800000e+02	6.6224565e+12	2.6332841e-07
1.1100000e+06	2.8800000e+02	6.5426082e+12	2.6015340e-07
1.1200000e+06	2.8800000e+02	6.4637226e+12	2.5701668e-07
1.1300000e+06	2.8800000e+02	6.3857882e+12	2.5391778e-07
1.1400000e+06	2.8800000e+02	6.3087934e+12	2.5085624e-07
1.1500000e+06	2.8800000e+02	6.2327270e+12	2.4783161e-07
1.1600000e+06	2.8800000e+02	6.1575777e+12	2.4484346e-07
1.1700000e+06	2.8800000e+02	6.0833345e+12	2.4189133e-07
1.1800000e+06	2.8800000e+02	6.0099865e+12	2.3897479e-07
1.1900000e+06	2.8800000e+02	5.9375228e+12	2.3609343e-07
1.2000000e+06	2.8800000e+02	5.8659329e+12	2.3324680e-07
1.2100000e+06	2.8800000e+02	5.7952061e+12	2.3043449e-07
1.2200000e+06	2.8800000e+02	5.7253321e+12	2.2765610e-07
1.2300000e+06	2.8800000e+02	5.6563006e+12	2.2491120e-07
1.2400000e+06	2.8800000e+02	5.5881014e+12	2.2219940e-07
1.2500000e+06	2.8800000e+02	5.5207245e+12	2.1952030e-07
1.2600000e+06	2.8800000e+02	5.4541600e+12	2.1687349e-07
1.2700000e+06	2.8800000e+02	5.3883981e+12	2.1425861e-07
1.2800000e+06	2.8800000e+02	5.3234290e+12	2.1167524e-07
1.2900000e+06	2.8800000e+02	5.2592434e+12	2.0912303e-07
1.3000000e+06	2.8800000e+02	5.1958316e+12	2.0660159e-07
1.3100000e+06	2.8800000e+02	5.1331843e+12	2.0411055e-07
1.3200000e+06	2.8800000e+02	5.0712925e+12	2.0164955e-07
1.3300000e+06	2.8800000e+02	5.0101469e+12	1.9921822e-07
1.3400000e+06	2.8800000e+02	4.9497385e+12	1.9681621e-07
1.3500000e+06	2.8800000e+02	4.8900585e+12	1.9444315e-07
1.3600000e+06	2.8800000e+02	4.8310980e+12	1.9209871e-07
1.3700000e+06	2.8800000e+02	4.7728485e+12	1.8978254e-07
1.3800000e+06	2.8800000e+02	4.7153012e+12	1.8749429e-07
1.3900000e+06	2.8800000e+02	4.6584479e+12	1.8523363e-07
1.4000000e+06	2.8800000e+02	4.6022800e+12	1.8300023e-07
1.4100000e+06	2.8800000e+02	4.5467894e+12	1.8079376e-07
1.4200000e+06	2.8800000e+02	4.4919678e+12	1.7861389e-07
1.4300000e+06	2.8800000e+02	4.4378072e+12	1.7646031e-07
1.4400000e+06	2.8800000e+02	4.3842996e+12	1.7433269e-07
1.4500000e+06	2.8800000e+02	4.3314372e+12	1.7223072e-07
1.4600000e+06	2.8800000e+02	4.2792122e+12	1.7015410e-07
1.4700000e+06	2.8800000e+02	4.2276168e+12	1.6810252e-07
1.4800000e+06	2.8800000e+02	4.1766436e+12	1.6607567e-07
1.4900000e+06	2.8800000e+02	4.1262849e+12	1.6407326e-07
1.5000000e+06	2.8800000e+02	4.0765335e+12	1.6209500e-07
1.5100000e+06	2.8800000e+02	4.0273819e+12	1.6014059e-07
1.5200000e+06	2.8800000e+02	3.9788229e+12	1.5820974e-07
1.5300000e+06	2.8800000e+02	3.9308494e+12	1.5630217e-07
1.5400000e+06	2.8800000e+02	3.8834543e+12	1.5441760e-07
1.5500000e+06	2.8800000e+02	3.8366307e+12	1.5255576e-07
1.5600000e+06	2.8800000e+02	3.7903717e+12	1.5071636e-07
1.5700000e+06	2.8800000e+02	3.7446704e+12	1.4889914e-07
1.5800000e+06	2.8800000e+02	3.6995201e+12	1.4710383e-07
1.5900000e+06	2.8800000e+02	3.6549142e+12	1.4533017e-07
1.6000000e+06	2.8800000e+02	3.6108462e+12	1.4357790e-07
1.6100000e+06	2.8800000e+02	3.5673094e+12	1.4184675e-07
1.6200000e+06	2.8800000e+02	3.5242977e+12	1.4013647e-07
1.6300000e+06	2.8800000e+02	3.4818045e+12	1.3844682e-07
1.6400000e+06	2.8800000e+02	3.4398236e+12	1.3677754e-07
1.6500000e+06	2.8800000e+02	3.3983490e+12	1.3512838e-07
1.6600000e+06	2.8800000e+02	3.3573744e+12	1.3349911e-07
1.6700000e+06	2.8800000e+02	3.3168938e+12	1.3188948e-07
