Gary Hansen's new data on complex index of refraction
for CO2 ice. Supercedes Warren 1986

lambda-micron        nr               ni
1.3773250e+000  1.4038138e+000  6.8248244e-009
1.3780000e+000  1.4038103e+000  6.9960552e-009
1.3787940e+000  1.4038063e+000  7.1979131e-009
1.3788730e+000  1.4038059e+000  7.2181862e-009
1.3790000e+000  1.4038052e+000  7.2505651e-009
1.3791320e+000  1.4038045e+000  7.2842932e-009
1.3800000e+000  1.4037999e+000  7.5063153e-009
1.3810000e+000  1.4037947e+000  7.7850672e-009
1.3811300e+000  1.4037940e+000  7.8213000e-009
1.3820000e+000  1.4037894e+000  8.0598159e-009
1.3826080e+000  1.4037862e+000  8.2271882e-009
1.3830000e+000  1.4037841e+000  8.3357245e-009
1.3840000e+000  1.4037789e+000  8.6142263e-009
1.3849550e+000  1.4037739e+000  8.8826935e-009
1.3850000e+000  1.4037737e+000  8.8951057e-009
1.3860000e+000  1.4037686e+000  9.2038451e-009
1.3870000e+000  1.4037636e+000  9.5122480e-009
1.3880000e+000  1.4037584e+000  9.8182143e-009
1.3883690e+000  1.4037564e+000  9.9294292e-009
1.3884490e+000  1.4037560e+000  9.9535355e-009
1.3887090e+000  1.4037546e+000  1.0031762e-008
1.3888020e+000  1.4037541e+000  1.0060063e-008
1.3890000e+000  1.4037530e+000  1.0119527e-008
1.3896740e+000  1.4037494e+000  1.0321835e-008
1.3897670e+000  1.4037489e+000  1.0347409e-008
1.3900000e+000  1.4037477e+000  1.0411308e-008
1.3905000e+000  1.4037450e+000  1.0562221e-008
1.3906410e+000  1.4037442e+000  1.0620395e-008
1.3907330e+000  1.4037438e+000  1.0668243e-008
1.3910000e+000  1.4037427e+000  1.0811756e-008
1.3915000e+000  1.4037406e+000  1.1171757e-008
1.3916080e+000  1.4037400e+000  1.1260109e-008
1.3917010e+000  1.4037395e+000  1.1343922e-008
1.3920000e+000  1.4037379e+000  1.1622181e-008
1.3922360e+000  1.4037367e+000  1.1881186e-008
1.3923160e+000  1.4037362e+000  1.1970506e-008
1.3925000e+000  1.4037353e+000  1.2172657e-008
1.3925770e+000  1.4037349e+000  1.2264201e-008
1.3926700e+000  1.4037344e+000  1.2381387e-008
1.3930000e+000  1.4037326e+000  1.2802230e-008
1.3935000e+000  1.4037299e+000  1.3504331e-008
1.3935480e+000  1.4037297e+000  1.3573551e-008
1.3936400e+000  1.4037292e+000  1.3711966e-008
1.3940000e+000  1.4037272e+000  1.4259070e-008
1.3940330e+000  1.4037271e+000  1.4311546e-008
1.3942580e+000  1.4037259e+000  1.4672230e-008
1.3945000e+000  1.4037246e+000  1.5059845e-008
1.3945200e+000  1.4037245e+000  1.5091133e-008
1.3946120e+000  1.4037240e+000  1.5247501e-008
1.3950000e+000  1.4037219e+000  1.5908925e-008
1.3954930e+000  1.4037193e+000  1.6867355e-008
1.3955850e+000  1.4037188e+000  1.7067259e-008
1.3959800e+000  1.4037168e+000  1.7928582e-008
1.3960000e+000  1.4037167e+000  1.7977719e-008
1.3962050e+000  1.4037159e+000  1.8494782e-008
1.3962500e+000  1.4037157e+000  1.8606488e-008
1.3964670e+000  1.4037148e+000  1.9183908e-008
1.3965000e+000  1.4037147e+000  1.9274377e-008
1.3965590e+000  1.4037145e+000  1.9447450e-008
1.3967500e+000  1.4037136e+000  2.0003636e-008
1.3969550e+000  1.4037125e+000  2.0672457e-008
1.3970000e+000  1.4037123e+000  2.0829872e-008
1.3972500e+000  1.4037109e+000  2.1766480e-008
1.3974430e+000  1.4037099e+000  2.2564603e-008
1.3975000e+000  1.4037096e+000  2.2811296e-008
1.3975350e+000  1.4037094e+000  2.2972013e-008
1.3977500e+000  1.4037083e+000  2.3958815e-008
1.3979310e+000  1.4037073e+000  2.4884129e-008
1.3980000e+000  1.4037070e+000  2.5248030e-008
1.3980770e+000  1.4037066e+000  2.5677754e-008
1.3981580e+000  1.4037061e+000  2.6125402e-008
1.3984200e+000  1.4037047e+000  2.7580311e-008
1.3985000e+000  1.4037043e+000  2.8042626e-008
1.3985120e+000  1.4037042e+000  2.8117431e-008
1.3989090e+000  1.4037021e+000  3.0564470e-008
1.3990000e+000  1.4037017e+000  3.1146482e-008
1.3993990e+000  1.4036995e+000  3.3841383e-008
1.3995000e+000  1.4036990e+000  3.4571063e-008
1.3998890e+000  1.4036970e+000  3.7565068e-008
1.4000000e+000  1.4036964e+000  3.8439261e-008
1.4001160e+000  1.4036958e+000  3.9328217e-008
1.4003790e+000  1.4036944e+000  4.1333699e-008
1.4004710e+000  1.4036939e+000  4.2008433e-008
1.4005000e+000  1.4036937e+000  4.2223284e-008
1.4008690e+000  1.4036918e+000  4.4795049e-008
1.4010000e+000  1.4036911e+000  4.5656581e-008
1.4013600e+000  1.4036892e+000  4.7920950e-008
1.4014520e+000  1.4036887e+000  4.8463872e-008
1.4015000e+000  1.4036884e+000  4.8747698e-008
1.4018510e+000  1.4036866e+000  5.0727750e-008
1.4020000e+000  1.4036858e+000  5.1574361e-008
1.4020800e+000  1.4036855e+000  5.2052609e-008
1.4023430e+000  1.4036845e+000  5.3623586e-008
1.4024350e+000  1.4036841e+000  5.4199624e-008
1.4025000e+000  1.4036839e+000  5.4608387e-008
1.4027500e+000  1.4036828e+000  5.6236717e-008
1.4028350e+000  1.4036824e+000  5.6821738e-008
1.4030000e+000  1.4036815e+000  5.8046492e-008
1.4032500e+000  1.4036802e+000  6.0141660e-008
1.4033270e+000  1.4036798e+000  6.0840684e-008
1.4034190e+000  1.4036793e+000  6.1702379e-008
1.4035000e+000  1.4036789e+000  6.2465412e-008
1.4037500e+000  1.4036776e+000  6.4908397e-008
1.4038190e+000  1.4036772e+000  6.5646655e-008
1.4039680e+000  1.4036764e+000  6.7241224e-008
1.4040000e+000  1.4036763e+000  6.7582406e-008
1.4040490e+000  1.4036760e+000  6.8041743e-008
1.4042500e+000  1.4036749e+000  6.9913183e-008
1.4043120e+000  1.4036746e+000  7.0449325e-008
1.4044040e+000  1.4036741e+000  7.1207195e-008
1.4045000e+000  1.4036736e+000  7.2000017e-008
1.4048060e+000  1.4036720e+000  7.4333129e-008
1.4050000e+000  1.4036710e+000  7.5692897e-008
1.4052500e+000  1.4036697e+000  7.7276406e-008
1.4052990e+000  1.4036694e+000  7.7568741e-008
1.4053910e+000  1.4036690e+000  7.8077088e-008
1.4055000e+000  1.4036684e+000  7.8685994e-008
1.4057500e+000  1.4036671e+000  7.9876821e-008
1.4057930e+000  1.4036668e+000  8.0062730e-008
1.4059430e+000  1.4036661e+000  8.0670957e-008
1.4060000e+000  1.4036658e+000  8.0903594e-008
1.4060240e+000  1.4036656e+000  8.0990009e-008
1.4062870e+000  1.4036643e+000  8.1940716e-008
1.4063790e+000  1.4036638e+000  8.2241535e-008
1.4065000e+000  1.4036631e+000  8.2641470e-008
1.4065190e+000  1.4036630e+000  8.2697431e-008
1.4067820e+000  1.4036617e+000  8.3498770e-008
1.4069320e+000  1.4036609e+000  8.3936480e-008
1.4069730e+000  1.4036607e+000  8.4055368e-008
1.4070000e+000  1.4036605e+000  8.4135357e-008
1.4070130e+000  1.4036604e+000  8.4173083e-008
1.4072770e+000  1.4036591e+000  8.4923515e-008
1.4073690e+000  1.4036586e+000  8.5169856e-008
1.4075090e+000  1.4036578e+000  8.5547948e-008
1.4077720e+000  1.4036565e+000  8.6185683e-008
1.4079230e+000  1.4036557e+000  8.6576980e-008
1.4079630e+000  1.4036555e+000  8.6681398e-008
1.4080040e+000  1.4036553e+000  8.6791486e-008
1.4082000e+000  1.4036542e+000  8.7418783e-008
1.4082680e+000  1.4036539e+000  8.7651619e-008
1.4083600e+000  1.4036534e+000  8.7995808e-008
1.4084010e+000  1.4036532e+000  8.8154157e-008
1.4085000e+000  1.4036527e+000  8.8644560e-008
1.4086000e+000  1.4036521e+000  8.9169843e-008
1.4087000e+000  1.4036516e+000  8.9872320e-008
1.4087500e+000  1.4036514e+000  9.0327292e-008
1.4087640e+000  1.4036513e+000  9.0459353e-008
1.4088000e+000  1.4036511e+000  9.0840592e-008
1.4089000e+000  1.4036506e+000  9.2076961e-008
1.4089150e+000  1.4036505e+000  9.2317873e-008
1.4090000e+000  1.4036501e+000  9.3670060e-008
1.4090120e+000  1.4036500e+000  9.3889503e-008
1.4091000e+000  1.4036495e+000  9.5623330e-008
1.4092000e+000  1.4036490e+000  9.7950305e-008
1.4092500e+000  1.4036487e+000  9.9162698e-008
1.4092600e+000  1.4036487e+000  9.9419094e-008
1.4093000e+000  1.4036485e+000  1.0039985e-007
1.4093520e+000  1.4036482e+000  1.0170901e-007
1.4094000e+000  1.4036480e+000  1.0291255e-007
1.4095000e+000  1.4036474e+000  1.0534933e-007
1.4095110e+000  1.4036474e+000  1.0560365e-007
1.4096000e+000  1.4036469e+000  1.0762045e-007
1.4097000e+000  1.4036464e+000  1.0943306e-007
1.4097570e+000  1.4036461e+000  1.1026429e-007
1.4098000e+000  1.4036459e+000  1.1078260e-007
1.4099090e+000  1.4036453e+000  1.1165733e-007
1.4100000e+000  1.4036448e+000  1.1212681e-007
1.4101000e+000  1.4036443e+000  1.1258249e-007
1.4102000e+000  1.4036438e+000  1.1337602e-007
1.4102540e+000  1.4036435e+000  1.1397515e-007
1.4103000e+000  1.4036433e+000  1.1459612e-007
1.4103460e+000  1.4036430e+000  1.1537426e-007
1.4103880e+000  1.4036428e+000  1.1607355e-007
1.4104000e+000  1.4036427e+000  1.1627656e-007
1.4105000e+000  1.4036422e+000  1.1828275e-007
1.4106000e+000  1.4036417e+000  1.2065965e-007
1.4107050e+000  1.4036412e+000  1.2335166e-007
1.4107520e+000  1.4036409e+000  1.2456822e-007
1.4107860e+000  1.4036407e+000  1.2548058e-007
1.4108000e+000  1.4036407e+000  1.2585231e-007
1.4109040e+000  1.4036401e+000  1.2865727e-007
1.4110000e+000  1.4036396e+000  1.3127101e-007
1.4111030e+000  1.4036391e+000  1.3412158e-007
1.4111420e+000  1.4036389e+000  1.3520332e-007
1.4111840e+000  1.4036387e+000  1.3638647e-007
1.4112000e+000  1.4036386e+000  1.3682599e-007
1.4112500e+000  1.4036383e+000  1.3823463e-007
1.4114000e+000  1.4036375e+000  1.4262964e-007
1.4115010e+000  1.4036370e+000  1.4578491e-007
1.4115400e+000  1.4036368e+000  1.4700206e-007
1.4115830e+000  1.4036366e+000  1.4833204e-007
1.4116000e+000  1.4036365e+000  1.4887301e-007
1.4117010e+000  1.4036360e+000  1.5235496e-007
1.4117480e+000  1.4036357e+000  1.5398901e-007
1.4118000e+000  1.4036355e+000  1.5583718e-007
1.4119000e+000  1.4036349e+000  1.5919641e-007
1.4119390e+000  1.4036347e+000  1.6042552e-007
1.4119820e+000  1.4036345e+000  1.6175627e-007
1.4120000e+000  1.4036344e+000  1.6232015e-007
1.4121000e+000  1.4036339e+000  1.6521959e-007
1.4122000e+000  1.4036334e+000  1.6792840e-007
1.4122460e+000  1.4036331e+000  1.6911389e-007
1.4122990e+000  1.4036329e+000  1.7041269e-007
1.4123380e+000  1.4036327e+000  1.7131651e-007
1.4123810e+000  1.4036324e+000  1.7229956e-007
1.4124000e+000  1.4036323e+000  1.7272898e-007
1.4126000e+000  1.4036313e+000  1.7675527e-007
1.4127450e+000  1.4036307e+000  1.7935914e-007
1.4127800e+000  1.4036305e+000  1.8004937e-007
1.4128000e+000  1.4036304e+000  1.8045666e-007
1.4128980e+000  1.4036301e+000  1.8286404e-007
1.4130000e+000  1.4036297e+000  1.8537348e-007
1.4130980e+000  1.4036293e+000  1.8826507e-007
1.4131790e+000  1.4036290e+000  1.9069369e-007
1.4132000e+000  1.4036289e+000  1.9131505e-007
1.4132440e+000  1.4036287e+000  1.9271554e-007
1.4133360e+000  1.4036284e+000  1.9571978e-007
1.4133790e+000  1.4036282e+000  1.9716539e-007
1.4134000e+000  1.4036281e+000  1.9785442e-007
1.4135000e+000  1.4036276e+000  2.0127664e-007
1.4135790e+000  1.4036272e+000  2.0403263e-007
1.4136000e+000  1.4036271e+000  2.0476685e-007
1.4137440e+000  1.4036264e+000  2.0985030e-007
1.4137790e+000  1.4036262e+000  2.1110430e-007
1.4138970e+000  1.4036256e+000  2.1535246e-007
1.4139790e+000  1.4036251e+000  2.1829049e-007
1.4140000e+000  1.4036250e+000  2.1905889e-007
1.4141790e+000  1.4036241e+000  2.2560250e-007
1.4142440e+000  1.4036238e+000  2.2797625e-007
1.4143350e+000  1.4036233e+000  2.3136740e-007
1.4143790e+000  1.4036231e+000  2.3299535e-007
1.4144940e+000  1.4036225e+000  2.3726914e-007
1.4147440e+000  1.4036212e+000  2.4672291e-007
1.4147790e+000  1.4036210e+000  2.4808002e-007
1.4148980e+000  1.4036204e+000  2.5260465e-007
1.4150000e+000  1.4036198e+000  2.5651889e-007
1.4151800e+000  1.4036189e+000  2.6351122e-007
1.4152440e+000  1.4036186e+000  2.6603460e-007
1.4153360e+000  1.4036181e+000  2.6961097e-007
1.4153800e+000  1.4036179e+000  2.7134262e-007
1.4155000e+000  1.4036173e+000  2.7604027e-007
1.4155810e+000  1.4036168e+000  2.7919895e-007
1.4157450e+000  1.4036160e+000  2.8564173e-007
1.4157810e+000  1.4036158e+000  2.8700097e-007
1.4159000e+000  1.4036152e+000  2.9152077e-007
1.4159820e+000  1.4036148e+000  2.9464763e-007
1.4160000e+000  1.4036147e+000  2.9533873e-007
1.4161380e+000  1.4036140e+000  3.0037107e-007
1.4161820e+000  1.4036137e+000  3.0201450e-007
1.4162000e+000  1.4036136e+000  3.0266072e-007
1.4162470e+000  1.4036134e+000  3.0431620e-007
1.4163380e+000  1.4036129e+000  3.0748032e-007
1.4163830e+000  1.4036127e+000  3.0903425e-007
1.4164000e+000  1.4036126e+000  3.0962407e-007
1.4165390e+000  1.4036119e+000  3.1428743e-007
1.4165840e+000  1.4036117e+000  3.1579670e-007
1.4166000e+000  1.4036116e+000  3.1635264e-007
1.4167030e+000  1.4036110e+000  3.1973523e-007
1.4167480e+000  1.4036108e+000  3.2124484e-007
1.4167840e+000  1.4036106e+000  3.2242554e-007
1.4168000e+000  1.4036105e+000  3.2293654e-007
1.4169400e+000  1.4036098e+000  3.2756892e-007
1.4169850e+000  1.4036096e+000  3.2906775e-007
1.4170000e+000  1.4036095e+000  3.2955611e-007
1.4171040e+000  1.4036090e+000  3.3306488e-007
1.4171410e+000  1.4036088e+000  3.3430279e-007
1.4171860e+000  1.4036085e+000  3.3583588e-007
1.4172000e+000  1.4036085e+000  3.3630159e-007
1.4172500e+000  1.4036082e+000  3.3802773e-007
1.4173050e+000  1.4036079e+000  3.3992436e-007
1.4173420e+000  1.4036077e+000  3.4117391e-007
1.4173870e+000  1.4036075e+000  3.4274127e-007
1.4174000e+000  1.4036074e+000  3.4319559e-007
1.4175060e+000  1.4036069e+000  3.4689859e-007
1.4175430e+000  1.4036067e+000  3.4819361e-007
1.4175880e+000  1.4036065e+000  3.4982910e-007
1.4176000e+000  1.4036064e+000  3.5024946e-007
1.4177070e+000  1.4036059e+000  3.5413425e-007
1.4177500e+000  1.4036056e+000  3.5569064e-007
1.4177890e+000  1.4036054e+000  3.5713329e-007
1.4178000e+000  1.4036054e+000  3.5754223e-007
1.4178530e+000  1.4036051e+000  3.5960909e-007
1.4179080e+000  1.4036048e+000  3.6181201e-007
1.4179540e+000  1.4036046e+000  3.6365171e-007
1.4180000e+000  1.4036043e+000  3.6560437e-007
1.4180540e+000  1.4036041e+000  3.6811217e-007
1.4181090e+000  1.4036038e+000  3.7078970e-007
1.4181550e+000  1.4036035e+000  3.7302493e-007
1.4182000e+000  1.4036033e+000  3.7538419e-007
1.4182420e+000  1.4036031e+000  3.7776537e-007
1.4182560e+000  1.4036030e+000  3.7857041e-007
1.4183000e+000  1.4036028e+000  3.8124576e-007
1.4183110e+000  1.4036027e+000  3.8191463e-007
1.4183420e+000  1.4036026e+000  3.8390945e-007
1.4183560e+000  1.4036025e+000  3.8480491e-007
1.4184000e+000  1.4036023e+000  3.8780797e-007
1.4184110e+000  1.4036022e+000  3.8871397e-007
1.4184430e+000  1.4036021e+000  3.9122859e-007
1.4184570e+000  1.4036020e+000  3.9234993e-007
1.4185000e+000  1.4036015e+000  3.9621106e-007
1.4185120e+000  1.4036014e+000  3.9744482e-007
1.4185430e+000  1.4036011e+000  4.0071585e-007
1.4185570e+000  1.4036010e+000  4.0216474e-007
1.4186000e+000  1.4036010e+000  4.0712145e-007
1.4186130e+000  1.4036010e+000  4.0879595e-007
1.4186580e+000  1.4036008e+000  4.1490515e-007
1.4187000e+000  1.4036000e+000  4.2093482e-007
1.4187130e+000  1.4036000e+000  4.2298212e-007
1.4187590e+000  1.4036000e+000  4.3005217e-007
1.4188000e+000  1.4036000e+000  4.3682757e-007
1.4188140e+000  1.4036000e+000  4.3932710e-007
1.4188590e+000  1.4035997e+000  4.4751566e-007
1.4188850e+000  1.4035991e+000  4.5224355e-007
1.4189000e+000  1.4035990e+000  4.5518406e-007
1.4189150e+000  1.4035990e+000  4.5810204e-007
1.4189350e+000  1.4035990e+000  4.6213957e-007
1.4189600e+000  1.4035990e+000  4.6729674e-007
1.4189850e+000  1.4035990e+000  4.7257830e-007
1.4190000e+000  1.4035990e+000  4.7575636e-007
1.4190150e+000  1.4035990e+000  4.7913775e-007
1.4190360e+000  1.4035990e+000  4.8367307e-007
1.4190610e+000  1.4035985e+000  4.8944078e-007
1.4191000e+000  1.4035980e+000  4.9868048e-007
1.4191160e+000  1.4035980e+000  5.0251441e-007
1.4191610e+000  1.4035980e+000  5.1350746e-007
1.4192000e+000  1.4035980e+000  5.2292917e-007
1.4192170e+000  1.4035980e+000  5.2688825e-007
1.4192620e+000  1.4035974e+000  5.3765697e-007
1.4193000e+000  1.4035970e+000  5.4648102e-007
1.4193180e+000  1.4035970e+000  5.5048623e-007
1.4193630e+000  1.4035970e+000  5.6089502e-007
1.4194000e+000  1.4035970e+000  5.6927941e-007
1.4194640e+000  1.4035968e+000  5.8315365e-007
1.4195000e+000  1.4035966e+000  5.9094010e-007
1.4195190e+000  1.4035965e+000  5.9477741e-007
1.4195550e+000  1.4035963e+000  6.0212390e-007
1.4196010e+000  1.4035961e+000  6.1162145e-007
1.4196200e+000  1.4035960e+000  6.1533504e-007
1.4196650e+000  1.4035958e+000  6.2432463e-007
1.4197020e+000  1.4035956e+000  6.3156009e-007
1.4197210e+000  1.4035955e+000  6.3522902e-007
1.4197560e+000  1.4035953e+000  6.4221558e-007
1.4198030e+000  1.4035951e+000  6.5127559e-007
1.4198220e+000  1.4035950e+000  6.5488855e-007
1.4198670e+000  1.4035947e+000  6.6358690e-007
1.4199030e+000  1.4035945e+000  6.7056405e-007
1.4199220e+000  1.4035944e+000  6.7410973e-007
1.4199580e+000  1.4035943e+000  6.8081622e-007
1.4200040e+000  1.4035940e+000  6.8952800e-007
1.4200680e+000  1.4035937e+000  7.0125514e-007
1.4201000e+000  1.4035935e+000  7.0702305e-007
1.4201600e+000  1.4035932e+000  7.1781173e-007
1.4202060e+000  1.4035930e+000  7.2616429e-007
1.4202700e+000  1.4035927e+000  7.3704708e-007
1.4203000e+000  1.4035925e+000  7.4199049e-007
1.4203260e+000  1.4035924e+000  7.4611822e-007
1.4203610e+000  1.4035922e+000  7.5178804e-007
1.4204080e+000  1.4035919e+000  7.5916003e-007
1.4204720e+000  1.4035916e+000  7.6879112e-007
1.4205000e+000  1.4035915e+000  7.7296614e-007
1.4205730e+000  1.4035911e+000  7.8354171e-007
1.4206100e+000  1.4035909e+000  7.8881888e-007
1.4206740e+000  1.4035906e+000  7.9777435e-007
1.4207000e+000  1.4035904e+000  8.0141804e-007
1.4207300e+000  1.4035903e+000  8.0548244e-007
1.4207750e+000  1.4035901e+000  8.1170373e-007
1.4208000e+000  1.4035899e+000  8.1516646e-007
1.4208120e+000  1.4035899e+000  8.1668841e-007
1.4208760e+000  1.4035895e+000  8.2511497e-007
1.4209000e+000  1.4035894e+000  8.2830622e-007
1.4209130e+000  1.4035893e+000  8.2993074e-007
1.4209320e+000  1.4035893e+000  8.3238424e-007
1.4209770e+000  1.4035890e+000  8.3822280e-007
1.4210000e+000  1.4035889e+000  8.4121036e-007
1.4210140e+000  1.4035888e+000  8.4285831e-007
1.4210780e+000  1.4035885e+000  8.5066527e-007
1.4211000e+000  1.4035884e+000  8.5334730e-007
1.4211150e+000  1.4035883e+000  8.5505264e-007
1.4211340e+000  1.4035882e+000  8.5726933e-007
1.4211790e+000  1.4035880e+000  8.6255534e-007
1.4212000e+000  1.4035879e+000  8.6501095e-007
1.4212160e+000  1.4035878e+000  8.6671714e-007
1.4212350e+000  1.4035877e+000  8.6879843e-007
1.4212800e+000  1.4035875e+000  8.7374587e-007
1.4213000e+000  1.4035874e+000  8.7591844e-007
1.4213170e+000  1.4035873e+000  8.7764811e-007
1.4213360e+000  1.4035872e+000  8.7961658e-007
1.4213810e+000  1.4035869e+000  8.8429325e-007
1.4214000e+000  1.4035869e+000  8.8625058e-007
1.4214180e+000  1.4035868e+000  8.8793588e-007
1.4214370e+000  1.4035867e+000  8.8975757e-007
1.4214820e+000  1.4035864e+000  8.9408422e-007
1.4215000e+000  1.4035863e+000  8.9575840e-007
1.4215380e+000  1.4035861e+000  8.9914208e-007
1.4215830e+000  1.4035859e+000  9.0312995e-007
1.4216000e+000  1.4035858e+000  9.0465666e-007
1.4216200e+000  1.4035857e+000  9.0634370e-007
1.4216390e+000  1.4035856e+000  9.0796226e-007
1.4216840e+000  1.4035854e+000  9.1179231e-007
1.4217000e+000  1.4035853e+000  9.1316019e-007
1.4217400e+000  1.4035851e+000  9.1646690e-007
1.4217750e+000  1.4035849e+000  9.1935193e-007
1.4218000e+000  1.4035848e+000  9.2144993e-007
1.4218220e+000  1.4035847e+000  9.2321794e-007
1.4218860e+000  1.4035844e+000  9.2835125e-007
1.4219000e+000  1.4035843e+000  9.2948059e-007
1.4219420e+000  1.4035841e+000  9.3282347e-007
1.4219770e+000  1.4035839e+000  9.3559616e-007
1.4220000e+000  1.4035838e+000  9.3743315e-007
1.4220240e+000  1.4035836e+000  9.3932745e-007
1.4220880e+000  1.4035833e+000  9.4431508e-007
1.4221250e+000  1.4035831e+000  9.4720283e-007
1.4221790e+000  1.4035829e+000  9.5135831e-007
1.4222000e+000  1.4035827e+000  9.5297944e-007
1.4222270e+000  1.4035826e+000  9.5497814e-007
1.4222900e+000  1.4035823e+000  9.5979673e-007
1.4223280e+000  1.4035821e+000  9.6248223e-007
1.4223470e+000  1.4035820e+000  9.6385333e-007
1.4223810e+000  1.4035818e+000  9.6634390e-007
1.4224000e+000  1.4035817e+000  9.6768114e-007
1.4224290e+000  1.4035816e+000  9.6956856e-007
1.4224930e+000  1.4035812e+000  9.7372128e-007
1.4225490e+000  1.4035810e+000  9.7728023e-007
1.4226000e+000  1.4035807e+000  9.8048506e-007
1.4226310e+000  1.4035805e+000  9.8248759e-007
1.4226950e+000  1.4035802e+000  9.8658486e-007
1.4227520e+000  1.4035799e+000  9.9036062e-007
1.4227860e+000  1.4035797e+000  9.9266004e-007
1.4228000e+000  1.4035797e+000  9.9358691e-007
1.4228340e+000  1.4035795e+000  9.9589781e-007
1.4228530e+000  1.4035794e+000  9.9720190e-007
1.4228980e+000  1.4035792e+000  1.0002567e-006
1.4229540e+000  1.4035789e+000  1.0042027e-006
1.4230000e+000  1.4035786e+000  1.0074058e-006
1.4230360e+000  1.4035785e+000  1.0099679e-006
1.4230560e+000  1.4035784e+000  1.0113071e-006
1.4231000e+000  1.4035781e+000  1.0144526e-006
1.4231570e+000  1.4035778e+000  1.0184797e-006
1.4232000e+000  1.4035776e+000  1.0215570e-006
1.4232390e+000  1.4035774e+000  1.0243258e-006
1.4233030e+000  1.4035771e+000  1.0288798e-006
1.4234000e+000  1.4035766e+000  1.0358820e-006
